HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N10.HOG0025367	OG0022528	n0		FUN_013093-T1											
N10.HOG0025368	OG0022529	n0		FUN_013100-T1											
N10.HOG0025369	OG0022530	n0		FUN_013104-T1											
N10.HOG0025370	OG0022531	n0		FUN_013105-T1											
N10.HOG0025371	OG0022532	n0		FUN_013119-T1											
N10.HOG0025372	OG0022533	n0		FUN_013134-T1											
N10.HOG0025373	OG0022534	n0		FUN_013161-T1											
N10.HOG0025374	OG0022535	n0		FUN_30831-T1											
N10.HOG0025375	OG0022536	n0		FUN_013167-T1											
N10.HOG0025376	OG0022537	n0		FUN_30833-T1											
N10.HOG0025377	OG0022538	n0		FUN_30834-T1											
N10.HOG0025378	OG0022539	n0		FUN_013206-T1											
N10.HOG0025379	OG0022540	n0		FUN_013215-T1											
N10.HOG0025380	OG0022541	n0		FUN_013223-T1											
N10.HOG0025381	OG0022542	n0		FUN_013224-T1											
N10.HOG0025382	OG0022543	n0		FUN_030070-T1											
N10.HOG0025383	OG0022544	n0		FUN_013240-T1	FUN_009233-T1										
N10.HOG0025384	OG0022545	n0		FUN_013249-T1											
N10.HOG0025385	OG0022546	n0		FUN_013250-T1											
N10.HOG0025386	OG0022547	n0		FUN_013255-T1											
N10.HOG0025387	OG0022548	n0		FUN_013258-T1											
N10.HOG0025388	OG0022549	n0		FUN_030068-T1											
N10.HOG0025389	OG0022550	n0		FUN_029548-T1											
N10.HOG0025390	OG0022551	n0		FUN_010318-T1											
N10.HOG0025391	OG0022552	n0		FUN_030037-T1											
N10.HOG0025392	OG0022553	n0		FUN_010345-T1											
N10.HOG0025393	OG0022554	n0		FUN_010353-T1											
N10.HOG0025394	OG0022555	n0		FUN_010361-T1											
N10.HOG0025395	OG0022556	n0		FUN_010363-T1											
N10.HOG0025396	OG0022557	n0		FUN_010364-T1											
N10.HOG0025397	OG0022558	n0		FUN_010369-T1											
N10.HOG0025398	OG0022559	n0		FUN_010381-T1											
N10.HOG0025399	OG0022560	n0		FUN_010409-T1											
N10.HOG0025400	OG0022561	n0		FUN_30729-T1											
N10.HOG0025401	OG0022562	n0		FUN_010412-T1											
N10.HOG0025402	OG0022563	n0		FUN_010413-T1											
N10.HOG0025403	OG0022564	n0		FUN_010414-T1											
N10.HOG0025404	OG0022565	n0		FUN_010428-T1											
N10.HOG0025405	OG0022566	n0		FUN_010432-T1											
N10.HOG0025406	OG0022567	n0		FUN_010438-T1											
N10.HOG0025407	OG0022568	n0		FUN_010461-T1											
N10.HOG0025408	OG0022569	n0		FUN_010462-T1											
N10.HOG0025409	OG0022570	n0		FUN_010469-T1											
N10.HOG0025410	OG0022571	n0		FUN_010484-T1											
N10.HOG0025411	OG0022572	n0		FUN_010496-T1											
N10.HOG0025412	OG0022573	n0		FUN_010533-T1											
N10.HOG0025413	OG0022574	n0		FUN_010537-T1											
N10.HOG0025414	OG0022575	n0		FUN_30734-T1											
N10.HOG0025415	OG0022576	n0		FUN_010553-T1											
N10.HOG0025416	OG0022577	n0		FUN_010555-T1											
N10.HOG0025417	OG0022578	n0		FUN_010558-T1											
N10.HOG0025418	OG0022579	n0		FUN_010563-T1											
N10.HOG0025419	OG0022580	n0		FUN_30735-T1											
N10.HOG0025420	OG0022581	n0		FUN_010588-T1											
N10.HOG0025421	OG0022582	n0		FUN_010620-T1											
N10.HOG0025422	OG0022583	n0		FUN_028619-T1											
N10.HOG0025423	OG0022584	n0		FUN_009939-T1											
N10.HOG0025424	OG0022585	n0		FUN_009938-T1											
N10.HOG0025425	OG0022586	n0		FUN_009928-T1											
N10.HOG0025426	OG0022587	n0		FUN_010680-T1											
N10.HOG0025427	OG0022588	n0		FUN_010688-T1											
N10.HOG0025428	OG0022589	n0		FUN_010744-T1											
N10.HOG0025429	OG0022590	n0		FUN_010761-T1											
N10.HOG0025430	OG0022591	n0		FUN_010764-T1											
N10.HOG0025431	OG0022592	n0		FUN_30739-T1											
N10.HOG0025432	OG0022593	n0		FUN_010777-T1											
N10.HOG0025433	OG0022594	n0		FUN_010811-T1											
N10.HOG0025434	OG0022595	n0		FUN_30740-T1											
N10.HOG0025435	OG0022596	n0		FUN_010814-T1											
N10.HOG0025436	OG0022597	n0		FUN_010855-T1											
N10.HOG0025437	OG0022598	n0		FUN_30742-T1											
N10.HOG0025438	OG0022599	n0		FUN_010894-T1											
N10.HOG0025439	OG0022600	n0		FUN_30745-T1											
N10.HOG0025440	OG0022601	n0		FUN_30748-T1											
N10.HOG0025441	OG0022602	n0		FUN_010932-T1											
N10.HOG0025442	OG0022603	n0		FUN_30749-T1											
N10.HOG0025443	OG0022604	n0		FUN_010959-T1											
N10.HOG0025444	OG0022605	n0		FUN_010973-T1											
N10.HOG0025445	OG0022606	n0		FUN_010974-T1											
N10.HOG0025446	OG0022607	n0		FUN_010996-T1											
N10.HOG0025447	OG0022608	n0		FUN_010997-T1											
N10.HOG0025448	OG0022609	n0		FUN_011010-T1											
N10.HOG0025449	OG0022610	n0		FUN_011012-T1											
N10.HOG0025450	OG0022611	n0		FUN_003309-T1											
N10.HOG0025451	OG0022612	n0		FUN_011051-T1											
N10.HOG0025452	OG0022613	n0		FUN_011052-T1											
N10.HOG0025453	OG0022614	n0		FUN_30752-T1											
N10.HOG0025454	OG0022615	n0		FUN_011066-T1											
N10.HOG0025455	OG0022616	n0		FUN_30754-T1											
N10.HOG0025456	OG0022617	n0		FUN_011135-T1											
N10.HOG0025457	OG0022618	n0		FUN_011136-T1											
N10.HOG0025458	OG0022619	n0		FUN_011142-T1											
N10.HOG0025459	OG0022620	n0		FUN_011163-T1											
N10.HOG0025460	OG0022621	n0		FUN_011172-T1											
N10.HOG0025461	OG0022622	n0		FUN_011174-T1											
N10.HOG0025462	OG0022623	n0		FUN_011192-T1											
N10.HOG0025463	OG0022624	n0		FUN_011205-T1											
N10.HOG0025464	OG0022625	n0		FUN_011218-T1											
N10.HOG0025465	OG0022626	n0		FUN_011225-T1											
N10.HOG0025466	OG0022627	n0		FUN_011243-T1											
N10.HOG0025467	OG0022628	n0		FUN_011247-T1											
N10.HOG0025468	OG0022629	n0		FUN_011249-T1											
N10.HOG0025469	OG0022630	n0		FUN_011253-T1											
N10.HOG0025470	OG0022631	n0		FUN_011256-T1											
N10.HOG0025471	OG0022632	n0		FUN_011258-T1											
N10.HOG0025472	OG0022633	n0		FUN_011262-T1											
N10.HOG0025473	OG0022634	n0		FUN_011270-T1											
N10.HOG0025474	OG0022635	n0		FUN_011272-T1											
N10.HOG0025475	OG0022636	n0		FUN_011275-T1											
N10.HOG0025476	OG0022637	n0		FUN_011283-T1											
N10.HOG0025477	OG0022638	n0		FUN_011296-T1											
N10.HOG0025478	OG0022639	n0		FUN_011299-T1											
N10.HOG0025479	OG0022640	n0		FUN_011304-T1											
N10.HOG0025480	OG0022641	n0		FUN_011310-T1											
N10.HOG0025481	OG0022642	n0		FUN_011311-T1											
N10.HOG0025482	OG0022643	n0		FUN_011321-T1											
N10.HOG0025483	OG0022644	n0		FUN_011404-T1											
N10.HOG0025484	OG0022645	n0		FUN_011425-T1											
N10.HOG0025485	OG0022646	n0		FUN_011426-T1											
N10.HOG0025486	OG0022647	n0		FUN_011432-T1											
N10.HOG0025487	OG0022648	n0		FUN_011481-T1											
N10.HOG0025488	OG0022649	n0		FUN_011511-T1											
N10.HOG0025489	OG0022650	n0		FUN_011513-T1											
N10.HOG0025490	OG0022651	n0		FUN_011516-T1											
N10.HOG0025491	OG0022652	n0		FUN_014603-T1											
N10.HOG0025492	OG0022653	n0		FUN_014601-T1											
N10.HOG0025493	OG0022654	n0		FUN_014600-T1											
N10.HOG0025494	OG0022655	n0		FUN_014597-T1											
N10.HOG0025495	OG0022656	n0		FUN_30894-T1											
N10.HOG0025496	OG0022657	n0		FUN_30892-T1											
N10.HOG0025497	OG0022658	n0		FUN_014571-T1											
N10.HOG0025498	OG0022659	n0		FUN_014561-T1											
N10.HOG0025499	OG0022660	n0		FUN_014553-T1											
N10.HOG0025500	OG0022661	n0		FUN_30890-T1											
N10.HOG0025501	OG0022662	n0		FUN_30888-T1											
N10.HOG0025502	OG0022663	n0		FUN_30887-T1											
N10.HOG0025503	OG0022664	n0		FUN_014528-T1											
N10.HOG0025504	OG0022665	n0		FUN_014499-T1											
N10.HOG0025505	OG0022666	n0		FUN_014496-T1											
N10.HOG0025506	OG0022667	n0		FUN_014491-T1											
N10.HOG0025507	OG0022668	n0		FUN_014483-T1											
N10.HOG0025508	OG0022669	n0		FUN_014477-T1											
N10.HOG0025509	OG0022670	n0		FUN_014476-T1											
N10.HOG0025510	OG0022671	n0		FUN_30885-T1											
N10.HOG0025511	OG0022672	n0		FUN_014463-T1											
N10.HOG0025512	OG0022673	n0		FUN_014462-T1											
N10.HOG0025513	OG0022674	n0		FUN_30884-T1											
N10.HOG0025514	OG0022675	n0		FUN_014447-T1											
N10.HOG0025515	OG0022676	n0		FUN_30883-T1											
N10.HOG0025516	OG0022677	n0		FUN_014421-T1											
N10.HOG0025517	OG0022678	n0		FUN_014418-T1											
N10.HOG0025518	OG0022679	n0		FUN_014417-T1	FUN_26602-T1										
N10.HOG0025519	OG0022680	n0		FUN_014412-T1											
N10.HOG0025520	OG0022681	n0		FUN_014399-T1											
N10.HOG0025521	OG0022682	n0		FUN_014388-T1											
N10.HOG0025522	OG0022683	n0		FUN_014361-T1											
N10.HOG0025523	OG0022684	n0		FUN_014346-T1											
N10.HOG0025524	OG0022685	n0		FUN_014320-T1											
N10.HOG0025525	OG0022686	n0		FUN_014316-T1											
N10.HOG0025526	OG0022687	n0		FUN_014305-T1											
N10.HOG0025527	OG0022688	n0		FUN_014304-T1											
N10.HOG0025528	OG0022689	n0		FUN_014301-T1											
N10.HOG0025529	OG0022690	n0		FUN_014296-T1											
N10.HOG0025530	OG0022691	n0		FUN_014290-T1											
N10.HOG0025531	OG0022692	n0		FUN_014286-T1											
N10.HOG0025532	OG0022693	n0		FUN_014282-T1											
N10.HOG0025533	OG0022694	n0		FUN_014261-T1											
N10.HOG0025534	OG0022695	n0		FUN_014253-T1											
N10.HOG0025535	OG0022696	n0		FUN_014252-T1											
N10.HOG0025536	OG0022697	n0		FUN_30878-T1											
N10.HOG0025537	OG0022698	n0		FUN_014221-T1											
N10.HOG0025538	OG0022699	n0		FUN_014191-T1											
N10.HOG0025539	OG0022700	n0		FUN_014183-T1											
N10.HOG0025540	OG0022701	n0		FUN_014181-T1											
N10.HOG0025541	OG0022702	n0		FUN_014179-T1											
N10.HOG0025542	OG0022703	n0		FUN_014166-T1											
N10.HOG0025543	OG0022704	n0		FUN_014153-T1											
N10.HOG0025544	OG0022705	n0		FUN_014151-T1											
N10.HOG0025545	OG0022706	n0		FUN_014147-T1											
N10.HOG0025546	OG0022707	n0		FUN_014125-T1											
N10.HOG0025547	OG0022708	n0		FUN_014089-T1											
N10.HOG0025548	OG0022709	n0		FUN_014087-T1											
N10.HOG0025549	OG0022710	n0		FUN_014078-T1											
N10.HOG0025550	OG0022711	n0		FUN_014055-T1											
N10.HOG0025551	OG0022712	n0		FUN_014019-T1											
N10.HOG0025552	OG0022713	n0		FUN_014010-T1											
N10.HOG0025553	OG0022714	n0		FUN_015385-T1											
N10.HOG0025554	OG0022715	n0		FUN_013976-T1											
N10.HOG0025555	OG0022716	n0		FUN_013967-T1											
N10.HOG0025556	OG0022717	n0		FUN_013963-T1											
N10.HOG0025557	OG0022718	n0		FUN_013942-T1											
N10.HOG0025558	OG0022719	n0		FUN_30867-T1											
N10.HOG0025559	OG0022720	n0		FUN_013830-T1											
N10.HOG0025560	OG0022721	n0		FUN_013827-T1											
N10.HOG0025561	OG0022722	n0		FUN_013821-T1											
N10.HOG0025562	OG0022723	n0		FUN_013815-T1											
N10.HOG0025563	OG0022724	n0		FUN_013813-T1											
N10.HOG0025564	OG0022725	n0		FUN_013797-T1											
N10.HOG0025565	OG0022726	n0		FUN_30865-T1											
N10.HOG0025566	OG0022727	n0		FUN_013767-T1											
N10.HOG0025567	OG0022728	n0		FUN_013766-T1											
N10.HOG0025568	OG0022729	n0		FUN_013760-T1											
N10.HOG0025569	OG0022730	n0		FUN_013759-T1											
N10.HOG0025570	OG0022731	n0		FUN_30862-T1											
N10.HOG0025571	OG0022732	n0		FUN_30861-T1											
N10.HOG0025572	OG0022733	n0		FUN_013738-T1											
N10.HOG0025573	OG0022734	n0		FUN_013737-T1											
N10.HOG0025574	OG0022735	n0		FUN_013735-T1											
N10.HOG0025575	OG0022736	n0		FUN_013725-T1											
N10.HOG0025576	OG0022737	n0		FUN_013723-T1											
N10.HOG0025577	OG0022738	n0		FUN_013692-T1											
N10.HOG0025578	OG0022739	n0		FUN_30858-T1											
N10.HOG0025579	OG0022740	n0		FUN_013677-T1											
N10.HOG0025580	OG0022741	n0		FUN_013646-T1											
N10.HOG0025581	OG0022742	n0		FUN_30856-T1											
N10.HOG0025582	OG0022743	n0		FUN_013635-T1											
N10.HOG0025583	OG0022744	n0		FUN_013623-T1											
N10.HOG0025584	OG0022745	n0		FUN_013622-T1											
N10.HOG0025585	OG0022746	n0		FUN_013608-T1											
N10.HOG0025586	OG0022747	n0		FUN_015563-T1											
N10.HOG0025587	OG0022748	n0		FUN_013566-T1											
N10.HOG0025588	OG0022749	n0		FUN_013556-T1											
N10.HOG0025589	OG0022750	n0		FUN_013554-T1											
N10.HOG0025590	OG0022751	n0		FUN_013552-T1											
N10.HOG0025591	OG0022752	n0		FUN_013539-T1											
N10.HOG0025592	OG0022753	n0		FUN_013534-T1											
N10.HOG0025593	OG0022754	n0		FUN_013497-T1											
N10.HOG0025594	OG0022755	n0		FUN_30848-T1											
N10.HOG0025595	OG0022756	n0		FUN_013491-T1											
N10.HOG0025596	OG0022757	n0		FUN_013490-T1											
N10.HOG0025597	OG0022758	n0		FUN_013487-T1											
N10.HOG0025598	OG0022759	n0		FUN_013486-T1											
N10.HOG0025599	OG0022760	n0		FUN_013485-T1											
N10.HOG0025600	OG0022761	n0		FUN_013483-T1											
N10.HOG0025601	OG0022762	n0		FUN_013478-T1											
N10.HOG0025602	OG0022763	n0		FUN_013467-T1											
N10.HOG0025603	OG0022764	n0		FUN_013462-T1											
N10.HOG0025604	OG0022765	n0		FUN_013454-T1											
N10.HOG0025605	OG0022766	n0		FUN_013437-T1											
N10.HOG0025606	OG0022767	n0		FUN_013436-T1											
N10.HOG0025607	OG0022768	n0		FUN_013435-T1											
N10.HOG0025608	OG0022769	n0		FUN_013419-T1											
N10.HOG0025609	OG0022770	n0		FUN_028581-T1											
N10.HOG0025610	OG0022771	n0		FUN_013403-T1											
N10.HOG0025611	OG0022772	n0		FUN_013394-T1											
N10.HOG0025612	OG0022773	n0		FUN_013387-T1											
N10.HOG0025613	OG0022774	n0		FUN_013360-T1											
N10.HOG0025614	OG0022775	n0		FUN_013351-T1											
N10.HOG0025615	OG0022776	n0		FUN_30843-T1											
N10.HOG0025616	OG0022777	n0		FUN_013342-T1											
N10.HOG0025617	OG0022778	n0		FUN_013337-T1											
N10.HOG0025618	OG0022779	n0		FUN_013322-T1	FUN_012151-T1										
N10.HOG0025619	OG0022780	n0		FUN_013317-T1											
N10.HOG0025620	OG0022781	n0		FUN_013305-T1											
N10.HOG0025621	OG0022782	n0		FUN_013301-T1											
N10.HOG0025622	OG0022783	n0		FUN_013294-T1											
N10.HOG0025623	OG0022784	n0		FUN_30841-T1											
N10.HOG0025624	OG0022785	n0		FUN_013281-T1											
N10.HOG0025625	OG0022786	n0		FUN_013278-T1											
N10.HOG0025626	OG0022787	n0		FUN_013277-T1											
N10.HOG0025627	OG0022788	n0		FUN_029940-T1											
N10.HOG0025628	OG0022789	n0		FUN_015906-T1											
N10.HOG0025629	OG0022790	n0		FUN_015896-T1											
N10.HOG0025630	OG0022791	n0		FUN_015895-T1											
N10.HOG0025631	OG0022792	n0		FUN_015890-T1											
N10.HOG0025632	OG0022793	n0		FUN_015885-T1											
N10.HOG0025633	OG0022794	n0		FUN_015881-T1											
N10.HOG0025634	OG0022795	n0		FUN_30942-T1											
N10.HOG0025635	OG0022796	n0		FUN_029103-T1											
N10.HOG0025636	OG0022797	n0		FUN_015826-T1											
N10.HOG0025637	OG0022798	n0		FUN_015820-T1											
N10.HOG0025638	OG0022799	n0		FUN_015797-T1											
N10.HOG0025639	OG0022800	n0		FUN_015790-T1											
N10.HOG0025640	OG0022801	n0		FUN_029727-T1											
N10.HOG0025641	OG0022802	n0		FUN_029724-T1											
N10.HOG0025642	OG0022803	n0		FUN_015763-T1											
N10.HOG0025643	OG0022804	n0		FUN_015755-T1											
N10.HOG0025644	OG0022805	n0		FUN_015742-T1											
N10.HOG0025645	OG0022806	n0		FUN_015718-T1											
N10.HOG0025646	OG0022807	n0		FUN_015717-T1											
N10.HOG0025647	OG0022808	n0		FUN_015710-T1											
N10.HOG0025648	OG0022809	n0		FUN_015706-T1											
N10.HOG0025649	OG0022810	n0		FUN_015665-T1											
N10.HOG0025650	OG0022811	n0		FUN_30933-T1											
N10.HOG0025651	OG0022812	n0		FUN_30932-T1											
N10.HOG0025652	OG0022813	n0		FUN_015610-T1											
N10.HOG0025653	OG0022814	n0		FUN_30928-T1											
N10.HOG0025654	OG0022815	n0		FUN_015588-T1											
N10.HOG0025655	OG0022816	n0		FUN_015574-T1											
N10.HOG0025656	OG0022817	n0		FUN_015532-T1											
N10.HOG0025657	OG0022818	n0		FUN_015523-T1											
N10.HOG0025658	OG0022819	n0		FUN_015520-T1											
N10.HOG0025659	OG0022820	n0		FUN_015504-T1											
N10.HOG0025660	OG0022821	n0		FUN_015500-T1											
N10.HOG0025661	OG0022822	n0		FUN_015458-T1											
N10.HOG0025662	OG0022823	n0		FUN_015448-T1											
N10.HOG0025663	OG0022824	n0		FUN_30921-T1											
N10.HOG0025664	OG0022825	n0		FUN_015440-T1											
N10.HOG0025665	OG0022826	n0		FUN_015437-T1											
N10.HOG0025666	OG0022827	n0		FUN_015435-T1											
N10.HOG0025667	OG0022828	n0		FUN_015419-T1											
N10.HOG0025668	OG0022829	n0		FUN_015414-T1											
N10.HOG0025669	OG0022830	n0		FUN_015387-T1											
N10.HOG0025670	OG0022831	n0		FUN_015377-T1											
N10.HOG0025671	OG0022832	n0		FUN_015325-T1											
N10.HOG0025672	OG0022833	n0		FUN_015324-T1											
N10.HOG0025673	OG0022834	n0		FUN_30916-T1											
N10.HOG0025674	OG0022835	n0		FUN_015296-T1											
N10.HOG0025675	OG0022836	n0		FUN_30915-T1											
N10.HOG0025676	OG0022837	n0		FUN_015278-T1											
N10.HOG0025677	OG0022838	n0		FUN_30913-T1											
N10.HOG0025678	OG0022839	n0		FUN_015225-T1											
N10.HOG0025679	OG0022840	n0		FUN_004084-T1											
N10.HOG0025680	OG0022841	n0		FUN_015214-T1											
N10.HOG0025681	OG0022842	n0		FUN_015212-T1											
N10.HOG0025682	OG0022843	n0		FUN_015178-T1											
N10.HOG0025683	OG0022844	n0		FUN_015173-T1											
N10.HOG0025684	OG0022845	n0		FUN_014756-T1											
N10.HOG0025685	OG0022846	n0		FUN_015134-T1	FUN_013870-T1										
N10.HOG0025686	OG0022847	n0		FUN_015130-T1											
N10.HOG0025687	OG0022848	n0		FUN_015118-T1											
N10.HOG0025688	OG0022849	n0		FUN_015097-T1											
N10.HOG0025689	OG0022850	n0		FUN_015089-T1											
N10.HOG0025690	OG0022851	n0		FUN_015082-T1											
N10.HOG0025691	OG0022852	n0		FUN_015074-T1											
N10.HOG0025692	OG0022853	n0		FUN_015069-T1											
N10.HOG0025693	OG0022854	n0		FUN_015053-T1											
N10.HOG0025694	OG0022855	n0		FUN_015049-T1											
N10.HOG0025695	OG0022856	n0		FUN_015045-T1											
N10.HOG0025696	OG0022857	n0		FUN_015042-T1	FUN_013780-T1										
N10.HOG0025697	OG0022858	n0		FUN_015025-T1											
N10.HOG0025698	OG0022859	n0		FUN_015013-T1											
N10.HOG0025699	OG0022860	n0		FUN_014997-T1											
N10.HOG0025700	OG0022861	n0		FUN_014989-T1											
N10.HOG0025701	OG0022862	n0		FUN_028816-T1											
N10.HOG0025702	OG0022863	n0		FUN_014983-T1											
N10.HOG0025703	OG0022864	n0		FUN_30906-T1											
N10.HOG0025704	OG0022865	n0		FUN_014944-T1											
N10.HOG0025705	OG0022866	n0		FUN_014939-T1											
N10.HOG0025706	OG0022867	n0		FUN_30905-T1											
N10.HOG0025707	OG0022868	n0		FUN_30904-T1											
N10.HOG0025708	OG0022869	n0		FUN_014930-T1											
N10.HOG0025709	OG0022870	n0		FUN_014907-T1	FUN_013635-T1										
N10.HOG0025710	OG0022871	n0		FUN_014906-T1											
N10.HOG0025711	OG0022872	n0		FUN_014901-T1											
N10.HOG0025712	OG0022873	n0		FUN_014883-T1											
N10.HOG0025713	OG0022874	n0		FUN_014877-T1											
N10.HOG0025714	OG0022875	n0		FUN_014873-T1											
N10.HOG0025715	OG0022876	n0		FUN_014836-T1											
N10.HOG0025716	OG0022877	n0		FUN_014827-T1											
N10.HOG0025717	OG0022878	n0		FUN_014820-T1											
N10.HOG0025718	OG0022879	n0		FUN_014802-T1											
N10.HOG0025719	OG0022880	n0		FUN_014792-T1											
N10.HOG0025720	OG0022881	n0		FUN_014767-T1											
N10.HOG0025721	OG0022882	n0		FUN_014764-T1											
N10.HOG0025722	OG0022883	n0		FUN_014740-T1											
N10.HOG0025723	OG0022884	n0		FUN_014739-T1											
N10.HOG0025724	OG0022885	n0		FUN_014737-T1											
N10.HOG0025725	OG0022886	n0		FUN_014735-T1											
N10.HOG0025726	OG0022887	n0		FUN_014728-T1											
N10.HOG0025727	OG0022888	n0		FUN_014720-T1											
N10.HOG0025728	OG0022889	n0		FUN_014686-T1											
N10.HOG0025729	OG0022890	n0		FUN_004449-T1											
N10.HOG0025730	OG0022891	n0		FUN_005935-T1											
N10.HOG0025731	OG0022892	n0		FUN_014624-T1											
N10.HOG0025732	OG0022893	n0		FUN_014628-T1											
N10.HOG0025733	OG0022894	n0		FUN_014634-T1											
N10.HOG0025734	OG0022895	n0		FUN_014647-T1											
N10.HOG0025735	OG0022896	n0		FUN_014651-T1											
N10.HOG0025736	OG0022897	n0		FUN_014652-T1											
N10.HOG0025737	OG0022898	n0		FUN_014654-T1											
N10.HOG0025738	OG0022899	n0		FUN_014670-T1											
N10.HOG0025739	OG0022900	n0		FUN_029087-T1											
N10.HOG0025740	OG0022901	n0		FUN_029066-T1											
N10.HOG0025741	OG0022902	n0		FUN_029065-T1											
N10.HOG0025742	OG0022903	n0		FUN_029058-T1											
N10.HOG0025743	OG0022904	n0		FUN_029653-T1											
N10.HOG0025744	OG0022905	n0		FUN_029945-T1											
N10.HOG0025745	OG0022906	n0		FUN_029978-T1											
N10.HOG0025746	OG0022907	n0		FUN_029870-T1											
N10.HOG0025747	OG0022908	n0		FUN_030044-T1											
N10.HOG0025748	OG0022909	n0		FUN_31259-T1											
N10.HOG0025749	OG0022910	n0		FUN_030095-T1											
N10.HOG0025750	OG0022911	n0		FUN_029834-T1											
N10.HOG0025751	OG0022912	n0		FUN_029953-T1											
N10.HOG0025752	OG0022913	n0		FUN_029967-T1											
N10.HOG0025753	OG0022914	n0		FUN_030146-T1											
N10.HOG0025754	OG0022915	n0		FUN_029991-T1											
N10.HOG0025755	OG0022916	n0		FUN_029935-T1											
N10.HOG0025756	OG0022917	n0		FUN_029985-T1											
N10.HOG0025757	OG0022918	n0		FUN_029974-T1											
N10.HOG0025758	OG0022919	n0		FUN_028961-T1											
N10.HOG0025759	OG0022920	n0		FUN_029515-T1											
N10.HOG0025760	OG0022921	n0		FUN_029512-T1											
N10.HOG0025761	OG0022922	n0		FUN_029511-T1											
N10.HOG0025762	OG0022923	n0		FUN_028967-T1											
N10.HOG0025763	OG0022924	n0		FUN_030023-T1											
N10.HOG0025764	OG0022925	n0		FUN_029114-T1											
N10.HOG0025765	OG0022926	n0		FUN_029115-T1											
N10.HOG0025766	OG0022927	n0		FUN_029122-T1											
N10.HOG0025767	OG0022928	n0		FUN_029127-T1											
N10.HOG0025768	OG0022929	n0		FUN_028110-T1											
N10.HOG0025769	OG0022930	n0		FUN_028114-T1											
N10.HOG0025770	OG0022931	n0		FUN_028123-T1											
N10.HOG0025771	OG0022932	n0		FUN_028130-T1											
N10.HOG0025772	OG0022933	n0		FUN_028139-T1											
N10.HOG0025773	OG0022934	n0		FUN_028142-T1											
N10.HOG0025774	OG0022935	n0		FUN_028173-T1											
N10.HOG0025775	OG0022936	n0		FUN_029113-T1											
N10.HOG0025776	OG0022937	n0		FUN_029956-T1											
N10.HOG0025777	OG0022938	n0		FUN_029959-T1											
N10.HOG0025778	OG0022939	n0		FUN_029705-T1											
N10.HOG0025779	OG0022940	n0		FUN_028837-T1											
N10.HOG0025780	OG0022941	n0		FUN_029706-T1											
N10.HOG0025781	OG0022942	n0		FUN_028349-T1											
N10.HOG0025782	OG0022943	n0		FUN_028353-T1	FUN_024943-T1										
N10.HOG0025783	OG0022944	n0		FUN_029168-T1											
N10.HOG0025784	OG0022945	n0		FUN_028340-T1											
N10.HOG0025785	OG0022946	n0		FUN_029274-T1											
N10.HOG0025786	OG0022947	n0		FUN_029268-T1											
N10.HOG0025787	OG0022948	n0		FUN_31200-T1											
N10.HOG0025788	OG0022949	n0		FUN_029281-T1											
N10.HOG0025789	OG0022950	n0		FUN_029255-T1											
N10.HOG0025790	OG0022951	n0		FUN_028518-T1											
N10.HOG0025791	OG0022952	n0		FUN_028357-T1											
N10.HOG0025792	OG0022953	n0		FUN_028381-T1											
N10.HOG0025793	OG0022954	n0		FUN_028395-T1											
N10.HOG0025794	OG0022955	n0		FUN_028396-T1											
N10.HOG0025795	OG0022956	n0		FUN_030079-T1											
N10.HOG0025796	OG0022957	n0		FUN_027142-T1											
N10.HOG0025797	OG0022958	n0		FUN_025843-T1, FUN_027122-T1											
N10.HOG0025798	OG0022959	n0		FUN_027116-T1											
N10.HOG0025799	OG0022960	n0		FUN_027114-T1											
N10.HOG0025800	OG0022961	n0		FUN_027087-T1											
N10.HOG0025801	OG0022962	n0		FUN_027071-T1											
N10.HOG0025802	OG0022963	n0		FUN_027063-T1											
N10.HOG0025803	OG0022964	n0		FUN_027062-T1											
N10.HOG0025804	OG0022965	n0		FUN_027061-T1											
N10.HOG0025805	OG0022966	n0		FUN_027058-T1											
N10.HOG0025806	OG0022967	n0		FUN_027057-T1											
N10.HOG0025807	OG0022968	n0		FUN_027053-T1											
N10.HOG0025808	OG0022969	n0		FUN_027051-T1											
N10.HOG0025809	OG0022970	n0		FUN_027038-T1											
N10.HOG0025810	OG0022971	n0		FUN_027022-T1											
N10.HOG0025811	OG0022972	n0		FUN_027003-T1											
N10.HOG0025812	OG0022973	n0		FUN_027002-T1											
N10.HOG0025813	OG0022974	n0		FUN_026997-T1											
N10.HOG0025814	OG0022975	n0		FUN_026996-T1											
N10.HOG0025815	OG0022976	n0		FUN_026994-T1											
N10.HOG0025816	OG0022977	n0		FUN_026985-T1											
N10.HOG0025817	OG0022978	n0		FUN_026972-T1											
N10.HOG0025818	OG0022979	n0		FUN_026965-T1											
N10.HOG0025819	OG0022980	n0		FUN_026950-T1											
N10.HOG0025820	OG0022981	n0		FUN_021881-T1											
N10.HOG0025821	OG0022982	n0		FUN_030172-T1											
N10.HOG0025822	OG0022983	n0		FUN_026904-T1											
N10.HOG0025823	OG0022984	n0		FUN_31191-T1											
N10.HOG0025824	OG0022985	n0		FUN_026890-T1											
