HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N4.HOG0013403	OG0012076	n0									rna-XM_034408442.1				
N4.HOG0013404	OG0012077	n8									rna-XM_034405296.1				
N4.HOG0013405	OG0012078	n0									rna-XM_034408257.1				rna-XM_032238823.1
N4.HOG0013406	OG0012079	n0									rna-XM_034404802.1				rna-XM_032232100.1
N4.HOG0013407	OG0012080	n0									rna-XM_034404795.1				
N4.HOG0013408	OG0012081	n0									rna-XM_034404796.1				rna-XM_032238434.1
N4.HOG0013409	OG0012082	n0									rna-XM_034407395.1, rna-XM_034404793.1				
N4.HOG0013410	OG0012083	n0									rna-XM_034424202.1				rna-XM_032232281.1
N4.HOG0013411	OG0012084	n0									rna-XM_034424192.1				rna-XM_032232298.1
N4.HOG0013412	OG0012085	n0									rna-XM_034424194.1				rna-XM_032232169.1
N4.HOG0013413	OG0012086	n0									rna-XM_034424207.1				rna-XM_032231671.1
N4.HOG0013414	OG0012087	n0									rna-XM_034424208.1				rna-XM_032231668.1
N4.HOG0013415	OG0012088	n0									rna-XM_034408332.1				rna-XM_032231670.1
N4.HOG0013416	OG0012089	n0									rna-XM_034407529.1, rna-XM_034406704.1				
N4.HOG0013417	OG0012090	n0									rna-XM_034424224.1				
N4.HOG0013418	OG0012091	n0									rna-XM_034424225.1				rna-XM_032232348.1
N4.HOG0013419	OG0012092	n0									rna-XM_034424230.1				rna-XM_032232263.1
N4.HOG0013420	OG0012093	n0									rna-XM_034424231.1				rna-XM_032232063.1
N4.HOG0013421	OG0012094	n0									rna-XM_034424232.1				rna-XM_032231779.1
N4.HOG0013422	OG0012095	n0									rna-XM_034424251.1				rna-XM_032232277.1
N4.HOG0013423	OG0012096	n0									rna-XM_034424266.1				rna-XM_032232274.1
N4.HOG0013424	OG0012097	n0									rna-XM_034424258.1				rna-XM_032232273.1
N4.HOG0013425	OG0012098	n0									rna-XM_034424280.1				rna-XM_032232278.1
N4.HOG0013426	OG0012099	n0									rna-XM_034424274.1				rna-XM_032231905.1
N4.HOG0013427	OG0012100	n0									rna-XM_034424287.1				rna-XM_032232261.1
N4.HOG0013428	OG0012101	n0									rna-XM_034424276.1				rna-XM_032232062.1
N4.HOG0013429	OG0012102	n0									rna-XM_034424245.1				rna-XM_032232162.1
N4.HOG0013430	OG0012103	n0									rna-XM_034424265.1				rna-XM_032231625.1
N4.HOG0013431	OG0012104	n0									rna-XM_034424282.1				rna-XM_032231631.1
N4.HOG0013432	OG0012105	n0									rna-XM_034424271.1				rna-XM_032231629.1
N4.HOG0013433	OG0012106	n0									rna-XM_034424262.1				rna-XM_032231630.1
N4.HOG0013434	OG0012107	n0									rna-XM_034424290.1				rna-XM_032231635.1
N4.HOG0013435	OG0012108	n0									rna-XM_034424296.1				rna-XM_032231623.1
N4.HOG0013436	OG0012109	n0									rna-XM_034424299.1				rna-XM_032231621.1
N4.HOG0013437	OG0012110	n0									rna-XM_034424301.1				rna-XM_032231626.1
N4.HOG0013438	OG0012111	n0									rna-XM_034424309.1				rna-XM_032232161.1
N4.HOG0013439	OG0012112	n0									rna-XM_034424304.1				rna-XM_032232335.1
N4.HOG0013440	OG0012113	n0									rna-XM_034424313.1				rna-XM_032232022.1
N4.HOG0013441	OG0012114	n0									rna-XM_034424317.1				rna-XM_032231884.1
N4.HOG0013442	OG0012115	n0									rna-XM_034424323.1				rna-XM_032231539.1
N4.HOG0013443	OG0012116	n0									rna-XM_034424334.1				rna-XM_032231535.1
N4.HOG0013444	OG0012117	n0									rna-XM_034414232.1				rna-XM_032218476.1
N4.HOG0013445	OG0012118	n0									rna-XM_034414230.1				rna-XM_032217331.1
N4.HOG0013446	OG0012119	n0									rna-XM_034414228.1				rna-XM_032219034.1
N4.HOG0013447	OG0012120	n0									rna-XM_034414225.1				rna-XM_032217480.1
N4.HOG0013448	OG0012121	n0									rna-XM_034414224.1				rna-XM_032217339.1
N4.HOG0013449	OG0012122	n0									rna-XM_034414223.1				rna-XM_032218535.1
N4.HOG0013450	OG0012123	n0									rna-XM_034414209.1				rna-XM_032217511.1
N4.HOG0013451	OG0012124	n0									rna-XM_034414203.1				rna-XM_032218374.1
N4.HOG0013452	OG0012125	n0									rna-XM_034414202.1				rna-XM_032218888.1
N4.HOG0013453	OG0012126	n0									rna-XM_034414200.1				rna-XM_032219028.1
N4.HOG0013454	OG0012127	n0									rna-XM_034414199.1				rna-XM_032218962.1
N4.HOG0013455	OG0012128	n0									rna-XM_034415285.1				rna-XM_032217280.1
N4.HOG0013456	OG0012129	n0									rna-XM_034420148.1				rna-XM_032226953.1
N4.HOG0013457	OG0012130	n0									rna-XM_034417785.1				rna-XM_032213457.1
N4.HOG0013458	OG0012131	n0									rna-XM_034417784.1				rna-XM_032213446.1
N4.HOG0013459	OG0012132	n0									rna-XM_034418622.1				rna-XM_032213423.1
N4.HOG0013460	OG0012133	n0									rna-XM_034417778.1				rna-XM_032213412.1
N4.HOG0013461	OG0012134	n0									rna-XM_034417776.1				rna-XM_032213400.1
N4.HOG0013462	OG0012135	n0									rna-XM_034417775.1				rna-XM_032229113.1
N4.HOG0013463	OG0012136	n0									rna-XM_034417770.1				rna-XM_032229057.1
N4.HOG0013464	OG0012137	n0									rna-XM_034417764.1				rna-XM_032229014.1
N4.HOG0013465	OG0012138	n0									rna-XM_034417757.1				rna-XM_032228962.1
N4.HOG0013466	OG0012139	n0									rna-XM_034417749.1				rna-XM_032213375.1
N4.HOG0013467	OG0012140	n0									rna-XM_034417743.1				rna-XM_032228879.1
N4.HOG0013468	OG0012141	n0									rna-XM_034417742.1				rna-XM_032228891.1
N4.HOG0013469	OG0012142	n0									rna-XM_034417735.1				rna-XM_032228803.1
N4.HOG0013470	OG0012143	n0									rna-XM_034417731.1				rna-XM_032234006.1
N4.HOG0013471	OG0012144	n0									rna-XM_034417725.1				rna-XM_032228631.1
N4.HOG0013472	OG0012145	n0									rna-XM_034417720.1				rna-XM_032228589.1
N4.HOG0013473	OG0012146	n0									rna-XM_034417713.1				rna-XM_032228507.1
N4.HOG0013474	OG0012147	n0									rna-XM_034417697.1				rna-XM_032228411.1
N4.HOG0013475	OG0012148	n0									rna-XM_034417672.1				rna-XM_032231046.1
N4.HOG0013476	OG0012149	n0									rna-XM_034417671.1				rna-XM_032238666.1
N4.HOG0013477	OG0012150	n0									rna-XM_034417670.1				rna-XM_032213309.1
N4.HOG0013478	OG0012151	n0									rna-XM_034417668.1				rna-XM_032213297.1
N4.HOG0013479	OG0012152	n0									rna-XM_034418657.1				rna-XM_032213150.1
N4.HOG0013480	OG0012153	n0									rna-XM_034417667.1				rna-XM_032228036.1
N4.HOG0013481	OG0012154	n0									rna-XM_034417660.1				rna-XM_032222212.1
N4.HOG0013482	OG0012155	n0									rna-XM_034417654.1				rna-XM_032228025.1
N4.HOG0013483	OG0012156	n0									rna-XM_034418714.1				rna-XM_032214870.1
N4.HOG0013484	OG0012157	n0									rna-XM_034418713.1				rna-XM_032217155.1
N4.HOG0013485	OG0012158	n0									rna-XM_034418712.1				rna-XM_032216517.1
N4.HOG0013486	OG0012159	n0									rna-XM_034418710.1				rna-XM_032214798.1
N4.HOG0013487	OG0012160	n0									rna-XM_034418709.1				rna-XM_032215004.1
N4.HOG0013488	OG0012161	n0									rna-XM_034418707.1				rna-XM_032215002.1
N4.HOG0013489	OG0012162	n0									rna-XM_034418706.1				rna-XM_032216337.1
N4.HOG0013490	OG0012163	n0									rna-XM_034418705.1				rna-XM_032214885.1
N4.HOG0013491	OG0012164	n0									rna-XM_034403593.1				rna-XM_032221030.1
N4.HOG0013492	OG0012165	n0									rna-XM_034403787.1				rna-XM_032221220.1
N4.HOG0013493	OG0012166	n0									rna-XM_034403791.1				rna-XM_032221221.1
N4.HOG0013494	OG0012167	n0									rna-XM_034403785.1				rna-XM_032221219.1
N4.HOG0013495	OG0012168	n0									rna-XM_034403381.1				rna-XM_032221271.1
N4.HOG0013496	OG0012169	n0									rna-XM_034403122.1				rna-XM_032221165.1
N4.HOG0013497	OG0012170	n0									rna-XM_034403276.1				rna-XM_032220763.1
N4.HOG0013498	OG0012171	n0									rna-XM_034402800.1				rna-XM_032220702.1
N4.HOG0013499	OG0012172	n0									rna-XM_034403161.1				rna-XM_032220544.1
N4.HOG0013500	OG0012173	n0									rna-XM_034403756.1				rna-XM_032221938.1
N4.HOG0013501	OG0012174	n0									rna-XM_034403377.1				rna-XM_032221233.1
N4.HOG0013502	OG0012175	n0									rna-XM_034403074.1				rna-XM_032221162.1
N4.HOG0013503	OG0012176	n0									rna-XM_034403856.1				rna-XM_032221974.1
N4.HOG0013504	OG0012177	n0									rna-XM_034403858.1				rna-XM_032221161.1
N4.HOG0013505	OG0012178	n0									rna-XM_034403783.1				rna-XM_032221214.1
N4.HOG0013506	OG0012179	n0									rna-XM_034402685.1				rna-XM_032222160.1
N4.HOG0013507	OG0012180	n0									rna-XM_034403275.1				rna-XM_032220933.1
N4.HOG0013508	OG0012181	n0									rna-XM_034403247.1				rna-XM_032220932.1
N4.HOG0013509	OG0012182	n0									rna-XM_034403254.1				rna-XM_032221970.1
N4.HOG0013510	OG0012183	n0									rna-XM_034402980.1				rna-XM_032221160.1
N4.HOG0013511	OG0012184	n0									rna-XM_034403816.1				rna-XM_032222122.1
N4.HOG0013512	OG0012185	n0									rna-XM_034403115.1				rna-XM_032220612.1
N4.HOG0013513	OG0012186	n0									rna-XM_034403636.1				rna-XM_032221317.1
N4.HOG0013514	OG0012187	n0									rna-XM_034402677.1				rna-XM_032221570.1
N4.HOG0013515	OG0012188	n0									rna-XM_034403793.1				rna-XM_032221997.1
N4.HOG0013516	OG0012189	n0									rna-XM_034402853.1				rna-XM_032221408.1
N4.HOG0013517	OG0012190	n0									rna-XM_034403749.1				rna-XM_032221285.1
N4.HOG0013518	OG0012191	n0									rna-XM_034414095.1				rna-XM_032220126.1
N4.HOG0013519	OG0012192	n0									rna-XM_034404974.1, rna-XM_034414167.1				rna-XM_032220027.1
N4.HOG0013520	OG0012193	n0									rna-XM_034414185.1				rna-XM_032220340.1
N4.HOG0013521	OG0012194	n0									rna-XM_034414198.1				rna-XM_032219791.1
N4.HOG0013522	OG0012195	n0									rna-XM_034430496.1				rna-XM_032229207.1
N4.HOG0013523	OG0012196	n0									rna-XM_034417935.1				rna-XM_032231450.1
N4.HOG0013524	OG0012197	n0									rna-XM_034417923.1				rna-XM_032229991.1
N4.HOG0013525	OG0012198	n0									rna-XM_034417916.1				rna-XM_032237261.1
N4.HOG0013526	OG0012199	n0									rna-XM_034417918.1				rna-XM_032237281.1
N4.HOG0013527	OG0012200	n0									rna-XM_034417913.1				rna-XM_032210381.1
N4.HOG0013528	OG0012201	n0									rna-XM_034430083.1				rna-XM_032220677.1
N4.HOG0013529	OG0012202	n0									rna-XM_034430102.1				rna-XM_032220762.1
N4.HOG0013530	OG0012203	n0									rna-XM_034430098.1				rna-XM_032222040.1
N4.HOG0013531	OG0012204	n0									rna-XM_034430085.1				rna-XM_032222023.1
N4.HOG0013532	OG0012205	n0									rna-XM_034430106.1				rna-XM_032222021.1
N4.HOG0013533	OG0012206	n0									rna-XM_034430115.1				rna-XM_032222186.1
N4.HOG0013534	OG0012207	n0									rna-XM_034430038.1				rna-XM_032222189.1
N4.HOG0013535	OG0012208	n0									rna-XM_034414380.1				rna-XM_032218879.1
N4.HOG0013536	OG0012209	n0									rna-XM_034414369.1				rna-XM_032218934.1
N4.HOG0013537	OG0012210	n0									rna-XM_034415288.1				rna-XM_032219066.1
N4.HOG0013538	OG0012211	n0									rna-XM_034414366.1				rna-XM_032218319.1
N4.HOG0013539	OG0012212	n0									rna-XM_034414356.1				rna-XM_032218209.1
N4.HOG0013540	OG0012213	n0									rna-XM_034414355.1				rna-XM_032217964.1
N4.HOG0013541	OG0012214	n0									rna-XM_034414347.1				rna-XM_032217966.1
N4.HOG0013542	OG0012215	n0									rna-XM_034415961.1				rna-XM_032226986.1
N4.HOG0013543	OG0012216	n0									rna-XM_034415985.1				rna-XM_032226987.1
N4.HOG0013544	OG0012217	n0									rna-XM_034415997.1				rna-XM_032226998.1
N4.HOG0013545	OG0012218	n0									rna-XM_034415933.1				rna-XM_032226923.1
N4.HOG0013546	OG0012219	n0									rna-XM_034415874.1				rna-XM_032226459.1
N4.HOG0013547	OG0012220	n0									rna-XM_034420588.1				rna-XM_032226441.1
N4.HOG0013548	OG0012221	n0									rna-XM_034415825.1				rna-XM_032226213.1
N4.HOG0013549	OG0012222	n0									rna-XM_034415800.1				rna-XM_032226212.1
N4.HOG0013550	OG0012223	n0									rna-XM_034415714.1				rna-XM_032226280.1
N4.HOG0013551	OG0012224	n0									rna-XM_034415655.1				rna-XM_032226149.1
N4.HOG0013552	OG0012225	n0									rna-XM_034427736.1				rna-XM_032214920.1
N4.HOG0013553	OG0012226	n0									rna-XM_034427728.1				rna-XM_032216874.1
N4.HOG0013554	OG0012227	n0									rna-XM_034427720.1				rna-XM_032216715.1
N4.HOG0013555	OG0012228	n0									rna-XM_034427709.1				rna-XM_032216283.1
N4.HOG0013556	OG0012229	n0									rna-XM_034427705.1				rna-XM_032217184.1
N4.HOG0013557	OG0012230	n0									rna-XM_034427701.1				rna-XM_032217027.1
N4.HOG0013558	OG0012231	n0									rna-XM_034427698.1				rna-XM_032215813.1
N4.HOG0013559	OG0012232	n0									rna-XM_034427694.1				rna-XM_032215322.1
N4.HOG0013560	OG0012233	n0									rna-XM_034441840.1				rna-XM_032236496.1
N4.HOG0013561	OG0012234	n0									rna-XM_034441841.1				rna-XM_032237903.1
N4.HOG0013562	OG0012235	n0									rna-XM_034441844.1				rna-XM_032235677.1
N4.HOG0013563	OG0012236	n0									rna-XM_034441845.1				rna-XM_032234482.1
N4.HOG0013564	OG0012237	n0									rna-XM_034441846.1				rna-XM_032235599.1
N4.HOG0013565	OG0012238	n0									rna-XM_034441854.1				rna-XM_032237295.1
N4.HOG0013566	OG0012239	n0									rna-XM_034441847.1				rna-XM_032238106.1
N4.HOG0013567	OG0012240	n0									rna-XM_034441856.1				rna-XM_032236497.1
N4.HOG0013568	OG0012241	n0									rna-XM_034406842.1				rna-XM_032234553.1
N4.HOG0013569	OG0012242	n0									rna-XM_034427054.1				
N4.HOG0013570	OG0012243	n0									rna-XM_034435440.1				rna-XM_032226534.1
N4.HOG0013571	OG0012244	n0									rna-XM_034435408.1				rna-XM_032226758.1
N4.HOG0013572	OG0012245	n0									rna-XM_034439174.1				rna-XM_032225305.1
N4.HOG0013573	OG0012246	n0									rna-XM_034439185.1				rna-XM_032224959.1
N4.HOG0013574	OG0012247	n0									rna-XM_034439170.1				rna-XM_032225939.1
N4.HOG0013575	OG0012248	n0									rna-XM_034440300.1				rna-XM_032225936.1
N4.HOG0013576	OG0012249	n0									rna-XM_034439161.1				rna-XM_032224816.1
N4.HOG0013577	OG0012250	n0									rna-XM_034439159.1				rna-XM_032225761.1
N4.HOG0013578	OG0012251	n0									rna-XM_034439158.1				rna-XM_032225317.1
N4.HOG0013579	OG0012252	n0									rna-XM_034439155.1				rna-XM_032225639.1
N4.HOG0013580	OG0012253	n0									rna-XM_034439154.1				rna-XM_032225696.1
N4.HOG0013581	OG0012254	n0									rna-XM_034439153.1				rna-XM_032225811.1
N4.HOG0013582	OG0012255	n0									rna-XM_034439150.1				rna-XM_032225897.1
N4.HOG0013583	OG0012256	n0									rna-XM_034439148.1				rna-XM_032225956.1
N4.HOG0013584	OG0012257	n0									rna-XM_034439145.1				rna-XM_032224886.1
N4.HOG0013585	OG0012258	n0									rna-XM_034439138.1				rna-XM_032225397.1
N4.HOG0013586	OG0012259	n0									rna-XM_034439136.1				rna-XM_032225619.1
N4.HOG0013587	OG0012260	n0									rna-XM_034420893.1				rna-XM_032215543.1
N4.HOG0013588	OG0012261	n0									rna-XM_034430480.1				rna-XM_032228857.1
N4.HOG0013589	OG0012262	n0									rna-XM_034430474.1				rna-XM_032228983.1
N4.HOG0013590	OG0012263	n0									rna-XM_034403868.1				rna-XM_032214574.1
N4.HOG0013591	OG0012264	n0									rna-XM_034439488.1				rna-XM_032225801.1
N4.HOG0013592	OG0012265	n0									rna-XM_034439494.1				rna-XM_032224783.1
N4.HOG0013593	OG0012266	n0									rna-XM_034417867.1				rna-XM_032213579.1
N4.HOG0013594	OG0012267	n0									rna-XM_034417864.1				rna-XM_032225272.1
N4.HOG0013595	OG0012268	n0									rna-XM_034417861.1				rna-XM_032229652.1
N4.HOG0013596	OG0012269	n0									rna-XM_034417856.1				rna-XM_032236916.1
N4.HOG0013597	OG0012270	n0									rna-XM_034418661.1				rna-XM_032237889.1
N4.HOG0013598	OG0012271	n0									rna-XM_034417850.1				rna-XM_032213554.1
N4.HOG0013599	OG0012272	n0									rna-XM_034417848.1				rna-XM_032238107.1
N4.HOG0013600	OG0012273	n0									rna-XM_034417844.1				rna-XM_032229545.1
N4.HOG0013601	OG0012274	n0									rna-XM_034417843.1				rna-XM_032229531.1
N4.HOG0013602	OG0012275	n0									rna-XM_034417835.1				rna-XM_032231669.1
N4.HOG0013603	OG0012276	n0									rna-XM_034417834.1				rna-XM_032229508.1
N4.HOG0013604	OG0012277	n0									rna-XM_034417832.1				rna-XM_032213530.1
N4.HOG0013605	OG0012278	n0									rna-XM_034417830.1				rna-XM_032229495.1
N4.HOG0013606	OG0012279	n0									rna-XM_034419334.1				rna-XM_032210462.1
N4.HOG0013607	OG0012280	n0									rna-XM_034419317.1				rna-XM_032211335.1
N4.HOG0013608	OG0012281	n0									rna-XM_034419316.1				rna-XM_032212318.1
N4.HOG0013609	OG0012282	n0									rna-XM_034419313.1				rna-XM_032210362.1
N4.HOG0013610	OG0012283	n0									rna-XM_034419308.1				rna-XM_032238900.1
N4.HOG0013611	OG0012284	n0									rna-XM_034419305.1				rna-XM_032211018.1
N4.HOG0013612	OG0012285	n0									rna-XM_034433358.1				rna-XM_032236742.1
N4.HOG0013613	OG0012286	n0									rna-XM_034433353.1				rna-XM_032236754.1
N4.HOG0013614	OG0012287	n0									rna-XM_034433351.1				rna-XM_032236786.1
N4.HOG0013615	OG0012288	n0									rna-XM_034433350.1				rna-XM_032237910.1
N4.HOG0013616	OG0012289	n0									rna-XM_034433348.1				rna-XM_032236809.1
N4.HOG0013617	OG0012290	n0									rna-XM_034433345.1				rna-XM_032236843.1
N4.HOG0013618	OG0012291	n0									rna-XM_034433347.1				rna-XM_032236867.1
N4.HOG0013619	OG0012292	n0									rna-XM_034433342.1				rna-XM_032236881.1
N4.HOG0013620	OG0012293	n0									rna-XM_034433338.1				rna-XM_032236904.1
N4.HOG0013621	OG0012294	n0									rna-XM_034433333.1				rna-XM_032236974.1
N4.HOG0013622	OG0012295	n0									rna-XM_034433332.1				rna-XM_032237006.1
N4.HOG0013623	OG0012296	n0									rna-XM_034433330.1				rna-XM_032237072.1
N4.HOG0013624	OG0012297	n0									rna-XM_034433328.1				rna-XM_032237029.1
N4.HOG0013625	OG0012298	n0									rna-XM_034433331.1				rna-XM_032237040.1
N4.HOG0013626	OG0012299	n0									rna-XM_034402271.1				rna-XM_032237729.1
N4.HOG0013627	OG0012300	n0									rna-XM_034402262.1				rna-XM_032235056.1
N4.HOG0013628	OG0012301	n0									rna-XM_034402267.1				rna-XM_032237693.1
N4.HOG0013629	OG0012302	n0									rna-XM_034402254.1				rna-XM_032235721.1
N4.HOG0013630	OG0012303	n0									rna-XM_034401857.1				rna-XM_032235054.1
N4.HOG0013631	OG0012304	n0									rna-XM_034402367.1				rna-XM_032237660.1
N4.HOG0013632	OG0012305	n0									rna-XM_034402371.1				rna-XM_032235051.1
N4.HOG0013633	OG0012306	n0									rna-XM_034402402.1				rna-XM_032237773.1
N4.HOG0013634	OG0012307	n0									rna-XM_034401887.1				rna-XM_032237445.1
N4.HOG0013635	OG0012308	n0									rna-XM_034402522.1				rna-XM_032235774.1
N4.HOG0013636	OG0012309	n0									rna-XM_034402122.1				rna-XM_032237834.1
N4.HOG0013637	OG0012310	n0									rna-XM_034402447.1				rna-XM_032237272.1
N4.HOG0013638	OG0012311	n0									rna-XM_034401915.1				rna-XM_032235074.1
N4.HOG0013639	OG0012312	n0									rna-XM_034402422.1				rna-XM_032235390.1
N4.HOG0013640	OG0012313	n0									rna-XM_034402433.1				rna-XM_032235400.1
N4.HOG0013641	OG0012314	n0									rna-XM_034402276.1				rna-XM_032237784.1
N4.HOG0013642	OG0012315	n0									rna-XM_034401847.1				rna-XM_032234537.1
N4.HOG0013643	OG0012316	n0									rna-XM_034402082.1				rna-XM_032234829.1
N4.HOG0013644	OG0012317	n0									rna-XM_034402033.1				rna-XM_032235033.1
N4.HOG0013645	OG0012318	n0									rna-XM_034402178.1				rna-XM_032234988.1
N4.HOG0013646	OG0012319	n0									rna-XM_034432813.1				rna-XM_032213594.1
N4.HOG0013647	OG0012320	n0									rna-XM_034403036.1				rna-XM_032212158.1
N4.HOG0013648	OG0012321	n0									rna-XM_034402879.1				rna-XM_032208745.1
N4.HOG0013649	OG0012322	n0									rna-XM_034402920.1				rna-XM_032208748.1
N4.HOG0013650	OG0012323	n0									rna-XM_034402796.1				rna-XM_032210517.1
N4.HOG0013651	OG0012324	n0									rna-XM_034402777.1				rna-XM_032212196.1
N4.HOG0013652	OG0012325	n0									rna-XM_034402733.1				rna-XM_032209265.1
N4.HOG0013653	OG0012326	n0									rna-XM_034402703.1				rna-XM_032209557.1
N4.HOG0013654	OG0012327	n0									rna-XM_034402649.1				rna-XM_032210852.1
N4.HOG0013655	OG0012328	n0									rna-XM_034402618.1				rna-XM_032211827.1
N4.HOG0013656	OG0012329	n0									rna-XM_034402585.1				rna-XM_032211217.1
N4.HOG0013657	OG0012330	n0									rna-XM_034402552.1				rna-XM_032209898.1
N4.HOG0013658	OG0012331	n0									rna-XM_034402532.1				rna-XM_032210958.1
N4.HOG0013659	OG0012332	n0									rna-XM_034402520.1				rna-XM_032208652.1
N4.HOG0013660	OG0012333	n0									rna-XM_034408733.1				rna-XM_032212168.1
N4.HOG0013661	OG0012334	n0									rna-XM_034402488.1				rna-XM_032239058.1
N4.HOG0013662	OG0012335	n0									rna-XM_034402428.1				rna-XM_032211122.1
N4.HOG0013663	OG0012336	n0									rna-XM_034402398.1				rna-XM_032209490.1
N4.HOG0013664	OG0012337	n0									rna-XM_034402385.1				rna-XM_032210582.1
N4.HOG0013665	OG0012338	n0									rna-XM_034402363.1				rna-XM_032211199.1
N4.HOG0013666	OG0012339	n0									rna-XM_034402344.1				rna-XM_032209290.1
N4.HOG0013667	OG0012340	n0									rna-XM_034402333.1				rna-XM_032210975.1
N4.HOG0013668	OG0012341	n0									rna-XM_034402320.1				rna-XM_032239059.1
N4.HOG0013669	OG0012342	n0									rna-XM_034402308.1				rna-XM_032211399.1
N4.HOG0013670	OG0012343	n0									rna-XM_034402270.1				rna-XM_032212074.1
N4.HOG0013671	OG0012344	n0									rna-XM_034402255.1				rna-XM_032211229.1
N4.HOG0013672	OG0012345	n0									rna-XM_034402176.1				rna-XM_032209083.1
N4.HOG0013673	OG0012346	n0									rna-XM_034402151.1				rna-XM_032209086.1
N4.HOG0013674	OG0012347	n0									rna-XM_034402142.1				rna-XM_032209087.1
N4.HOG0013675	OG0012348	n0									rna-XM_034402129.1				rna-XM_032211112.1
N4.HOG0013676	OG0012349	n0									rna-XM_034402090.1				rna-XM_032210527.1
N4.HOG0013677	OG0012350	n0									rna-XM_034402080.1				rna-XM_032239060.1
N4.HOG0013678	OG0012351	n0									rna-XM_034429747.1				rna-XM_032223013.1
N4.HOG0013679	OG0012352	n0									rna-XM_034426601.1				rna-XM_032231153.1
N4.HOG0013680	OG0012353	n0									rna-XM_034426602.1				rna-XM_032231154.1
N4.HOG0013681	OG0012354	n0									rna-XM_034426605.1				rna-XM_032231155.1
N4.HOG0013682	OG0012355	n0									rna-XM_034426609.1				rna-XM_032230707.1
N4.HOG0013683	OG0012356	n0									rna-XM_034426617.1				rna-XM_032231397.1
N4.HOG0013684	OG0012357	n0									rna-XM_034426606.1				rna-XM_032230329.1
N4.HOG0013685	OG0012358	n0									rna-XM_034426620.1				rna-XM_032230880.1
N4.HOG0013686	OG0012359	n0									rna-XM_034426621.1				rna-XM_032230623.1
N4.HOG0013687	OG0012360	n0									rna-XM_034426437.1				rna-XM_032231444.1
N4.HOG0013688	OG0012361	n0									rna-XM_034426625.1				rna-XM_032230796.1
N4.HOG0013689	OG0012362	n0									rna-XM_034426631.1				rna-XM_032231168.1
N4.HOG0013690	OG0012363	n0									rna-XM_034426640.1				rna-XM_032231458.1
N4.HOG0013691	OG0012364	n0									rna-XM_034426630.1				rna-XM_032231194.1
N4.HOG0013692	OG0012365	n0									rna-XM_034426641.1				rna-XM_032230626.1
N4.HOG0013693	OG0012366	n0									rna-XM_034426643.1				rna-XM_032231309.1
N4.HOG0013694	OG0012367	n0									rna-XM_034426430.1				rna-XM_032231169.1
N4.HOG0013695	OG0012368	n0									rna-XM_034426649.1				rna-XM_032231455.1
N4.HOG0013696	OG0012369	n0									rna-XM_034426648.1				rna-XM_032231454.1
N4.HOG0013697	OG0012370	n0									rna-XM_034426670.1				rna-XM_032231078.1
N4.HOG0013698	OG0012371	n0									rna-XM_034426669.1				rna-XM_032230199.1
N4.HOG0013699	OG0012372	n0									rna-XM_034426667.1				rna-XM_032231400.1
N4.HOG0013700	OG0012373	n0									rna-XM_034426666.1				rna-XM_032230373.1
N4.HOG0013701	OG0012374	n0									rna-XM_034426663.1				rna-XM_032230377.1
N4.HOG0013702	OG0012375	n0									rna-XM_034426652.1				rna-XM_032230367.1
N4.HOG0013703	OG0012376	n0									rna-XM_034426673.1				rna-XM_032230372.1
N4.HOG0013704	OG0012377	n0									rna-XM_034426674.1				rna-XM_032230835.1
N4.HOG0013705	OG0012378	n0									rna-XM_034426680.1				rna-XM_032230450.1
N4.HOG0013706	OG0012379	n0									rna-XM_034426685.1				rna-XM_032230384.1
N4.HOG0013707	OG0012380	n0									rna-XM_034426696.1				rna-XM_032230309.1
N4.HOG0013708	OG0012381	n0									rna-XM_034426691.1				rna-XM_032230886.1
N4.HOG0013709	OG0012382	n0									rna-XM_034426704.1				rna-XM_032230604.1
N4.HOG0013710	OG0012383	n0									rna-XM_034426699.1				rna-XM_032230618.1
N4.HOG0013711	OG0012384	n0									rna-XM_034426694.1				rna-XM_032230617.1
N4.HOG0013712	OG0012385	n0									rna-XM_034426700.1				rna-XM_032231404.1
N4.HOG0013713	OG0012386	n0									rna-XM_034426707.1				rna-XM_032221163.1
N4.HOG0013714	OG0012387	n0									rna-XM_034426721.1				rna-XM_032210139.1
N4.HOG0013715	OG0012388	n0									rna-XM_034426719.1				rna-XM_032210127.1
N4.HOG0013716	OG0012389	n0									rna-XM_034426715.1				rna-XM_032210079.1
N4.HOG0013717	OG0012390	n0									rna-XM_034426723.1				rna-XM_032225177.1
N4.HOG0013718	OG0012391	n0									rna-XM_034405121.1				rna-XM_032224307.1
N4.HOG0013719	OG0012392	n0													rna-XM_032224690.1, rna-XM_032224699.1
N4.HOG0013720	OG0012393	n0									rna-XM_034405127.1				rna-XM_032224075.1
N4.HOG0013721	OG0012394	n0									rna-XM_034405115.1				rna-XM_032224077.1
N4.HOG0013722	OG0012395	n0									rna-XM_034440061.1				rna-XM_032225039.1
N4.HOG0013723	OG0012396	n0									rna-XM_034440064.1				rna-XM_032225246.1
N4.HOG0013724	OG0012397	n0									rna-XM_034440070.1				rna-XM_032225513.1
