HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N2.HOG0014522	OG0013255	n0	rna-XM_039368145.1									rna-XM_015822618.1			
N2.HOG0014523	OG0013256	n0	rna-XM_039368142.1									rna-XM_015822616.2			
N2.HOG0014524	OG0013257	n0	rna-XM_039365752.1									rna-XM_015830200.1			
N2.HOG0014525	OG0013258	n0	rna-XM_039365733.1									rna-XM_015829397.1, rna-XM_015827173.1			
N2.HOG0014526	OG0013259	n0	rna-XM_039365736.1									rna-XM_015829396.1			
N2.HOG0014527	OG0013260	n0	rna-XM_039365739.1									rna-XM_015827164.1			
N2.HOG0014528	OG0013261	n0	rna-XM_039320615.1									rna-XM_015813312.1			
N2.HOG0014529	OG0013262	n0	rna-XM_039320611.1									rna-XM_015813314.1			
N2.HOG0014530	OG0013263	n0	rna-XM_039320617.1									rna-XM_015813313.1			
N2.HOG0014531	OG0013264	n0	rna-XM_039321844.1									rna-XM_015828598.1			
N2.HOG0014532	OG0013265	n0	rna-XM_039321796.1									rna-XM_015816385.2			
N2.HOG0014533	OG0013266	n0	rna-XM_039321836.1									rna-XM_015822403.1			
N2.HOG0014534	OG0013267	n0	rna-XM_039321883.1									rna-XM_015822479.1			
N2.HOG0014535	OG0013268	n0	rna-XM_039321773.1									rna-XM_015831558.2			
N2.HOG0014536	OG0013269	n0	rna-XM_039321888.1									rna-XM_029287232.1			
N2.HOG0014537	OG0013270	n0	rna-XM_039321881.1									rna-XM_015831554.1			
N2.HOG0014538	OG0013271	n0	rna-XM_039321846.1									rna-XM_015831550.1			
N2.HOG0014539	OG0013272	n0	rna-XM_039321835.1									rna-XM_015831549.1			
N2.HOG0014540	OG0013273	n0	rna-XM_039321781.1									rna-XM_015813070.1			
N2.HOG0014541	OG0013274	n0	rna-XM_039321782.1									rna-XM_015831165.2			
N2.HOG0014542	OG0013275	n0	rna-XM_039321783.1									rna-XM_015831129.1			
N2.HOG0014543	OG0013276	n0	rna-XM_039321880.1									rna-XM_015831255.1			
N2.HOG0014544	OG0013277	n0	rna-XM_039321857.1									rna-XM_015831175.1			
N2.HOG0014545	OG0013278	n0	rna-XM_039321851.1									rna-XM_015831263.1			
N2.HOG0014546	OG0013279	n0	rna-XM_039321853.1									rna-XM_015831139.1			
N2.HOG0014547	OG0013280	n0	rna-XM_039321891.1									rna-XM_015831183.1			
N2.HOG0014548	OG0013281	n0	rna-XM_039321855.1									rna-XM_015831192.1			
N2.HOG0014549	OG0013282	n0	rna-XM_039321838.1									rna-XM_015831157.1			
N2.HOG0014550	OG0013283	n0	rna-XM_039321862.1									rna-XM_015831245.1			
N2.HOG0014551	OG0013284	n0	rna-XM_039321771.1									rna-XM_015818373.1			
N2.HOG0014552	OG0013285	n0	rna-XM_039347346.1									rna-XM_015828767.1			
N2.HOG0014553	OG0013286	n0	rna-XM_039347344.1									rna-XM_015828736.1			
N2.HOG0014554	OG0013287	n0	rna-XM_039347381.1									rna-XM_015827215.1			
N2.HOG0014555	OG0013288	n0	rna-XM_039347390.1									rna-XM_015824952.1			
N2.HOG0014556	OG0013289	n0	rna-XM_039347395.1									rna-XM_015824953.2			
N2.HOG0014557	OG0013290	n0	rna-XM_039351999.1									rna-XM_015813264.2			
N2.HOG0014558	OG0013291	n0	rna-XM_039352005.1									rna-XM_029283599.1			
N2.HOG0014559	OG0013292	n0	rna-XM_039352008.1									rna-XM_029283601.1			
N2.HOG0014560	OG0013293	n0	rna-XM_039369453.1									rna-XM_015822680.2			
N2.HOG0014561	OG0013294	n0	rna-XM_039325357.1									rna-XM_015816975.1			
N2.HOG0014562	OG0013295	n0	rna-XM_039357112.1									rna-XM_015822441.2			
N2.HOG0014563	OG0013296	n0	rna-XM_039357129.1									rna-XM_015823252.1			
N2.HOG0014564	OG0013297	n0	rna-XM_039357146.1									rna-XM_029286358.1			
N2.HOG0014565	OG0013298	n0	rna-XM_039357121.1									rna-XM_029286359.1			
N2.HOG0014566	OG0013299	n0	rna-XM_039357144.1									rna-XM_015826992.1			
N2.HOG0014567	OG0013300	n0	rna-XM_039357135.1												
N2.HOG0014568	OG0013301	n0	rna-XM_039357106.1									rna-XM_015820082.1			
N2.HOG0014569	OG0013302	n0	rna-XM_039357202.1									rna-XM_015821259.1			
N2.HOG0014570	OG0013303	n0	rna-XM_039357124.1									rna-XM_015827904.1, rna-XM_015827902.1			
N2.HOG0014571	OG0013304	n0	rna-XM_039352295.1									rna-XM_015815996.1			
N2.HOG0014572	OG0013305	n0	rna-XM_039352301.1									rna-XM_015816004.2			
N2.HOG0014573	OG0013306	n0	rna-XM_039352322.1									rna-XM_029284143.1			
N2.HOG0014574	OG0013307	n0	rna-XM_039352318.1									rna-XM_015816003.2			
N2.HOG0014575	OG0013308	n0	rna-XM_039352313.1									rna-XM_015816002.2			
N2.HOG0014576	OG0013309	n0	rna-XM_039352315.1									rna-XM_029284142.1			
N2.HOG0014577	OG0013310	n0	rna-XM_039352343.1									rna-XM_015816000.1			
N2.HOG0014578	OG0013311	n0	rna-XM_039352338.1									rna-XM_015815999.1			
N2.HOG0014579	OG0013312	n0	rna-XM_039352345.1									rna-XM_015815983.2			
N2.HOG0014580	OG0013313	n0	rna-XM_039352347.1									rna-XM_015822022.1			
N2.HOG0014581	OG0013314	n0	rna-XM_039343786.1									rna-XM_015818464.1			
N2.HOG0014582	OG0013315	n0	rna-XM_039368909.1									rna-XM_015818709.1			
N2.HOG0014583	OG0013316	n0	rna-XM_039368939.1									rna-XM_029284634.1			
N2.HOG0014584	OG0013317	n0	rna-XM_039368942.1									rna-XM_015818703.1			
N2.HOG0014585	OG0013318	n0	rna-XM_039368949.1									rna-XM_029283593.1			
N2.HOG0014586	OG0013319	n0	rna-XM_039368919.1									rna-XM_015813237.1			
N2.HOG0014587	OG0013320	n0	rna-XM_039368926.1									rna-XM_015813236.1			
N2.HOG0014588	OG0013321	n0	rna-XM_039368921.1									rna-XM_015813235.1			
N2.HOG0014589	OG0013322	n0	rna-XM_039368938.1									rna-XM_015813239.1			
N2.HOG0014590	OG0013323	n0	rna-XM_039368928.1									rna-XM_015813233.1			
N2.HOG0014591	OG0013324	n0	rna-XM_039368907.1									rna-XM_015813231.1			
N2.HOG0014592	OG0013325	n0	rna-XM_039361369.1									rna-XM_015821638.1			
N2.HOG0014593	OG0013326	n0	rna-XM_039361364.1									rna-XM_015821343.1			
N2.HOG0014594	OG0013327	n0	rna-XM_039361372.1									rna-XM_015821342.1			
N2.HOG0014595	OG0013328	n0	rna-XM_039361371.1									rna-XM_015821344.1			
N2.HOG0014596	OG0013329	n0	rna-XM_039361373.1									rna-XM_015821339.1			
N2.HOG0014597	OG0013330	n0	rna-XM_039361367.1									rna-XM_015821340.1			
N2.HOG0014598	OG0013331	n0	rna-XM_039361382.1									rna-XM_015821341.1			
N2.HOG0014599	OG0013332	n0	rna-XM_039361362.1									rna-XM_015819500.1			
N2.HOG0014600	OG0013333	n0	rna-XM_039356272.1									rna-XM_015814718.1			
N2.HOG0014601	OG0013334	n0	rna-XM_039356265.1									rna-XM_015814717.1			
N2.HOG0014602	OG0013335	n0	rna-XM_039356264.1									rna-XM_029283916.1			
N2.HOG0014603	OG0013336	n0	rna-XM_039356257.1									rna-XM_015814720.2			
N2.HOG0014604	OG0013337	n0	rna-XM_039356258.1									rna-XM_015814714.2			
N2.HOG0014605	OG0013338	n0	rna-XM_039340580.1									rna-XM_015831504.1			
N2.HOG0014606	OG0013339	n0	rna-XM_039340585.1									rna-XM_015831480.1			
N2.HOG0014607	OG0013340	n0	rna-XM_039340593.1									rna-XM_015831620.2			
N2.HOG0014608	OG0013341	n0	rna-XM_039340596.1									rna-XM_015831459.1			
N2.HOG0014609	OG0013342	n0	rna-XM_039340590.1									rna-XM_015831453.1			
N2.HOG0014610	OG0013343	n0	rna-XM_039340589.1									rna-XM_015831444.1			
N2.HOG0014611	OG0013344	n0	rna-XM_039340603.1									rna-XM_015831374.1			
N2.HOG0014612	OG0013345	n0	rna-XM_039340612.1									rna-XM_015831133.2			
N2.HOG0014613	OG0013346	n0	rna-XM_039340626.1									rna-XM_015830857.1			
N2.HOG0014614	OG0013347	n0	rna-XM_039340627.1									rna-XM_015830761.1			
N2.HOG0014615	OG0013348	n0	rna-XM_039340629.1									rna-XM_015830673.1			
N2.HOG0014616	OG0013349	n0	rna-XM_039340655.1									rna-XM_015830485.1			
N2.HOG0014617	OG0013350	n0	rna-XM_039340666.1									rna-XM_015830387.1			
N2.HOG0014618	OG0013351	n0	rna-XM_039340674.1									rna-XM_015822697.1			
N2.HOG0014619	OG0013352	n0	rna-XM_039340680.1									rna-XM_015831685.1			
N2.HOG0014620	OG0013353	n0	rna-XM_039340685.1									rna-XM_015831687.1			
N2.HOG0014621	OG0013354	n0	rna-XM_039340700.1									rna-XM_015811807.1			
N2.HOG0014622	OG0013355	n0	rna-XM_039340696.1									rna-XM_015811804.1			
N2.HOG0014623	OG0013356	n0	rna-XM_039340704.1									rna-XM_015812453.1			
N2.HOG0014624	OG0013357	n0	rna-XM_039340723.1									rna-XM_015828341.1			
N2.HOG0014625	OG0013358	n0	rna-XM_039340732.1									rna-XM_015829971.1			
N2.HOG0014626	OG0013359	n0	rna-XM_039340734.1									rna-XM_015829980.1			
N2.HOG0014627	OG0013360	n0	rna-XM_039340739.1									rna-XM_029285027.1			
N2.HOG0014628	OG0013361	n0	rna-XM_039340743.1									rna-XM_015822401.1			
N2.HOG0014629	OG0013362	n0	rna-XM_039340746.1									rna-XM_029285350.1			
N2.HOG0014630	OG0013363	n0	rna-XM_039340749.1									rna-XM_015822399.1			
N2.HOG0014631	OG0013364	n0	rna-XM_039340753.1									rna-XM_029286383.1			
N2.HOG0014632	OG0013365	n0	rna-XM_039340763.1									rna-XM_015827125.1			
N2.HOG0014633	OG0013366	n0	rna-XM_039340769.1									rna-XM_029285885.1			
N2.HOG0014634	OG0013367	n0	rna-XM_039340788.1									rna-XM_015826767.1			
N2.HOG0014635	OG0013368	n0	rna-XM_039340794.1									rna-XM_015825387.1			
N2.HOG0014636	OG0013369	n0	rna-XM_039348650.1									rna-XM_015816818.1			
N2.HOG0014637	OG0013370	n0	rna-XM_039348651.1									rna-XM_015816820.1			
N2.HOG0014638	OG0013371	n0	rna-XM_039365800.1									rna-XM_029284951.1			
N2.HOG0014639	OG0013372	n0	rna-XM_039365804.1									rna-XM_015820498.1			
N2.HOG0014640	OG0013373	n0	rna-XM_039365814.1									rna-XM_015821609.1			
N2.HOG0014641	OG0013374	n0	rna-XM_039365813.1									rna-XM_015821612.1			
N2.HOG0014642	OG0013375	n0	rna-XM_039365798.1									rna-XM_015821610.2			
N2.HOG0014643	OG0013376	n0	rna-XM_039365815.1									rna-XM_029285168.1			
N2.HOG0014644	OG0013377	n0	rna-XM_039365810.1									rna-XM_015827372.1			
N2.HOG0014645	OG0013378	n0	rna-XM_039365766.1									rna-XM_015827374.1			
N2.HOG0014646	OG0013379	n0	rna-XM_039365772.1									rna-XM_015827371.1			
N2.HOG0014647	OG0013380	n0	rna-XM_039365776.1									rna-XM_015816693.1			
N2.HOG0014648	OG0013381	n0	rna-XM_039365778.1									rna-XM_029284275.1			
N2.HOG0014649	OG0013382	n0	rna-XM_039365788.1									rna-XM_015816692.1			
N2.HOG0014650	OG0013383	n0	rna-XM_039365795.1									rna-XM_015816695.1			
N2.HOG0014651	OG0013384	n0	rna-XM_039329414.1									rna-XM_015815972.2			
N2.HOG0014652	OG0013385	n0	rna-XM_039329429.1									rna-XM_015815973.1			
N2.HOG0014653	OG0013386	n0	rna-XM_039329422.1									rna-XM_015815980.1			
N2.HOG0014654	OG0013387	n0	rna-XM_039329441.1									rna-XM_015815981.1			
N2.HOG0014655	OG0013388	n0	rna-XM_039329433.1									rna-XM_029284140.1			
N2.HOG0014656	OG0013389	n0	rna-XM_039329440.1									rna-XM_015815982.1			
N2.HOG0014657	OG0013390	n0	rna-XM_039329444.1									rna-XM_015815976.2			
N2.HOG0014658	OG0013391	n0	rna-XM_039329420.1									rna-XM_015824172.1			
N2.HOG0014659	OG0013392	n0	rna-XM_039329421.1									rna-XM_015824171.1			
N2.HOG0014660	OG0013393	n0	rna-XM_039342951.1									rna-XM_015814723.1			
N2.HOG0014661	OG0013394	n0	rna-XM_039342953.1									rna-XM_015823369.1			
N2.HOG0014662	OG0013395	n0	rna-XM_039342957.1									rna-XM_029285553.1			
N2.HOG0014663	OG0013396	n0	rna-XM_039342959.1									rna-XM_015832112.1			
N2.HOG0014664	OG0013397	n0	rna-XM_039342965.1									rna-XM_015823922.1			
N2.HOG0014665	OG0013398	n0	rna-XM_039342968.1									rna-XM_015823920.1			
N2.HOG0014666	OG0013399	n0	rna-XM_039360493.1									rna-XM_015832029.1			
N2.HOG0014667	OG0013400	n0	rna-XM_039327138.1									rna-XM_015828387.2			
N2.HOG0014668	OG0013401	n0	rna-XM_039327132.1									rna-XM_015827566.1			
N2.HOG0014669	OG0013402	n0	rna-XM_039327065.1									rna-XM_029286382.1			
N2.HOG0014670	OG0013403	n0	rna-XM_039327079.1									rna-XM_015830399.1			
N2.HOG0014671	OG0013404	n0	rna-XM_039327131.1									rna-XM_015829541.1			
N2.HOG0014672	OG0013405	n0	rna-XM_039327146.1									rna-XM_029286375.1			
N2.HOG0014673	OG0013406	n0	rna-XM_039327108.1									rna-XM_015827074.1			
N2.HOG0014674	OG0013407	n0	rna-XM_039327109.1									rna-XM_015827077.1			
N2.HOG0014675	OG0013408	n0	rna-XM_039327115.1									rna-XM_029286994.1			
N2.HOG0014676	OG0013409	n0	rna-XM_039327107.1									rna-XM_015828045.2			
N2.HOG0014677	OG0013410	n0	rna-XM_039327056.1									rna-XM_029285834.1			
N2.HOG0014678	OG0013411	n0	rna-XM_039327058.1									rna-XM_015824688.1			
N2.HOG0014679	OG0013412	n0	rna-XM_039327096.1									rna-XM_015824692.2			
N2.HOG0014680	OG0013413	n0	rna-XM_039327106.1									rna-XM_015820001.1			
N2.HOG0014681	OG0013414	n0	rna-XM_039327091.1									rna-XM_015820008.2			
N2.HOG0014682	OG0013415	n0	rna-XM_039327083.1									rna-XM_015820006.1			
N2.HOG0014683	OG0013416	n0	rna-XM_039327087.1									rna-XM_015820005.1			
N2.HOG0014684	OG0013417	n0	rna-XM_039358212.1									rna-XM_015820695.1			
N2.HOG0014685	OG0013418	n0	rna-XM_039358214.1									rna-XM_015820694.1			
N2.HOG0014686	OG0013419	n0	rna-XM_039327212.1									rna-XM_015813201.2			
N2.HOG0014687	OG0013420	n0	rna-XM_039327221.1									rna-XM_015813206.1			
N2.HOG0014688	OG0013421	n0	rna-XM_039327193.1									rna-XM_015813213.1			
N2.HOG0014689	OG0013422	n0	rna-XM_039327203.1									rna-XM_015813215.1			
N2.HOG0014690	OG0013423	n0	rna-XM_039327194.1									rna-XM_015813216.2			
N2.HOG0014691	OG0013424	n0	rna-XM_039327196.1									rna-XM_015813217.1			
N2.HOG0014692	OG0013425	n0	rna-XM_039327190.1									rna-XM_015813204.1			
N2.HOG0014693	OG0013426	n0	rna-XM_039327182.1									rna-XM_015816349.1			
N2.HOG0014694	OG0013427	n0	rna-XM_039357388.1									rna-XM_015826029.1			
N2.HOG0014695	OG0013428	n0	rna-XM_039357387.1									rna-XM_015823503.1			
N2.HOG0014696	OG0013429	n0	rna-XM_039357374.1									rna-XM_015827058.1			
N2.HOG0014697	OG0013430	n0	rna-XM_039357379.1									rna-XM_015823656.1			
N2.HOG0014698	OG0013431	n0	rna-XM_039357399.1									rna-XM_015823650.1			
N2.HOG0014699	OG0013432	n0	rna-XM_039357396.1									rna-XM_015823654.1			
N2.HOG0014700	OG0013433	n0	rna-XM_039357393.1									rna-XM_015823653.1			
N2.HOG0014701	OG0013434	n0	rna-XM_039357375.1									rna-XM_015823652.1			
N2.HOG0014702	OG0013435	n0	rna-XM_039319569.1									rna-XM_029284597.1			
N2.HOG0014703	OG0013436	n0	rna-XM_039319572.1									rna-XM_015832137.1			
N2.HOG0014704	OG0013437	n0	rna-XM_039344315.1									rna-XM_015813686.1			
N2.HOG0014705	OG0013438	n0	rna-XM_039344321.1									rna-XM_015813687.1			
N2.HOG0014706	OG0013439	n0	rna-XM_039344322.1									rna-XM_015813688.2			
N2.HOG0014707	OG0013440	n0	rna-XM_039344324.1									rna-XM_015813689.1			
N2.HOG0014708	OG0013441	n0	rna-XM_039344312.1									rna-XM_029283684.1			
N2.HOG0014709	OG0013442	n0	rna-XM_039344336.1									rna-XM_015813692.1			
N2.HOG0014710	OG0013443	n0	rna-XM_039344341.1									rna-XM_029287206.1			
N2.HOG0014711	OG0013444	n0	rna-XM_039344362.1									rna-XM_015831425.1			
N2.HOG0014712	OG0013445	n0	rna-XM_039344353.1									rna-XM_015831398.1			
N2.HOG0014713	OG0013446	n0	rna-XM_039344367.1									rna-XM_015831446.1			
N2.HOG0014714	OG0013447	n0	rna-XM_039344346.1									rna-XM_029287196.1			
N2.HOG0014715	OG0013448	n0	rna-XM_039344373.1									rna-XM_015831371.1			
N2.HOG0014716	OG0013449	n0	rna-XM_039344368.1									rna-XM_015831379.1			
N2.HOG0014717	OG0013450	n0	rna-XM_039344374.1									rna-XM_015831302.2			
N2.HOG0014718	OG0013451	n0	rna-XM_039344376.1									rna-XM_015831362.1			
N2.HOG0014719	OG0013452	n0	rna-XM_039344378.1									rna-XM_015831352.1			
N2.HOG0014720	OG0013453	n0	rna-XM_039344381.1									rna-XM_015813535.1			
N2.HOG0014721	OG0013454	n0	rna-XM_039344382.1									rna-XM_015813536.1			
N2.HOG0014722	OG0013455	n0	rna-XM_039344397.1									rna-XM_015822297.1			
N2.HOG0014723	OG0013456	n0	rna-XM_039344386.1									rna-XM_015822295.2			
N2.HOG0014724	OG0013457	n0	rna-XM_039344411.1									rna-XM_015822290.1			
N2.HOG0014725	OG0013458	n0	rna-XM_039350001.1									rna-XM_029287300.1			
N2.HOG0014726	OG0013459	n0	rna-XM_039350003.1									rna-XM_015831947.1			
N2.HOG0014727	OG0013460	n0	rna-XM_039350018.1									rna-XM_015824137.2			
N2.HOG0014728	OG0013461	n0	rna-XM_039350021.1									rna-XM_015824141.1			
N2.HOG0014729	OG0013462	n0	rna-XM_039350027.1									rna-XM_015824145.1			
N2.HOG0014730	OG0013463	n0	rna-XM_039350034.1									rna-XM_015824139.2			
N2.HOG0014731	OG0013464	n0	rna-XM_039350038.1									rna-XM_029285205.1			
N2.HOG0014732	OG0013465	n0	rna-XM_039350040.1									rna-XM_015821814.1			
N2.HOG0014733	OG0013466	n0	rna-XM_039350041.1									rna-XM_015831102.1			
N2.HOG0014734	OG0013467	n0	rna-XM_039350046.1									rna-XM_015821819.1			
N2.HOG0014735	OG0013468	n0	rna-XM_039350055.1									rna-XM_015821815.2			
N2.HOG0014736	OG0013469	n0	rna-XM_039350056.1									rna-XM_015821805.1			
N2.HOG0014737	OG0013470	n0	rna-XM_039350063.1									rna-XM_015821817.2			
N2.HOG0014738	OG0013471	n0	rna-XM_039350107.1									rna-XM_015825030.1			
N2.HOG0014739	OG0013472	n0	rna-XM_039350119.1									rna-XM_015821402.2			
N2.HOG0014740	OG0013473	n0	rna-XM_039350127.1									rna-XM_015821399.1			
N2.HOG0014741	OG0013474	n0	rna-XM_039350120.1									rna-XM_015821398.1			
N2.HOG0014742	OG0013475	n0	rna-XM_039350128.1									rna-XM_029285127.1			
N2.HOG0014743	OG0013476	n0	rna-XM_039350129.1									rna-XM_015821401.1			
N2.HOG0014744	OG0013477	n0	rna-XM_039350145.1									rna-XM_029286622.1			
N2.HOG0014745	OG0013478	n0	rna-XM_039342236.1									rna-XM_015823432.2			
N2.HOG0014746	OG0013479	n0	rna-XM_039342245.1									rna-XM_015824611.1			
N2.HOG0014747	OG0013480	n0	rna-XM_039342247.1									rna-XM_015816816.2			
N2.HOG0014748	OG0013481	n0	rna-XM_039342251.1									rna-XM_029284301.1			
N2.HOG0014749	OG0013482	n0	rna-XM_039342234.1									rna-XM_015816826.1			
N2.HOG0014750	OG0013483	n0	rna-XM_039338109.1									rna-XM_015826363.1			
N2.HOG0014751	OG0013484	n0	rna-XM_039338108.1									rna-XM_015829278.1, rna-XM_015828220.1			
N2.HOG0014752	OG0013485	n0	rna-XM_039338116.1									rna-XM_015827677.2			
N2.HOG0014753	OG0013486	n0	rna-XM_039335852.1									rna-XM_015825305.1			
N2.HOG0014754	OG0013487	n0	rna-XM_039335848.1									rna-XM_029285950.1			
N2.HOG0014755	OG0013488	n0	rna-XM_039335863.1									rna-XM_015825302.1			
N2.HOG0014756	OG0013489	n0	rna-XM_039335853.1									rna-XM_015825301.1			
N2.HOG0014757	OG0013490	n0	rna-XM_039335868.1									rna-XM_015826794.1			
N2.HOG0014758	OG0013491	n0	rna-XM_039335869.1									rna-XM_015826799.1			
N2.HOG0014759	OG0013492	n0	rna-XM_039335870.1									rna-XM_015826797.1			
N2.HOG0014760	OG0013493	n0	rna-XM_039335871.1									rna-XM_029286966.1			
N2.HOG0014761	OG0013494	n0	rna-XM_039335898.1									rna-XM_015825414.1			
N2.HOG0014762	OG0013495	n0	rna-XM_039335905.1									rna-XM_015827339.1			
N2.HOG0014763	OG0013496	n0	rna-XM_039335937.1									rna-XM_029287285.1			
N2.HOG0014764	OG0013497	n0	rna-XM_039335968.1									rna-XM_015823027.1			
N2.HOG0014765	OG0013498	n0	rna-XM_039335971.1									rna-XM_029285439.1			
N2.HOG0014766	OG0013499	n0	rna-XM_039335975.1									rna-XM_015825957.2			
N2.HOG0014767	OG0013500	n0	rna-XM_039335984.1									rna-XM_015818806.1			
N2.HOG0014768	OG0013501	n0	rna-XM_039335988.1									rna-XM_015818809.1			
N2.HOG0014769	OG0013502	n0	rna-XM_039335989.1									rna-XM_015818808.1			
N2.HOG0014770	OG0013503	n0	rna-XM_039335990.1									rna-XM_015822686.1			
N2.HOG0014771	OG0013504	n0	rna-XM_039335996.1									rna-XM_015822692.1			
N2.HOG0014772	OG0013505	n0	rna-XM_039336001.1									rna-XM_015822694.2			
N2.HOG0014773	OG0013506	n0	rna-XM_039336007.1									rna-XM_015822689.1			
N2.HOG0014774	OG0013507	n0	rna-XM_039336009.1									rna-XM_029285416.1			
N2.HOG0014775	OG0013508	n0	rna-XM_039336012.1									rna-XM_015822695.2			
N2.HOG0014776	OG0013509	n0	rna-XM_039336014.1									rna-XM_015822696.1			
N2.HOG0014777	OG0013510	n0	rna-XM_039336020.1									rna-XM_015811281.1			
N2.HOG0014778	OG0013511	n0	rna-XM_039336024.1									rna-XM_015811295.1			
N2.HOG0014779	OG0013512	n0	rna-XM_039336029.1									rna-XM_015811292.1			
N2.HOG0014780	OG0013513	n0	rna-XM_039336032.1									rna-XM_015811294.1			
N2.HOG0014781	OG0013514	n0	rna-XM_039336036.1									rna-XM_015811279.1			
N2.HOG0014782	OG0013515	n0	rna-XM_039336043.1									rna-XM_015811293.1			
N2.HOG0014783	OG0013516	n0	rna-XM_039336059.1									rna-XM_029283206.1			
N2.HOG0014784	OG0013517	n0	rna-XM_039348935.1									rna-XM_015827715.2			
N2.HOG0014785	OG0013518	n0	rna-XM_039348944.1									rna-XM_029286498.1			
N2.HOG0014786	OG0013519	n0	rna-XM_039348947.1									rna-XM_015827713.1			
N2.HOG0014787	OG0013520	n0	rna-XM_039348934.1									rna-XM_015827707.2			
N2.HOG0014788	OG0013521	n0	rna-XM_039318740.1									rna-XM_015812144.1			
N2.HOG0014789	OG0013522	n0	rna-XM_039318743.1									rna-XM_015812141.2			
N2.HOG0014790	OG0013523	n0	rna-XM_039318733.1									rna-XM_015812140.1			
N2.HOG0014791	OG0013524	n0	rna-XM_039355476.1									rna-XM_015829121.1			
N2.HOG0014792	OG0013525	n0	rna-XM_039355480.1									rna-XM_015825053.1			
N2.HOG0014793	OG0013526	n0	rna-XM_039355481.1									rna-XM_015825051.1			
N2.HOG0014794	OG0013527	n0	rna-XM_039355556.1									rna-XM_015825050.1			
N2.HOG0014795	OG0013528	n0	rna-XM_039355471.1									rna-XM_029286677.1			
N2.HOG0014796	OG0013529	n0	rna-XM_039355555.1									rna-XM_015822720.2			
N2.HOG0014797	OG0013530	n0	rna-XM_039355536.1									rna-XM_015822723.1			
N2.HOG0014798	OG0013531	n0	rna-XM_039352256.1									rna-XM_015817870.1			
N2.HOG0014799	OG0013532	n0	rna-XM_039352258.1									rna-XM_015817872.1			
N2.HOG0014800	OG0013533	n0	rna-XM_039352262.1									rna-XM_015822121.1			
N2.HOG0014801	OG0013534	n0	rna-XM_039352263.1									rna-XM_015819056.1			
N2.HOG0014802	OG0013535	n0	rna-XM_039352273.1									rna-XM_015819055.1			
N2.HOG0014803	OG0013536	n0	rna-XM_039352285.1									rna-XM_015819053.1			
N2.HOG0014804	OG0013537	n0	rna-XM_039352274.1									rna-XM_029284703.1			
N2.HOG0014805	OG0013538	n0	rna-XM_039352287.1									rna-XM_029284704.1			
N2.HOG0014806	OG0013539	n0	rna-XM_039361485.1									rna-XM_015829657.1			
N2.HOG0014807	OG0013540	n0	rna-XM_039361467.1									rna-XM_029286925.1			
N2.HOG0014808	OG0013541	n0	rna-XM_039332741.1									rna-XM_015823982.1			
N2.HOG0014809	OG0013542	n0	rna-XM_039332739.1									rna-XM_015823975.2			
N2.HOG0014810	OG0013543	n0	rna-XM_039332726.1									rna-XM_029285682.1			
N2.HOG0014811	OG0013544	n0	rna-XM_039332731.1									rna-XM_015823983.1			
N2.HOG0014812	OG0013545	n0	rna-XM_039332754.1									rna-XM_029284379.1			
N2.HOG0014813	OG0013546	n0	rna-XM_039332761.1									rna-XM_015817152.1			
N2.HOG0014814	OG0013547	n0	rna-XM_039332764.1									rna-XM_015817125.1			
N2.HOG0014815	OG0013548	n0	rna-XM_039332751.1									rna-XM_029284380.1			
N2.HOG0014816	OG0013549	n0	rna-XM_039332724.1									rna-XM_015817153.1			
N2.HOG0014817	OG0013550	n0	rna-XM_039332718.1									rna-XM_015817134.2			
N2.HOG0014818	OG0013551	n0	rna-XM_039332725.1									rna-XM_015817135.1			
N2.HOG0014819	OG0013552	n0	rna-XM_039332717.1									rna-XM_029284385.1			
N2.HOG0014820	OG0013553	n0	rna-XM_039332749.1									rna-XM_015817154.1			
N2.HOG0014821	OG0013554	n0	rna-XM_039365348.1									rna-XM_015823495.1			
N2.HOG0014822	OG0013555	n0	rna-XM_039321944.1									rna-XM_015810271.1			
N2.HOG0014823	OG0013556	n0	rna-XM_039321996.1									rna-XM_015810252.1			
N2.HOG0014824	OG0013557	n0	rna-XM_039321985.1									rna-XM_015810241.1			
N2.HOG0014825	OG0013558	n0	rna-XM_039321972.1									rna-XM_029283011.1			
N2.HOG0014826	OG0013559	n0	rna-XM_039321914.1									rna-XM_029286151.1			
N2.HOG0014827	OG0013560	n0	rna-XM_039321913.1									rna-XM_015826157.1			
N2.HOG0014828	OG0013561	n0	rna-XM_039322015.1									rna-XM_015814341.1			
N2.HOG0014829	OG0013562	n0	rna-XM_039322122.1									rna-XM_015826346.1			
N2.HOG0014830	OG0013563	n0	rna-XM_039321962.1									rna-XM_015823919.1			
N2.HOG0014831	OG0013564	n0	rna-XM_039321942.1									rna-XM_015817931.1			
N2.HOG0014832	OG0013565	n0	rna-XM_039322024.1									rna-XM_015817934.1			
N2.HOG0014833	OG0013566	n0	rna-XM_039322032.1									rna-XM_015817933.2			
N2.HOG0014834	OG0013567	n0	rna-XM_039322026.1									rna-XM_015817932.1			
N2.HOG0014835	OG0013568	n0	rna-XM_039321955.1									rna-XM_015817925.1			
