accession,idtype,id
F1NUK7,Gene_Name,FLRT3
Q9NZU0,Gene_Name,FLRT3
Q08DN8,Gene_Name,FLOT1
O08917,Gene_Name,Flot1
Q96PY5,Gene_Name,FMNL2
A2APV2,Gene_Name,Fmnl2
Q6ZPF4,Gene_Name,Fmnl3
Q5R9B4,Gene_Name,FMR1
Q2KHP9,Gene_Name,fmr1-b
Q96RU3,Gene_Name,FNBP1
Q8NAU1,Gene_Name,FNDC5
P49354,Gene_Name,FNTA
Q02293,Gene_Name,Fntb
Q8WW38,Gene_Name,ZFPM2
P18625,Gene_Name,FOSL2
Q12946,Gene_Name,FOXF1
Q61080,Gene_Name,Foxf1
Q33BP8,Gene_Name,FOXN3
Q28G71,Gene_Name,foxn3
Q01167,Gene_Name,FOXK2
Q810W5,Gene_Name,FOXO1
A4L7N3,Gene_Name,FOXO1
O43524,Gene_Name,FOXO3
Q58NQ4,Gene_Name,FOXP1
Q5W1J5,Gene_Name,foxp1
Q8MJ99,Gene_Name,FOXP2
Q5QL03,Gene_Name,FOXP2
Q8MJ97,Gene_Name,FOXP2
Q8MJA0,Gene_Name,FOXP2
Q8IVH2,Gene_Name,FOXP4
P08267,Gene_Name,FTH
Q14331,Gene_Name,FRG1
Q8BIE6,Gene_Name,Frmd4a
A2A2Y4,Gene_Name,FRMD3
Q9P0K9,Gene_Name,FRRS1L
Q8WU20,Gene_Name,FRS2
Q7Z6J6,Gene_Name,FRMD5
Q6P5H6,Gene_Name,Frmd5
Q96NE9,Gene_Name,FRMD6
Q8BYN5,Gene_Name,Fsd1l
Q9BTV5,Gene_Name,FSD1
Q4R539,Gene_Name,FSD1
O94915,Gene_Name,FRYL
Q5TBA9,Gene_Name,FRY
Q12841,Gene_Name,FSTL1
Q9GKY0,Gene_Name,FSTL1
Q5R9Y1,Gene_Name,FSTL1
Q8N475,Gene_Name,FSTL5
Q90844,Gene_Name,FST
Q99PF5,Gene_Name,Khsrp
Q96I24,Gene_Name,FUBP3
Q96AE4,Gene_Name,FUBP1
Q60HF9,Gene_Name,FH
P10173,Gene_Name,FH
E1BWM5,Gene_Name,FUNDC1
Q6EV77,Gene_Name,FUT8
Q659L1,Gene_Name,FUT9
O88819,Gene_Name,Fut9
Q96IG2,Gene_Name,FBXL20
Q9QZH7,Gene_Name,Fbxl20
Q8BFZ4,Gene_Name,Fbxl21
Q61584,Gene_Name,Fxr1
A0JNB0,Gene_Name,FYN
Q05876,Gene_Name,FYN
P06241,Gene_Name,FYN
Q62844,Gene_Name,Fyn
Q8BID8,Gene_Name,Fbxl14
A2RT62,Gene_Name,Fbxl16
Q9Y2I7,Gene_Name,PIKFYVE
Q9PWH2,Gene_Name,FZD10
O57328,Gene_Name,FZD1
Q9IA06,Gene_Name,FZD2
Q9PUU6,Gene_Name,fzd2
Q61086,Gene_Name,Fzd3
Q9IA05,Gene_Name,FZD4
P58421,Gene_Name,fzd5
Q9PUK8,Gene_Name,fzd7-a
O57329,Gene_Name,FZD7
Q9R1K5,Gene_Name,Fzr1
Q13283,Gene_Name,G3BP1
P97855,Gene_Name,G3bp1
P97379,Gene_Name,G3bp2
Q5R9L3,Gene_Name,G3BP2
O60478,Gene_Name,GPR137B
Q8BNQ3,Gene_Name,Gpr137b
Q5MJ86,Gene_Name,gapdh-2
P00356,Gene_Name,GAPDH
Q5R2J2,Gene_Name,GAPDH
O55044,Gene_Name,G6PD
P11413,Gene_Name,G6PD
Q3ZBD7,Gene_Name,GPI
P06744,Gene_Name,GPI
P06745,Gene_Name,Gpi
Q9Z0U4,Gene_Name,Gabbr1
O75899,Gene_Name,GABBR2
Q80T41,Gene_Name,Gabbr2
O88871,Gene_Name,Gabbr2
P80404,Gene_Name,ABAT
P80147,Gene_Name,ABAT
Q60GI5,Gene_Name,GADD45A
Q2KIX1,Gene_Name,GADD45G
Q13480,Gene_Name,GAB1
Q6ZQY3,Gene_Name,GADL1
Q1RMI3,Gene_Name,GABPB1
Q06546,Gene_Name,GABPA
Q9UBS5,Gene_Name,GABBR1
Q8BFQ8,Gene_Name,Gatd1
P56479,Gene_Name,Galr1
Q07537,Gene_Name,GALNT1
Q10472,Gene_Name,GALNT1
O08912,Gene_Name,Galnt1
Q10471,Gene_Name,GALNT2
Q8N4A0,Gene_Name,GALNT4
O08832,Gene_Name,Galnt4
Q80VA0,Gene_Name,Galnt7
Q9R0C5,Gene_Name,Galnt7
Q9HCQ5,Gene_Name,GALNT9
Q571E4,Gene_Name,Galns
Q32KJ6,Gene_Name,Galns
P47211,Gene_Name,GALR1
Q14C86,Gene_Name,GAPVD1
Q6PAR5,Gene_Name,Gapvd1
Q9H4G4,Gene_Name,GLIPR2
P41250,Gene_Name,GARS1
Q5RBL1,Gene_Name,GARS1
O43903,Gene_Name,GAS2
P11862,Gene_Name,Gas2
O60861,Gene_Name,GAS7
Q60780,Gene_Name,Gas7
Q9H2C0,Gene_Name,GAN
P23825,Gene_Name,GATA3
P23771,Gene_Name,GATA3
P23772,Gene_Name,Gata3
Q9H706,Gene_Name,GAREM1
Q5ZJY3,Gene_Name,GARNL3
Q5VVW2,Gene_Name,GARNL3
P23824,Gene_Name,GATA2
Q1L8G7,Gene_Name,gatad1
Q9I9K9,Gene_Name,GATM
P79959,Gene_Name,gnb1
P50151,Gene_Name,GNG10
Q5E9F0,Gene_Name,GNG11
P61954,Gene_Name,Gng11
Q28024,Gene_Name,GNG12
Q9DAS9,Gene_Name,Gng12
Q5RBQ0,Gene_Name,GNG12
Q9JMF3,Gene_Name,Gng13
P54313,Gene_Name,Gnb2
P16520,Gene_Name,GNB3
P52287,Gene_Name,Gnb3
Q9HAV0,Gene_Name,GNB4
Q5R7U4,Gene_Name,GNG2
P63216,Gene_Name,Gng3
Q5R639,Gene_Name,GNG4
P63219,Gene_Name,Gng5
P30671,Gene_Name,GNG7
Q9UK08,Gene_Name,GNG8
P47869,Gene_Name,GABRA2
Q5RCC5,Gene_Name,GABRA2
P26049,Gene_Name,Gabra3
Q08E50,Gene_Name,GABRA5
P19150,Gene_Name,GABRA1
Q4R534,Gene_Name,GABRA1
D1LYT2,Gene_Name,GABRB2
P63138,Gene_Name,Gabrb2
P19019,Gene_Name,GABRB3
P24045,Gene_Name,GABRB4
O14764,Gene_Name,GABRD
P30191,Gene_Name,Gabra6
P60517,Gene_Name,Gabarap
P08220,Gene_Name,GABRB1
P18505,Gene_Name,GABRB1
P0C2W5,Gene_Name,GABRB2
Q5BIZ2,Gene_Name,gabarapl1
P60522,Gene_Name,Gabarapl2
Q8N1C3,Gene_Name,GABRG1
Q9R0Y8,Gene_Name,Gabrg1
P21548,Gene_Name,GABRG2
Q5REA1,Gene_Name,GABRG2
Q99928,Gene_Name,GABRG3
P24046,Gene_Name,GABRR1
P50572,Gene_Name,Gabrr1
Q0II76,Gene_Name,GABRR2
P82976,Gene_Name,Gbx1
Q92947,Gene_Name,GCDH
P81140,Gene_Name,GCDH
P48031,Gene_Name,Gbx2
P50141,Gene_Name,GCH1
Q05915,Gene_Name,Gch1
E9PVA8,Gene_Name,Gcn1
P30793,Gene_Name,GCH1
Q92616,Gene_Name,GCN1
P22288,Gene_Name,Gch1
Q921G8,Gene_Name,Tubgcp2
P58854,Gene_Name,Tubgcp3
Q9UGJ1,Gene_Name,TUBGCP4
Q95K09,Gene_Name,TUBGCP5
Q9H3P7,Gene_Name,ACBD3
P11183,Gene_Name,GCSH
P15505,Gene_Name,GLDC
Q02108,Gene_Name,GUCY1A1
P33402,Gene_Name,GUCY1A2
Q4ZHR9,Gene_Name,GUCY1B1
Q02153,Gene_Name,GUCY1B1
Q96MZ0,Gene_Name,GDAP1L1
Q8VE33,Gene_Name,Gdap1l1
A6QQZ0,Gene_Name,GDAP1
Q8TB36,Gene_Name,GDAP1
Q2KIX2,Gene_Name,GDAP2
Q9NXN4,Gene_Name,GDAP2
Q01888,Gene_Name,SLC25A16
P16260,Gene_Name,SLC25A16
P35573,Gene_Name,AGL
Q9Z217,Gene_Name,Gdf11
Q7YQM0,Gene_Name,GDI1
P50398,Gene_Name,Gdi1
P50397,Gene_Name,GDI2
P50395,Gene_Name,GDI2
P19803,Gene_Name,ARHGDIA
Q5XI73,Gene_Name,Arhgdia
Q9TU03,Gene_Name,ARHGDIB
O42221,Gene_Name,MSTN
P52306,Gene_Name,RAP1GDS1
O14893,Gene_Name,GEMIN2
Q9CQQ4,Gene_Name,Gemin2
O93510,Gene_Name,GSN
P55040,Gene_Name,GEM
O43681,Gene_Name,GET3
Q03555,Gene_Name,Gphn
O13156,Gene_Name,GFRA1
O00258,Gene_Name,GET1
Q8K0D7,Gene_Name,Get1
P47856,Gene_Name,Gfpt1
P82808,Gene_Name,Gfpt1
Q08DQ2,Gene_Name,GFPT2
Q9Z2Z9,Gene_Name,Gfpt2
Q3UHD2,Gene_Name,Gfod1
Q5BIP5,Gene_Name,GFOD2
Q9CYH5,Gene_Name,Gfod2
P99025,Gene_Name,Gchfr
Q9NQX3,Gene_Name,GPHN
Q8BUV3,Gene_Name,Gphn
Q7L5D6,Gene_Name,GET4
O95749,Gene_Name,GGPS1
Q3ZC33,Gene_Name,GULO
Q6GVH4,Gene_Name,GGNBP2
Q9D6M3,Gene_Name,Slc25a22
Q5RD81,Gene_Name,SLC25A22
A0A0G2K5L2,Gene_Name,Slc25a22
Q6Y7W6,Gene_Name,GIGYF2
Q9CPY6,Gene_Name,Gid4
Q5ZKQ7,Gene_Name,GID8
Q9Z254,Gene_Name,Gipc1
Q8TF64,Gene_Name,GIPC3
Q9Y2X7,Gene_Name,GIT1
Q9Z272,Gene_Name,Git1
Q9H1C3,Gene_Name,GLT8D2
Q9Y223,Gene_Name,GNE
O94923,Gene_Name,GLCE
Q9EPS3,Gene_Name,Glce
P51121,Gene_Name,glul
P16580,Gene_Name,GLUL
Q28333,Gene_Name,HAGH
Q5ZI23,Gene_Name,HAGH
A6H7F6,Gene_Name,GOLPH3L
Q9H4A5,Gene_Name,GOLPH3L
Q64516,Gene_Name,Gk
Q0IID9,Gene_Name,GK
Q63060,Gene_Name,Gk
O93430,Gene_Name,glra1
P23415,Gene_Name,GLRA1
P07727,Gene_Name,Glra1
P23416,Gene_Name,GLRA2
O75311,Gene_Name,GLRA3
Q61603,Gene_Name,Glra4
P48167,Gene_Name,GLRB
P57695,Gene_Name,GLRA1
Q58DA7,Gene_Name,GLRX3
Q9JLZ1,Gene_Name,Glrx3
O94925,Gene_Name,GLS
Q571F8,Gene_Name,Gls2
P28492,Gene_Name,Gls2
Q86SR1,Gene_Name,GALNT10
Q925R7,Gene_Name,Galnt10
Q8IUC8,Gene_Name,GALNT13
Q96FL9,Gene_Name,GALNT14
Q8N428,Gene_Name,GALNT16
Q9JJ61,Gene_Name,Galnt16
Q6IS24,Gene_Name,GALNT17
Q6P9A2,Gene_Name,GALNT18
Q49A17,Gene_Name,GALNTL6
O12956,Gene_Name,GCG
P07511,Gene_Name,SHMT1
P35623,Gene_Name,SHMT1
P34897,Gene_Name,SHMT2
Q9CZN7,Gene_Name,Shmt2
Q5ZLS7,Gene_Name,GLYR1
Q5RKN4,Gene_Name,glyr1
Q49A26,Gene_Name,GLYR1
Q562D5,Gene_Name,glyr1
Q2HJ87,Gene_Name,GMEB1
P58929,Gene_Name,Gmeb2
Q5R6P6,Gene_Name,GMFB
Q56JZ9,Gene_Name,GMFG
O60234,Gene_Name,GMFG
Q80T18,Gene_Name,Gmfg
Q920G9,Gene_Name,Gmcl1
Q8K3X3,Gene_Name,GMDS
Q8K0C9,Gene_Name,Gmds
Q6GMK8,Gene_Name,gmppaa
Q66KG5,Gene_Name,gmppa-b
Q68EY9,Gene_Name,gmppb-a
Q0VFM6,Gene_Name,gmppa
Q6DBU5,Gene_Name,gmppb
P36959,Gene_Name,GMPR
Q9P2T1,Gene_Name,GMPR2
P38401,Gene_Name,GNAI1
P27044,Gene_Name,gnai1
P50147,Gene_Name,GNAI2
Q14344,Gene_Name,GNA13
Q5RAL9,Gene_Name,GNPNAT1
P08754,Gene_Name,GNAI3
Q8CGK7,Gene_Name,Gnal
P09471,Gene_Name,GNAO1
P10825,Gene_Name,gna0
Q2PKF4,Gene_Name,GNAQ
P24799,Gene_Name,gnas
Q28300,Gene_Name,GNAT1
P20612,Gene_Name,Gnat1
P04696,Gene_Name,GNAT2
P50149,Gene_Name,Gnat2
A8MTJ3,Gene_Name,GNAT3
P19086,Gene_Name,GNAZ
O14775,Gene_Name,GNB5
Q80ZD0,Gene_Name,GNB5
P45645,Gene_Name,GNA11
Q03113,Gene_Name,GNA12
Q29513,Gene_Name,GNMT
P13255,Gene_Name,Gnmt
A4FV08,Gene_Name,GNPDA1
Q64422,Gene_Name,GNPDA1
Q17QL1,Gene_Name,GNPDA2
Q3T906,Gene_Name,GNPTAB
P15586,Gene_Name,GNS
Q8BFR4,Gene_Name,Gns
Q2TAP0,Gene_Name,GOLGA7B
Q91W53,Gene_Name,Golga7
Q6Y290,Gene_Name,Rnf130
Q9H4A6,Gene_Name,GOLPH3
Q9HD26,Gene_Name,GOPC
Q9H8Y8,Gene_Name,GORASP2
Q2TBU3,Gene_Name,GOSR1
O95249,Gene_Name,GOSR1
O35165,Gene_Name,Gosr2
Q9Y3E0,Gene_Name,GOLT1B
Q9CR60,Gene_Name,Golt1b
B2RPY5,Gene_Name,Gpr161
Q6DWJ6,Gene_Name,GPR139
Q9I918,Gene_Name,gpr173
Q86UL3,Gene_Name,GPAT4
Q8K2C8,Gene_Name,Gpat4
Q5R9C3,Gene_Name,GPBP1L1
Q9Y625,Gene_Name,GPC6
Q8N335,Gene_Name,GPD1L
Q3ULJ0,Gene_Name,Gpd1l
Q5EA88,Gene_Name,GPD1
P43304,Gene_Name,GPD2
Q5R9Q3,Gene_Name,GPM6A
P35803,Gene_Name,Gpm6b
Q9JJK1,Gene_Name,Gpm6b
Q5F448,Gene_Name,GPR89
Q92643,Gene_Name,PIGK
Q5R6L8,Gene_Name,PIGK
Q9H9Y4,Gene_Name,GPN2
Q9UHW5,Gene_Name,GPN3
Q9D3W4,Gene_Name,Gpn3
Q1JQB3,Gene_Name,GPR4
P46093,Gene_Name,GPR4
P50132,Gene_Name,GPR4
Q9Y2T5,Gene_Name,GPR52
Q99680,Gene_Name,GPR22
P60895,Gene_Name,Gpr85
P47775,Gene_Name,GPR12
P81274,Gene_Name,GPSM2
Q9NWQ4,Gene_Name,GPATCH2L
Q9H3H5,Gene_Name,DPAGT1
Q6IC98,Gene_Name,GRAMD4
Q8CB44,Gene_Name,Gramd4
P62994,Gene_Name,Grb2
Q13322,Gene_Name,GRB10
P0CE43,Gene_Name,Grb10
Q9C091,Gene_Name,GREB1L
Q3V6T2,Gene_Name,CCDC88A
Q4ZG55,Gene_Name,GREB1
Q38PU8,Gene_Name,GRIA1
P23818,Gene_Name,Gria1
P42262,Gene_Name,GRIA2
P23819,Gene_Name,Gria2
Q5R4M0,Gene_Name,GRIA2
Q9Z2W9,Gene_Name,Gria3
O73754,Gene_Name,grem1
Q9H772,Gene_Name,GREM2
Q9NZI5,Gene_Name,GRHL1
Q6ISB3,Gene_Name,GRHL2
Q38PU4,Gene_Name,GRIK1
P22756,Gene_Name,Grik1
Q13002,Gene_Name,GRIK2
Q13003,Gene_Name,GRIK3
Q38PU2,Gene_Name,GRIK3
Q8BMF5,Gene_Name,Grik4
Q5IS46,Gene_Name,GRIK4
Q01812,Gene_Name,Grik4
Q63273,Gene_Name,Grik5
Q9Y3R0,Gene_Name,GRIP1
Q925T6,Gene_Name,Grip1
A8E0R9,Gene_Name,grip2
Q9Z2W8,Gene_Name,Gria4
P19493,Gene_Name,Gria4
Q9ULK0,Gene_Name,GRID1
Q62640,Gene_Name,Grid1
O43424,Gene_Name,GRID2
Q61625,Gene_Name,Grid2
P43249,Gene_Name,GRK5
P34947,Gene_Name,GRK5
P43250,Gene_Name,GRK6
P23385,Gene_Name,Grm1
Q1ZZH1,Gene_Name,GRM3
Q1ZZH0,Gene_Name,GRM4
Q13255,Gene_Name,GRM1
Q9R1K8,Gene_Name,Rasgrp1
P0C643,Gene_Name,Rasgrp2
Q8IV61,Gene_Name,RASGRP3
Q3UVX5,Gene_Name,Grm5
P31424,Gene_Name,Grm5
Q5RDQ8,Gene_Name,GRM7
O00222,Gene_Name,GRM8
Q5ZM98,Gene_Name,HSPA9
Q5R511,Gene_Name,HSPA9
P53545,Gene_Name,GSC
P48506,Gene_Name,GCLC
P18265,Gene_Name,Gsk3a
P49841,Gene_Name,GSK3B
Q5YJC2,Gene_Name,GSK3B
Q5PPI3,Gene_Name,Gskip
Q02391,Gene_Name,GLG1
A5PK45,Gene_Name,COLGALT1
Q8IYK4,Gene_Name,COLGALT2
Q6NVG7,Gene_Name,Colgalt2
Q08DA7,Gene_Name,GTDC1
Q58DC5,Gene_Name,GTPBP1
O00178,Gene_Name,GTPBP1
P46896,Gene_Name,SLC2A1
D2XV59,Gene_Name,Gtpbp1
Q3UJK4,Gene_Name,Gtpbp2
Q9BZE4,Gene_Name,GTPBP4
P49915,Gene_Name,GMPS
Q9UBP9,Gene_Name,GULP1
A6QLJ3,Gene_Name,GUF1
Q96NT3,Gene_Name,GUCD1
Q8BZI6,Gene_Name,Gucd1
P79880,Gene_Name,GUCA1A
P79881,Gene_Name,GUCA1B
Q5ZKI6,Gene_Name,GXYLT1
Q8VCB3,Gene_Name,Gys2
P17625,Gene_Name,Gys2
P13834,Gene_Name,GYS1
Q96QV6,Gene_Name,H2AC1
Q8CGP6,Gene_Name,H2ac12
Q8IUE6,Gene_Name,H2AC21
Q64523,Gene_Name,H2ac20
P70082,Gene_Name,H2A-IX
A9UMV8,Gene_Name,H2aj
Q5BJ65,Gene_Name,h2az2
Q8CCK0,Gene_Name,Macroh2a2
Q7ZUY3,Gene_Name,h2ax
P16104,Gene_Name,H2AX
P27661,Gene_Name,H2ax
O93327,Gene_Name,MACROH2A1
Q02874,Gene_Name,Macroh2a1
Q5ZMD6,Gene_Name,H2AFZ
Q6YNC8,Gene_Name,H2AZ1
P0C1H3,Gene_Name,H2B-I
P0C1H3,Gene_Name,H2B-II
P0C1H3,Gene_Name,H2B-III
P0C1H3,Gene_Name,H2B-IV
P0C1H3,Gene_Name,H2B-VI
P0C1H4,Gene_Name,H2B-V
P0C1H5,Gene_Name,H2B-VII
Q9PSW9,Gene_Name,H2B-VIII
P70081,Gene_Name,H4-VIII
Q58FF7,Gene_Name,HSP90AB3P
Q76KB2,Gene_Name,HS6ST1
Q76LW2,Gene_Name,HS6ST2
Q4W1W1,Gene_Name,HACD1
Q9QY80,Gene_Name,Hacd1
Q9N1R5,Gene_Name,HACD1
Q6Y1H2,Gene_Name,HACD2
Q9D3B1,Gene_Name,Hacd2
E1C656,Gene_Name,HACE1
Q5ZHZ4,Gene_Name,CBLL1
Q4R7I8,Gene_Name,CBLL1
P61295,Gene_Name,Hand2
Q13442,Gene_Name,PDAP1
Q96MB7,Gene_Name,HARBI1
Q2KI84,Gene_Name,HARS1
O14929,Gene_Name,HAT1
P41331,Gene_Name,HBA
O60381,Gene_Name,HBP1
P22743,Gene_Name,HBB2
Q61191,Gene_Name,Hcfc1
D3ZN95,Gene_Name,Hcfc1
Q9Y450,Gene_Name,HBS1L
Q95M30,Gene_Name,HCK
O60741,Gene_Name,HCN1
Q9MZS1,Gene_Name,HCN1
Q9UL51,Gene_Name,HCN2
O88703,Gene_Name,Hcn2
P41332,Gene_Name,HBB
P56517,Gene_Name,HDAC1
Q92769,Gene_Name,HDAC2
P56520,Gene_Name,HDAC3
Q28DV3,Gene_Name,hdac3
P83038,Gene_Name,HDAC4
Q6NZM9,Gene_Name,Hdac4
Q5R902,Gene_Name,HDAC5
B1WC68,Gene_Name,Hdac8
Q6GPA7,Gene_Name,hdac8
Q9UBI9,Gene_Name,HECA
Q9UKV0,Gene_Name,HDAC9
Q9Y3E1,Gene_Name,HDGFL3
Q3ZCH9,Gene_Name,HDHD2
Q5BJJ5,Gene_Name,hdhd2
Q0P565,Gene_Name,HDDC2
Q66L17,Gene_Name,hddc2
Q9ULT8,Gene_Name,HECTD1
Q3U487,Gene_Name,Hectd3
Q9Y4D8,Gene_Name,HECTD4
Q76N89,Gene_Name,HECW1
Q9P2P5,Gene_Name,HECW2
P42694,Gene_Name,HELZ
Q9XS79,Gene_Name,ALAS1
P13196,Gene_Name,ALAS1
P13195,Gene_Name,Alas1
P13716,Gene_Name,ALAD
P36551,Gene_Name,CPOX
P22600,Gene_Name,FECH
O42479,Gene_Name,FECH
P22315,Gene_Name,Fech
Q15751,Gene_Name,HERC1
O95714,Gene_Name,HERC2
Q15034,Gene_Name,HERC3
Q5PQN1,Gene_Name,Herc4
Q02575,Gene_Name,NHLH1
Q02577,Gene_Name,NHLH2
O57478,Gene_Name,fech
Q9Y5J3,Gene_Name,HEY1
Q9UBP5,Gene_Name,HEY2
Q93099,Gene_Name,HGD
Q5RF05,Gene_Name,HGD
Q0V8S0,Gene_Name,HGS
P43120,Gene_Name,Hhex
Q96QV1,Gene_Name,HHIP
Q8R1F6,Gene_Name,Hid1
Q9NWT6,Gene_Name,HIF1AN
Q5ZK09,Gene_Name,HIKESHI
P80912,Gene_Name,HINT1
P62959,Gene_Name,Hint1
Q9H2X6,Gene_Name,HIPK2
P79987,Gene_Name,HIRA
Q86Z02,Gene_Name,HIPK1
Q91W97,Gene_Name,Hkdc1
Q8BW74,Gene_Name,Hlf
Q8TCT9,Gene_Name,HM13
Q5ZKF4,Gene_Name,HMG20A
Q32L68,Gene_Name,HMG20B
Q9P0W2,Gene_Name,HMG20B
Q6NT76,Gene_Name,HMBOX1
P23228,Gene_Name,HMGCS1
P52926,Gene_Name,HMGA2
P52927,Gene_Name,Hmga2
Q29512,Gene_Name,HMGCR
Q29448,Gene_Name,HMGCL
P35915,Gene_Name,HMGCL
P35914,Gene_Name,HMGCL
P02314,Gene_Name,HMGN2
Q5ZIR5,Gene_Name,HMGN3
P63159,Gene_Name,Hmgb1
P26584,Gene_Name,HMGB2
Q32L31,Gene_Name,HMGB3
Q6AY09,Gene_Name,Hnrnph2
P31942,Gene_Name,HNRNPH3
Q8WVV9,Gene_Name,HNRNPLL
Q9Z204,Gene_Name,Hnrnpc
P14866,Gene_Name,HNRNPL
O60506,Gene_Name,SYNCRIP
O43390,Gene_Name,HNRNPR
Q5ZI72,Gene_Name,HNRNPDL
P31943,Gene_Name,HNRNPH1
Q91766,Gene_Name,hnf4a
Q14541,Gene_Name,HNF4G
Q9WUU6,Gene_Name,Hnf4g
Q5RER5,Gene_Name,HNF1B
P41235,Gene_Name,HNF4A
G3V9R8,Gene_Name,Hnrnpc
Q9JJ54,Gene_Name,Hnrnpd
Q5ZIQ3,Gene_Name,HNRNPK
Q2KJ56,Gene_Name,HOMER1
O88801,Gene_Name,Homer2
Q5ZJ27,Gene_Name,HOOK1
Q9UJC3,Gene_Name,HOOK1
Q86VS8,Gene_Name,HOOK3
Q4QQW3,Gene_Name,Adhfe1
P84076,Gene_Name,Hpca
P62749,Gene_Name,Hpcal1
B3VSB7,Gene_Name,HPCAL1
Q8BGZ1,Gene_Name,Hpcal4
P55252,Gene_Name,HAPLN1
P07354,Gene_Name,HAPLN1
Q9W719,Gene_Name,HPRT1
P00493,Gene_Name,Hprt1
Q8WWQ2,Gene_Name,HPSE2
Q80W66,Gene_Name,Hs3st2
Q8BSL4,Gene_Name,Hs3st5
Q96QI5,Gene_Name,HS3ST6
Q5GFD5,Gene_Name,Hs3st6
Q04619,Gene_Name,HSP90AB1
Q9QZS6,Gene_Name,Hs3st3b1
Q76KB1,Gene_Name,HS2ST1
P11501,Gene_Name,HSP90AA1
Q5RDI2,Gene_Name,HSBP1
O43301,Gene_Name,HSPA12A
P38530,Gene_Name,HSF2
P63018,Gene_Name,Hspa8
Q71U34,Gene_Name,HSPA8
E1C2P3,Gene_Name,HSPA14
Q5RDM4,Gene_Name,HSPA4
P19120,Gene_Name,HSPA8
Q28772,Gene_Name,TCF12
Q9P2D3,Gene_Name,HEATR5B
Q8C547,Gene_Name,Heatr5b
F1N152,Gene_Name,HTRA1
Q92743,Gene_Name,HTRA1
A7YWP4,Gene_Name,HAL
P42357,Gene_Name,HAL
Q7Z6Z7,Gene_Name,HUWE1
Q7TMY8,Gene_Name,Huwe1
Q8VC12,Gene_Name,Uroc1
P14840,Gene_Name,HOXB4
Q90VZ9,Gene_Name,HOXA7
Q1W674,Gene_Name,HK2
P35557,Gene_Name,GCK
P19367,Gene_Name,HK1
P52789,Gene_Name,HK2
P17481,Gene_Name,HOXB8
P02832,Gene_Name,hoxc6
Q9YH13,Gene_Name,HOXC8
P09633,Gene_Name,Hoxc9
Q6JIY5,Gene_Name,hoxc13a
Q1KKV4,Gene_Name,hoxc13a
P28358,Gene_Name,HOXD10
P28359,Gene_Name,Hoxd10
P31249,Gene_Name,HOXD3
P70312,Gene_Name,Has2
O00219,Gene_Name,HAS3
O08650,Gene_Name,Has3
Q0VCS4,Gene_Name,HOXA2
O93353,Gene_Name,HOXA3
P17278,Gene_Name,HOXD4
Q5ZM13,Gene_Name,FAM126A
Q7T2L7,Gene_Name,IL17RD
D3ZZX1,Gene_Name,Inpp5a
Q9CR41,Gene_Name,Hypk
P24593,Gene_Name,IGFBP5
Q28985,Gene_Name,IGFBP5
O60725,Gene_Name,ICMT
Q5RCH7,Gene_Name,ID2
Q24K02,Gene_Name,IDE
P98153,Gene_Name,DGCR2
O77784,Gene_Name,IDH3B
O43837,Gene_Name,IDH3B
Q68FX0,Gene_Name,Idh3B
Q5R9C5,Gene_Name,IDH1
P70404,Gene_Name,Idh3g
P41565,Gene_Name,Idh3g
Q04467,Gene_Name,IDH2
P48735,Gene_Name,IDH2
Q4R502,Gene_Name,IDH2
P54071,Gene_Name,Idh2
Q9D6R2,Gene_Name,Idh3a
Q1LZ95,Gene_Name,IDI1
Q4R4W5,Gene_Name,IDI1
O35586,Gene_Name,IDI1
Q4FZV3,Gene_Name,Dnali1
Q9HBG6,Gene_Name,IFT122
Q6NWV3,Gene_Name,Ift122
Q6VH22,Gene_Name,Ift172
Q6GVM3,Gene_Name,EIF1AY
O42254,Gene_Name,IGF2BP1
Q9Y6M1,Gene_Name,IGF2BP2
Q5ZLP8,Gene_Name,IGF2BP3
Q5E9D0,Gene_Name,EIF2S2
O60841,Gene_Name,EIF5B
P41035,Gene_Name,EIF2S2
Q5ZMS3,Gene_Name,EIF2S3
Q90WZ0,Gene_Name,ift20-a
Q5ZLX2,Gene_Name,EIF2S1
P60843,Gene_Name,Eif4a1
Q8JFP1,Gene_Name,EIF4A2
Q5ZM36,Gene_Name,EIF4A3
B5FZY7,Gene_Name,EIF4A3
O60573,Gene_Name,EIF4E2
Q8BMB3,Gene_Name,Eif4e2
P29338,Gene_Name,EIF4E
P63074,Gene_Name,Eif4e
P48597,Gene_Name,eif4e
Q5R7J9,Gene_Name,EIF4G2
O43432,Gene_Name,EIF4G3
Q80XI3,Gene_Name,Eif4g3
Q9WUK2,Gene_Name,Eif4h
Q5XI72,Gene_Name,Eif4h
Q8N5X7,Gene_Name,EIF4E3
P10160,Gene_Name,EIF5A
Q5R898,Gene_Name,EIF5A2
Q8R2V2,Gene_Name,Iffo2
P0C6R4,Gene_Name,Iffo2
P55010,Gene_Name,EIF5
Q9TU47,Gene_Name,EIF6
P56537,Gene_Name,EIF6
Q9Y366,Gene_Name,IFT52
Q8BS45,Gene_Name,Ttc26
Q5U2N8,Gene_Name,Ttc26
Q5EA95,Gene_Name,IFT57
O00458,Gene_Name,IFRD1
Q5S1U6,Gene_Name,IFRD1
Q66HB3,Gene_Name,Ift80
Q61371,Gene_Name,Ift88
P08069,Gene_Name,IGF1R
P24062,Gene_Name,Igf1r
