file,model,model-long,codon model,description,tree-length,Lnl,np,kappa,siteClassModel,p0,w,p,q,proportion_0,omega_0,proportion_1,omega_1,proportion_2,omega_2
OG0011204,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.84815,-1810.334171,17,4.25533,PositiveSelection,,,,,0.31162,0.00000,0.58198,1.00000,0.1064,4.75381
OG0010688,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.37771,-6467.681482,15,3.19777,NearlyNeutral,,,,,0.88596,0.01080,0.11404,1.00000,,
OG0010688,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.38058,-6465.683634,17,3.28907,PositiveSelection,,,,,0.95087,0.04297,0.0,1.00000,0.04913,1.98541
OG0008204,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.79543,-1537.574263,15,3.94501,NearlyNeutral,,,,,0.91892,0.06341,0.08108,1.00000,,
OG0008204,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.79543,-1537.574263,17,3.94501,PositiveSelection,,,,,0.91892,0.06341,0.02046,1.00000,0.06062,1.00000
OG0008539,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.43974,-2238.716766,15,2.1222,NearlyNeutral,,,,,0.88312,0.00000,0.11688,1.00000,,
OG0008539,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.44855,-2237.533915,17,2.26907,PositiveSelection,,,,,0.91129,0.00499,0.0,1.00000,0.08871,1.68748
OG0005997,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.45318,-6012.164423,15,3.88258,NearlyNeutral,,,,,0.93425,0.06108,0.06575,1.00000,,
OG0005997,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.45769,-6011.363629,17,3.92993,PositiveSelection,,,,,0.94119,0.06609,0.05791,1.00000,0.0009,12.40350
OG0011964,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.05608,-6070.398742,15,3.21082,NearlyNeutral,,,,,0.49486,0.06794,0.50514,1.00000,,
OG0011964,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.11487,-6062.54986,17,3.32676,PositiveSelection,,,,,0.49195,0.08364,0.48723,1.00000,0.02083,6.42699
OG0012175,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.80741,-7719.198625,15,3.57492,NearlyNeutral,,,,,0.52253,0.09259,0.47747,1.00000,,
OG0012175,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.82493,-7715.562796,17,3.69131,PositiveSelection,,,,,0.76573,0.25246,0.04703,1.00000,0.18724,1.89269
OG0011877,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.05697,-7514.152886,15,4.62524,NearlyNeutral,,,,,0.49169,0.06831,0.50831,1.00000,,
OG0011877,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.06427,-7512.79393,17,4.7203,PositiveSelection,,,,,0.67171,0.18636,0.0,1.00000,0.32829,1.38052
OG0007408,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.29136,-1552.542507,15,2.86664,NearlyNeutral,,,,,0.87497,0.01467,0.12503,1.00000,,
OG0007408,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.29136,-1552.542507,17,2.86665,PositiveSelection,,,,,0.87497,0.01467,0.05577,1.00000,0.06926,1.00000
OG0010810,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.5107,-1772.553948,15,3.13234,NearlyNeutral,,,,,0.80495,0.00000,0.19505,1.00000,,
OG0010810,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.51364,-1769.765486,17,3.33242,PositiveSelection,,,,,0.85559,0.00241,0.0,1.00000,0.14441,1.88940
OG0013655,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.05281,-5143.299229,15,3.42703,NearlyNeutral,,,,,0.50771,0.21742,0.49229,1.00000,,
OG0013655,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.05281,-5143.299229,17,3.42703,PositiveSelection,,,,,0.50771,0.21742,0.23389,1.00000,0.2584,1.00000
OG0011472,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.58788,-4291.567701,15,3.20356,NearlyNeutral,,,,,0.80434,0.07525,0.19566,1.00000,,
OG0011472,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.59108,-4291.362887,17,3.23606,PositiveSelection,,,,,0.86867,0.10506,0.0,1.00000,0.13133,1.32121
OG0007509,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.36523,-2738.235602,15,4.42769,NearlyNeutral,,,,,0.69553,0.00000,0.30447,1.00000,,
OG0007509,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.36811,-2737.199986,17,4.56893,PositiveSelection,,,,,0.76871,0.00000,0.0,1.00000,0.23129,1.55768
OG0011596,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46582,-3214.533868,15,2.33216,NearlyNeutral,,,,,0.77962,0.00000,0.22038,1.00000,,
OG0011596,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.466,-3214.5278,17,2.33775,PositiveSelection,,,,,0.78287,0.00000,0.00065,1.00000,0.21649,1.02771
OG0007274,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.42967,-2690.869502,15,3.93036,NearlyNeutral,,,,,0.91754,0.03751,0.08246,1.00000,,
OG0007274,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.42967,-2690.869502,17,3.93036,PositiveSelection,,,,,0.91754,0.03751,0.03769,1.00000,0.04477,1.00000
OG0010988,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.51763,-982.664396,15,4.35997,NearlyNeutral,,,,,0.80211,0.06466,0.19789,1.00000,,
OG0010988,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.52086,-982.213433,17,4.5037,PositiveSelection,,,,,0.92914,0.13319,0.0,1.00000,0.07086,2.14032
OG0008042,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.64676,-2319.254827,15,3.93823,NearlyNeutral,,,,,0.88504,0.07502,0.11496,1.00000,,
OG0008042,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.64676,-2319.254827,17,3.93823,PositiveSelection,,,,,0.88504,0.07502,0.04636,1.00000,0.0686,1.00000
OG0012349,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.7163,-3539.840298,15,2.61285,NearlyNeutral,,,,,0.81346,0.01622,0.18654,1.00000,,
OG0012349,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.74115,-3531.340249,17,2.8117,PositiveSelection,,,,,0.85466,0.04351,0.11843,1.00000,0.02691,4.52704
OG0006685,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47746,-4533.843533,15,2.64442,NearlyNeutral,,,,,0.85551,0.00305,0.14449,1.00000,,
OG0006685,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.60295,-4529.373347,17,2.73737,PositiveSelection,,,,,0.86421,0.00862,0.1308,1.00000,0.00499,29.38957
OG0005637,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.47859,-8231.166883,15,2.21555,NearlyNeutral,,,,,0.798,0.10346,0.202,1.00000,,
OG0005637,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.47859,-8231.166883,17,2.21555,PositiveSelection,,,,,0.798,0.10346,0.11184,1.00000,0.09016,1.00000
OG0011523,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.42349,-2221.681359,15,5.23355,NearlyNeutral,,,,,0.90119,0.07600,0.09881,1.00000,,
OG0011523,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.43297,-2221.473391,17,5.34403,PositiveSelection,,,,,0.95064,0.10500,0.03991,1.00000,0.00944,4.73634
OG0013377,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.33005,-2486.468336,15,3.33537,NearlyNeutral,,,,,0.984,0.05840,0.016,1.00000,,
OG0013377,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.33005,-2486.468336,17,3.3354,PositiveSelection,,,,,0.984,0.05840,0.00556,1.00000,0.01043,1.00000
OG0008193,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.06843,-13181.873668,15,2.37515,NearlyNeutral,,,,,0.77551,0.04731,0.22449,1.00000,,
OG0008193,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.08085,-13176.624514,17,2.42742,PositiveSelection,,,,,0.77644,0.05010,0.21694,1.00000,0.00662,4.65664
OG0010332,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.75161,-2988.056617,15,2.26131,NearlyNeutral,,,,,0.78816,0.00000,0.21184,1.00000,,
OG0010332,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.75239,-2988.034017,17,2.27598,PositiveSelection,,,,,0.79138,0.00000,0.0,1.00000,0.20862,1.04120
OG0010794,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.62008,-3142.329359,15,2.4892,NearlyNeutral,,,,,0.8134,0.11799,0.1866,1.00000,,
OG0010794,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.62008,-3142.329359,17,2.4892,PositiveSelection,,,,,0.8134,0.11799,0.0806,1.00000,0.106,1.00000
OG0007726,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.43028,-1856.351482,15,2.9111,NearlyNeutral,,,,,0.8984,0.01987,0.1016,1.00000,,
OG0007726,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.44468,-1855.746372,17,2.99051,PositiveSelection,,,,,0.91818,0.03107,0.07427,1.00000,0.00755,5.35950
OG0010890,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47213,-3335.673808,15,3.83264,NearlyNeutral,,,,,0.73382,0.08659,0.26618,1.00000,,
OG0010890,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.47214,-3335.673808,17,3.83264,PositiveSelection,,,,,0.73382,0.08659,0.11281,1.00000,0.15337,1.00000
OG0012344,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.83904,-4953.723879,15,3.34239,NearlyNeutral,,,,,0.69542,0.12528,0.30458,1.00000,,
OG0012344,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.84079,-4953.592937,17,3.35405,PositiveSelection,,,,,0.71291,0.13776,0.2787,1.00000,0.00839,2.63713
OG0012715,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.61299,-1973.224404,15,1.90723,NearlyNeutral,,,,,0.81294,0.01483,0.18706,1.00000,,
OG0012715,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,14.44196,-1967.934203,17,2.14622,PositiveSelection,,,,,0.81208,0.01669,0.15097,1.00000,0.03695,101.16120
OG0012276,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.86709,-657.50169,15,2.16417,NearlyNeutral,,,,,0.85824,0.05443,0.14176,1.00000,,
OG0012276,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.86709,-657.50169,17,2.16417,PositiveSelection,,,,,0.85824,0.05443,0.06624,1.00000,0.07552,1.00000
OG0012420,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.91695,-34990.114378,15,3.15025,NearlyNeutral,,,,,0.89383,0.03778,0.10617,1.00000,,
OG0012420,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,16.11402,-34917.092192,17,3.44683,PositiveSelection,,,,,0.897,0.04161,0.09555,1.00000,0.00745,999.00000
OG0013293,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.99737,-2948.775296,15,2.86617,NearlyNeutral,,,,,0.74941,0.04955,0.25059,1.00000,,
OG0013293,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.00575,-2948.717619,17,2.88686,PositiveSelection,,,,,0.78646,0.06483,0.0,1.00000,0.21354,1.15326
OG0008979,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.41962,-1061.694687,15,3.03836,NearlyNeutral,,,,,0.78133,0.05017,0.21867,1.00000,,
OG0008979,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.43907,-1061.331023,17,3.25333,PositiveSelection,,,,,0.95282,0.14974,0.0,1.00000,0.04718,3.25764
OG0012198,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.25899,-4708.759679,15,1.69841,NearlyNeutral,,,,,0.68062,0.00165,0.31938,1.00000,,
OG0012198,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.33952,-4705.045179,17,1.79847,PositiveSelection,,,,,0.71237,0.01992,0.23007,1.00000,0.05755,2.97677
OG0014045,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47199,-3909.634256,15,2.97013,NearlyNeutral,,,,,0.89875,0.01575,0.10125,1.00000,,
OG0014045,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.47223,-3909.633063,17,2.97173,PositiveSelection,,,,,0.90216,0.01706,0.02297,1.00000,0.07487,1.03517
OG0013408,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.93369,-5134.977671,15,2.20398,NearlyNeutral,,,,,0.70665,0.00305,0.29335,1.00000,,
OG0013408,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.93684,-5134.772378,17,2.2288,PositiveSelection,,,,,0.71295,0.00670,0.27365,1.00000,0.01341,2.21110
OG0013226,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.66244,-2539.180886,15,3.41035,NearlyNeutral,,,,,0.7717,0.04551,0.2283,1.00000,,
OG0013226,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.66782,-2538.333869,17,3.48479,PositiveSelection,,,,,0.87744,0.09888,0.0,1.00000,0.12256,1.66712
OG0005308,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46841,-6478.748407,15,3.96553,NearlyNeutral,,,,,0.98249,0.01716,0.01751,1.00000,,
OG0005308,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.46841,-6478.748407,17,3.96552,PositiveSelection,,,,,0.98249,0.01716,0.00089,1.00000,0.01662,1.00000
OG0010089,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.50066,-2096.750063,15,2.9209,NearlyNeutral,,,,,0.79848,0.01575,0.20152,1.00000,,
OG0010089,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.50066,-2096.750063,17,2.92089,PositiveSelection,,,,,0.79848,0.01575,0.08959,1.00000,0.11193,1.00000
OG0010860,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.48172,-963.836873,15,4.30478,NearlyNeutral,,,,,0.96554,0.14191,0.03446,1.00000,,
OG0010860,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.48549,-963.793675,17,4.29507,PositiveSelection,,,,,0.98479,0.14883,0.0,1.00000,0.01521,1.96412
OG0008424,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.45509,-4127.142664,15,5.36271,NearlyNeutral,,,,,0.90744,0.08745,0.09256,1.00000,,
OG0008424,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.45515,-4127.140826,17,5.36609,PositiveSelection,,,,,0.91468,0.09047,1e-05,1.00000,0.0853,1.04904
OG0013502,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.82947,-4905.662468,15,3.62282,NearlyNeutral,,,,,0.45035,0.03707,0.54965,1.00000,,
OG0013502,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.85323,-4903.417956,17,3.7416,PositiveSelection,,,,,0.5018,0.10551,0.46654,1.00000,0.03167,4.12577
OG0012943,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.37727,-1657.43549,15,3.59281,NearlyNeutral,,,,,0.99999,0.04893,1e-05,1.00000,,
OG0012943,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.37727,-1657.435064,17,3.59276,PositiveSelection,,,,,1.0,0.04893,0.0,1.00000,0.0,1.00000
OG0011133,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.86811,-2820.562361,15,2.43006,NearlyNeutral,,,,,0.62725,0.06211,0.37275,1.00000,,
OG0011133,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.88091,-2819.688993,17,2.49112,PositiveSelection,,,,,0.69894,0.11187,0.23784,1.00000,0.06322,2.26169
OG0007429,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.81163,-5620.14697,15,2.41685,NearlyNeutral,,,,,0.92644,0.02034,0.07356,1.00000,,
OG0007429,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.81163,-5620.14697,17,2.41687,PositiveSelection,,,,,0.92644,0.02034,0.05444,1.00000,0.01912,1.00000
OG0007534,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.07652,-894.558459,15,2.55239,NearlyNeutral,,,,,0.66351,0.07216,0.33649,1.00000,,
OG0007534,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.09979,-893.6492,17,2.70088,PositiveSelection,,,,,0.7813,0.13489,0.0,1.00000,0.2187,1.67308
OG0014206,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.93678,-1687.395176,15,4.19587,NearlyNeutral,,,,,0.36825,0.02112,0.63175,1.00000,,
OG0014206,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.94587,-1686.964083,17,4.2944,PositiveSelection,,,,,0.37403,0.04031,0.60099,1.00000,0.02498,3.29281
OG0006989,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.73641,-9012.137443,15,3.95052,NearlyNeutral,,,,,0.77649,0.07271,0.22351,1.00000,,
OG0006989,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.73641,-9012.137443,17,3.95052,PositiveSelection,,,,,0.77649,0.07271,0.1024,1.00000,0.12111,1.00000
OG0008783,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.31289,-2286.400686,15,2.50097,NearlyNeutral,,,,,0.99999,0.02351,1e-05,1.00000,,
OG0008783,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.31288,-2286.399788,17,2.50094,PositiveSelection,,,,,1.0,0.02351,0.0,1.00000,0.0,1.00000
OG0013452,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.81777,-4359.540878,15,3.06956,NearlyNeutral,,,,,0.51051,0.00251,0.48949,1.00000,,
OG0013452,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.83787,-4355.087232,17,3.27081,PositiveSelection,,,,,0.69917,0.14368,0.12992,1.00000,0.17091,2.19610
OG0006021,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.71389,-4897.341948,15,2.28192,NearlyNeutral,,,,,0.68858,0.00000,0.31142,1.00000,,
OG0006021,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.73836,-4885.584262,17,2.44062,PositiveSelection,,,,,0.75066,0.04389,0.18366,1.00000,0.06568,3.46245
OG0011134,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.50463,-4181.591681,15,2.79509,NearlyNeutral,,,,,0.91846,0.06879,0.08154,1.00000,,
OG0011134,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.50463,-4181.591681,17,2.79509,PositiveSelection,,,,,0.91846,0.06879,0.03527,1.00000,0.04627,1.00000
OG0007020,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.74157,-1984.068068,15,2.69253,NearlyNeutral,,,,,0.68841,0.00000,0.31159,1.00000,,
OG0007020,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.76477,-1982.133036,17,2.92277,PositiveSelection,,,,,0.7121,0.00000,0.1835,1.00000,0.1044,2.25917
OG0006440,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.8413,-2571.841357,15,2.79276,NearlyNeutral,,,,,0.66924,0.05581,0.33076,1.00000,,
OG0006440,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.8413,-2571.841357,17,2.79276,PositiveSelection,,,,,0.66924,0.05581,0.19649,1.00000,0.13427,1.00000
OG0013652,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.68376,-6586.419286,15,2.88657,NearlyNeutral,,,,,0.63882,0.03334,0.36118,1.00000,,
OG0013652,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.7001,-6581.403778,17,2.95652,PositiveSelection,,,,,0.65063,0.04909,0.33924,1.00000,0.01013,6.20997
OG0010355,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.64764,-2021.301903,15,2.70911,NearlyNeutral,,,,,0.89995,0.12111,0.10005,1.00000,,
OG0010355,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.70197,-2015.156723,17,2.87671,PositiveSelection,,,,,0.96969,0.17008,0.01428,1.00000,0.01603,7.12407
OG0010446,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,2.21843,-3811.630877,15,2.35987,NearlyNeutral,,,,,0.41121,0.13617,0.58879,1.00000,,
OG0010446,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,2.37917,-3797.884243,17,2.59451,PositiveSelection,,,,,0.35226,0.14870,0.56981,1.00000,0.07794,4.24275
OG0008771,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.39747,-3672.990019,15,4.03499,NearlyNeutral,,,,,0.9395,0.05549,0.0605,1.00000,,
OG0008771,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.39747,-3672.990019,17,4.03499,PositiveSelection,,,,,0.9395,0.05549,0.01796,1.00000,0.04254,1.00000
OG0006499,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.20834,-2162.592747,15,2.59139,NearlyNeutral,,,,,0.7349,0.02934,0.2651,1.00000,,
OG0006499,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.20834,-2162.592747,17,2.59139,PositiveSelection,,,,,0.7349,0.02934,0.09143,1.00000,0.17367,1.00000
OG0009068,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.52736,-5347.969331,15,3.56564,NearlyNeutral,,,,,0.80124,0.02892,0.19876,1.00000,,
OG0009068,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.56616,-5342.507011,17,3.74065,PositiveSelection,,,,,0.79747,0.02987,0.20129,1.00000,0.00124,53.93817
OG0010005,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.92785,-2641.68516,15,3.32799,NearlyNeutral,,,,,0.86746,0.06252,0.13254,1.00000,,
OG0010005,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.9561,-2640.073317,17,3.39125,PositiveSelection,,,,,0.87299,0.06691,0.12204,1.00000,0.00497,7.20449
OG0014096,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.3203,-9706.650676,15,3.19637,NearlyNeutral,,,,,0.95678,0.02232,0.04322,1.00000,,
OG0014096,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.3203,-9706.650676,17,3.19637,PositiveSelection,,,,,0.95678,0.02232,0.0082,1.00000,0.03502,1.00000
OG0013992,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.69879,-2049.371191,15,1.98516,NearlyNeutral,,,,,0.85116,0.05689,0.14884,1.00000,,
OG0013992,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.85639,-2035.720541,17,2.50772,PositiveSelection,,,,,0.89126,0.09984,0.08813,1.00000,0.02061,12.69429
OG0013121,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.15092,-3192.143212,15,3.56095,NearlyNeutral,,,,,0.53048,0.09744,0.46952,1.00000,,
OG0013121,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.15489,-3192.033589,17,3.59632,PositiveSelection,,,,,0.58023,0.13241,0.33609,1.00000,0.08368,1.48612
OG0009269,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.30695,-4828.687438,15,2.1417,NearlyNeutral,,,,,0.86145,0.00000,0.13855,1.00000,,
OG0009269,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.33899,-4815.315609,17,2.45345,PositiveSelection,,,,,0.87176,0.00000,0.10819,1.00000,0.02005,7.87989
OG0007487,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.89426,-2446.017799,15,5.57811,NearlyNeutral,,,,,0.96844,0.04273,0.03156,1.00000,,
OG0007487,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.89426,-2446.017799,17,5.57811,PositiveSelection,,,,,0.96844,0.04273,0.01565,1.00000,0.01591,1.00000
OG0006451,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47876,-4410.320475,15,3.32163,NearlyNeutral,,,,,0.86775,0.07457,0.13225,1.00000,,
OG0006451,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.48188,-4410.112454,17,3.34227,PositiveSelection,,,,,0.88622,0.08645,0.10946,1.00000,0.00432,4.26842
OG0011893,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.62895,-3394.22957,15,2.96149,NearlyNeutral,,,,,0.87317,0.12621,0.12683,1.00000,,
OG0011893,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.63031,-3394.111698,17,2.96964,PositiveSelection,,,,,0.92667,0.15056,0.0,1.00000,0.07333,1.38867
OG0014164,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,2.12772,-937.826539,15,1.20749,NearlyNeutral,,,,,0.62101,0.02928,0.37899,1.00000,,
OG0014164,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,2.4531,-931.019787,17,1.66838,PositiveSelection,,,,,0.69862,0.08140,0.0,1.00000,0.30138,2.92642
OG0009533,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.66802,-11368.247864,15,2.8668,NearlyNeutral,,,,,0.9429,0.04327,0.0571,1.00000,,
OG0009533,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.66939,-11368.002436,17,2.87565,PositiveSelection,,,,,0.95268,0.04766,0.0387,1.00000,0.00861,1.88533
OG0012080,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.06275,-2567.005005,15,1.93608,NearlyNeutral,,,,,0.54954,0.00000,0.45046,1.00000,,
OG0012080,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.09093,-2562.855156,17,2.01923,PositiveSelection,,,,,0.54151,0.00000,0.41412,1.00000,0.04437,3.77567
OG0011324,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.70788,-3645.819623,15,2.34165,NearlyNeutral,,,,,0.70614,0.00000,0.29386,1.00000,,
OG0011324,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.72446,-3643.746419,17,2.54008,PositiveSelection,,,,,0.76121,0.01214,0.0,1.00000,0.23879,1.53021
OG0010741,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.51442,-1654.658731,15,3.15624,NearlyNeutral,,,,,0.968,0.02302,0.032,1.00000,,
OG0010741,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.51442,-1654.658731,17,3.15623,PositiveSelection,,,,,0.968,0.02302,0.00325,1.00000,0.02875,1.00000
