Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0037410									rna-XM_034427258.1				
OG0037411									rna-XM_034428237.1				
OG0037412									rna-XM_034427261.1				
OG0037413									id-LOC117658725				
OG0037414									rna-XM_034407639.1				
OG0037415									rna-XM_034404881.1				
OG0037416									rna-XM_034405475.1				
OG0037417									rna-XM_034408383.1				
OG0037418									rna-XM_034408446.1				
OG0037419									rna-XM_034407065.1				
OG0037420									rna-XM_034436622.1				
OG0037421									rna-XM_034405548.1				
OG0037422									rna-XM_034408249.1				
OG0037423									rna-XM_034406688.1				
OG0037424									rna-XM_034437299.1				
OG0037425									rna-XM_034437491.1				
OG0037426									rna-XM_034406300.1				
OG0037427									rna-XM_034407481.1				
OG0037428									rna-XM_034408758.1				
OG0037429									rna-XM_034440912.1				
OG0037430									rna-XM_034408763.1				
OG0037431									rna-XM_034405942.1				
OG0037432									rna-XM_034404999.1				
OG0037433									rna-XM_034415778.1				
OG0037434									rna-XM_034415880.1				
OG0037435									rna-XM_034406841.1				
OG0037436									rna-XM_034408138.1				
OG0037437									rna-XM_034424938.1				
OG0037438									rna-XM_034407885.1				
OG0037439									rna-XM_034406276.1				
OG0037440									rna-XM_034433372.1				
OG0037441									rna-XM_034432525.1				
OG0037442									rna-XM_034432537.1				
OG0037443									rna-XM_034431682.1				
OG0037444									rna-XM_034405773.1				
OG0037445									rna-XM_034404996.1				
OG0037446									rna-XM_034407307.1				
OG0037447									rna-XM_034405099.1				
OG0037448									rna-XM_034404746.1				
OG0037449									rna-XM_034419397.1				
OG0037450									rna-XM_034404836.1				
OG0037451									rna-XM_034438632.1				
OG0037452									rna-XM_034407735.1				
OG0037453									rna-XM_034406196.1				
OG0037454									rna-XM_034407090.1				
OG0037455									rna-XM_034406033.1				
OG0037456									rna-XM_034414048.1				
OG0037457									rna-XM_034415256.1				
OG0037458									rna-XM_034415270.1				
OG0037459									rna-XM_034415274.1				
OG0037460									rna-XM_034415255.1				
OG0037461									rna-XM_034405358.1				
OG0037462									rna-XM_034407865.1				
OG0037463									rna-XM_034432840.1				
OG0037464									rna-XM_034424630.1				
OG0037465									rna-XM_034407292.1				
OG0037466									rna-XM_034433903.1				
OG0037467									rna-XM_034404713.1				
OG0037468									rna-XM_034406223.1				
OG0037469									rna-XM_034406422.1				
OG0037470									rna-XM_034408865.1				
OG0037471									rna-XM_034407339.1				
OG0037472									rna-XM_034407645.1				
OG0037473									rna-XM_034407473.1				
OG0037474									rna-XM_034404616.1				
OG0037475									rna-XM_034408202.1				
OG0037476									rna-XM_034424086.1				
OG0037477										rna-XM_015830611.1			
OG0037478										rna-XM_015820557.1			
OG0037479										rna-XM_015828324.1			
OG0037480										rna-XM_015829959.1			
OG0037481										rna-XM_015820511.1			
OG0037482										rna-XM_015825279.1			
OG0037483										rna-XM_015830916.1			
OG0037484										rna-XM_015820750.1			
OG0037485										rna-XM_029287236.1			
OG0037486										rna-XM_015828818.1			
OG0037487										rna-XM_015816634.1			
OG0037488										rna-XM_015830530.1			
OG0037489										rna-XM_015830053.1			
OG0037490										rna-XM_015816598.1			
OG0037491										rna-XM_015818693.1			
OG0037492										rna-XM_029283227.1			
OG0037493										rna-XM_015829068.1			
OG0037494										rna-XM_015831384.1			
OG0037495										rna-XM_029286530.1			
OG0037496										rna-XM_015830612.1			
OG0037497										rna-XM_015824920.1			
OG0037498										rna-XM_029287123.1			
OG0037499										rna-XM_015830389.1			
OG0037500										rna-XM_015827205.1			
OG0037501										rna-XM_015829161.1			
OG0037502										rna-XM_015822244.1			
OG0037503										rna-XM_029285757.1			
OG0037504										rna-XM_015830699.1			
OG0037505										rna-XM_015823367.1			
OG0037506										rna-XM_015830920.1			
OG0037507										rna-XM_015830874.1			
OG0037508										rna-XM_015831443.1			
OG0037509										rna-XM_015817602.2			
OG0037510										rna-XM_029285102.1			
OG0037511										rna-XM_015821241.1			
OG0037512										rna-XM_015823180.1			
OG0037513										rna-XM_029286575.1			
OG0037514										rna-XM_015830381.1			
OG0037515										rna-XM_015813356.1			
OG0037516										rna-XM_015812041.1			
OG0037517										rna-XM_015830924.1			
OG0037518										rna-XM_015824803.1			
OG0037519										rna-XM_015826147.1			
OG0037520										rna-XM_015822590.1			
OG0037521										rna-XM_015825113.1			
OG0037522										rna-XM_015827699.1			
OG0037523										rna-XM_015827712.1			
OG0037524										rna-XM_015827733.1			
OG0037525										rna-XM_015818706.1			
OG0037526										rna-XM_029284804.1			
OG0037527										rna-XM_015825379.2			
OG0037528										rna-XM_015825382.1			
OG0037529										rna-XM_015820526.1			
OG0037530										rna-XM_015824426.2			
OG0037531										rna-XM_015826204.1			
OG0037532										rna-XM_015825910.1			
OG0037533										rna-XM_015827106.1			
OG0037534										rna-XM_015830893.1			
OG0037535										rna-XM_015825072.1			
OG0037536										rna-XM_029285354.1			
OG0037537										rna-XM_029285022.1			
OG0037538										rna-XM_015830019.1			
OG0037539										rna-XM_015823986.1			
OG0037540										rna-XM_015830295.1			
OG0037541										rna-XM_029285760.1			
OG0037542										rna-XM_015826341.1			
OG0037543										rna-XM_029286373.1			
OG0037544										rna-XM_015831031.1			
OG0037545										rna-XM_015830481.1			
OG0037546										rna-XM_015830318.1			
OG0037547										rna-XM_015829142.1			
OG0037548										rna-XM_015831028.1			
OG0037549										rna-XM_015830391.1			
OG0037550										rna-XM_015815543.1			
OG0037551										rna-XM_029287160.1			
OG0037552										rna-XM_015813224.1			
OG0037553										rna-XM_015830881.1			
OG0037554										rna-XM_015824614.1			
OG0037555										rna-XM_015829012.1			
OG0037556										rna-XM_015814735.1			
OG0037557										rna-XM_029286998.1			
OG0037558										rna-XM_015816860.1			
OG0037559										rna-XM_015831281.1			
OG0037560										rna-XM_015831396.1			
OG0037561										rna-XM_015827174.1			
OG0037562										rna-XM_029287213.1			
OG0037563										rna-XM_015831248.1			
OG0037564										rna-XM_015827107.1			
OG0037565										rna-XM_015821864.1			
OG0037566										rna-XM_015830925.1			
OG0037567										rna-XM_015816431.1			
OG0037568										rna-XM_015830122.1			
OG0037569										rna-XM_015828041.1			
OG0037570										rna-XM_029287214.1			
OG0037571										rna-XM_015820305.1			
OG0037572										rna-XM_029287205.1			
OG0037573										rna-XM_015831778.2			
OG0037574										rna-XM_015831779.1			
OG0037575										rna-XM_015824362.1			
OG0037576										rna-XM_015823662.2			
OG0037577										rna-XM_015830003.1			
OG0037578										rna-XM_015830515.1			
OG0037579										rna-XM_015830276.1			
OG0037580										rna-XM_015830358.1			
OG0037581										rna-XM_015830734.1			
OG0037582										rna-XM_015831393.1			
OG0037583										rna-XM_015830948.1			
OG0037584										rna-XM_015829574.1			
OG0037585										rna-XM_015825962.1			
OG0037586										rna-XM_029287164.1			
OG0037587										rna-XM_015824897.1			
OG0037588										rna-XM_015824678.1			
OG0037589										rna-XM_015827883.1			
OG0037590										rna-XM_015823242.1			
OG0037591										rna-XM_015831356.1			
OG0037592										rna-XM_015824249.1			
OG0037593										rna-XM_015829479.1			
OG0037594										rna-XM_015831113.1			
OG0037595										rna-XM_015830436.1			
OG0037596										rna-XM_015828788.1			
OG0037597										rna-XM_015830567.1			
OG0037598										rna-XM_015815656.1			
OG0037599										rna-XM_015831673.1			
OG0037600										rna-XM_015821870.1			
OG0037601										rna-XM_015823291.1			
OG0037602										rna-XM_015830546.1			
OG0037603										rna-XM_015831024.1			
OG0037604										rna-XM_015830698.1			
OG0037605										rna-XM_015831182.1			
OG0037606										rna-XM_015818014.1			
OG0037607										rna-XM_015830660.1			
OG0037608										rna-XM_015831093.1			
OG0037609										rna-XM_015830969.1			
OG0037610										rna-XM_029285686.1			
OG0037611										rna-XM_015815400.1			
OG0037612										rna-XM_015828738.1			
OG0037613										rna-XM_015830675.1			
OG0037614										rna-XM_015828670.1			
OG0037615										rna-XM_015824446.1			
OG0037616										rna-XM_015819361.1			
OG0037617										rna-XM_029284517.1			
OG0037618										rna-XM_015832089.1			
OG0037619										rna-XM_015830162.1			
OG0037620										rna-XM_029283169.1			
OG0037621										rna-XM_015817396.1			
OG0037622										rna-XM_015829883.1			
OG0037623										rna-XM_029286884.1			
OG0037624										rna-XM_015829099.1			
OG0037625										rna-XM_015831059.1			
OG0037626										rna-XM_015822813.1			
OG0037627										rna-XM_015831144.1			
OG0037628										rna-XM_029287162.1			
OG0037629										rna-XM_015830354.1			
OG0037630										rna-XM_015824457.1			
OG0037631										rna-XM_015829605.1			
OG0037632										rna-XM_029285850.1			
OG0037633										rna-XM_015810106.1			
OG0037634										rna-XM_029283002.1			
OG0037635										rna-XM_029282988.1			
OG0037636										rna-XM_015816219.1			
OG0037637										rna-XM_015816386.1			
OG0037638										rna-XM_015828737.1			
OG0037639										rna-XM_015824763.1			
OG0037640										rna-XM_029286736.1			
OG0037641										rna-XM_029287167.1			
OG0037642										rna-XM_015832086.1			
OG0037643										rna-XM_029282973.1			
OG0037644										rna-XM_015816205.1			
OG0037645										rna-XM_029287180.1			
OG0037646										rna-XM_015831017.1			
OG0037647										rna-XM_015830607.1			
OG0037648										rna-XM_015814012.1			
OG0037649										rna-XM_015814047.1			
OG0037650										rna-XM_029287283.1			
OG0037651										rna-XM_015819918.1			
OG0037652										rna-XM_015828462.1			
OG0037653										rna-XM_015831146.1			
OG0037654										rna-XM_015829131.1			
OG0037655										rna-XM_015822285.1			
OG0037656										rna-XM_015830938.1			
OG0037657										rna-XM_015830531.1			
OG0037658										rna-XM_015817321.1			
OG0037659										rna-XM_015817332.1			
OG0037660										rna-XM_015817324.1			
OG0037661										rna-XM_015821474.1			
OG0037662										rna-XM_015820817.1			
OG0037663										rna-XM_015831080.1			
OG0037664										rna-XM_015831156.1			
OG0037665										rna-XM_015831088.1			
OG0037666										rna-XM_015819811.1			
OG0037667										rna-XM_015817621.1			
OG0037668										rna-XM_015812246.1			
OG0037669										rna-XM_015830931.1			
OG0037670										rna-XM_015831914.1			
OG0037671										rna-XM_015825125.1			
OG0037672										rna-XM_015830963.1			
OG0037673										rna-XM_015827816.1			
OG0037674										rna-XM_015815277.1			
OG0037675										rna-XM_015827506.1			
OG0037676										rna-XM_015827510.1			
OG0037677										rna-XM_015831232.1			
OG0037678										rna-XM_015829735.1			
OG0037679										rna-XM_015830315.1			
OG0037680										rna-XM_015828270.1			
OG0037681										rna-XM_015830986.1			
OG0037682										rna-XM_015824431.1			
OG0037683										rna-XM_015830908.1			
OG0037684										rna-XM_015821553.2			
OG0037685										rna-XM_015824487.1			
OG0037686										rna-XM_015827766.1			
OG0037687										rna-XM_015823595.1			
OG0037688										rna-XM_015824377.1			
OG0037689										rna-XM_015831201.1			
OG0037690										rna-XM_029283763.1			
OG0037691										rna-XM_015830089.1			
OG0037692										rna-XM_015828022.2			
OG0037693										rna-XM_015812082.2			
OG0037694										rna-XM_015812073.1			
OG0037695										rna-XM_015821804.1			
OG0037696										rna-XM_029285238.1			
OG0037697										rna-XM_015826659.1			
OG0037698										rna-XM_015830987.1			
OG0037699										rna-XM_015816628.1			
OG0037700										rna-XM_015827815.1			
OG0037701										rna-XM_015831585.1			
OG0037702										rna-XM_015830937.1			
OG0037703										rna-XM_015812315.1			
OG0037704										rna-XM_015826782.1			
OG0037705										rna-XM_015828474.1			
OG0037706										rna-XM_015827131.1			
OG0037707										rna-XM_015829722.1			
OG0037708										rna-XM_015829512.1			
OG0037709										rna-XM_015828562.1			
OG0037710										rna-XM_015824811.1			
OG0037711										rna-XM_015810423.1			
OG0037712										rna-XM_015827621.1			
OG0037713										rna-XM_015821098.1			
OG0037714										rna-XM_029283121.1			
OG0037715										rna-XM_015828102.2			
OG0037716										rna-XM_015818375.1			
OG0037717										rna-XM_015818384.1			
OG0037718										rna-XM_015814438.1			
OG0037719										rna-XM_015830271.1			
OG0037720										rna-XM_015830535.1			
OG0037721										rna-XM_015830936.1			
OG0037722										rna-XM_015828310.1			
OG0037723										rna-XM_015828311.2			
OG0037724										rna-XM_015830771.1			
OG0037725										rna-XM_015830568.1			
OG0037726										rna-XM_015825481.1			
OG0037727										rna-XM_015825203.1			
OG0037728										rna-XM_015829756.1			
OG0037729										rna-XM_015829757.1			
OG0037730										rna-XM_029287168.1			
OG0037731										rna-XM_029287177.1			
OG0037732										rna-XM_015830235.1			
OG0037733										rna-XM_015830419.2			
OG0037734										rna-XM_015830872.1			
OG0037735										rna-XM_015814362.1			
OG0037736										rna-XM_015830971.1			
OG0037737										rna-XM_015830812.1			
OG0037738										rna-XM_015830824.1			
OG0037739										rna-XM_015829958.1			
OG0037740										rna-XM_015813014.1			
OG0037741										rna-XM_015821627.1			
OG0037742										rna-XM_029287056.1			
OG0037743										rna-XM_029284011.1			
OG0037744										rna-XM_015831177.1			
OG0037745										rna-XM_015817902.1			
OG0037746										rna-XM_029287136.1			
OG0037747										rna-XM_015814868.1			
OG0037748										rna-XM_015831119.1			
OG0037749										rna-XM_015826614.2			
OG0037750										rna-XM_015821466.1			
OG0037751										rna-XM_015831002.1			
OG0037752										rna-XM_015826885.1			
OG0037753										rna-XM_015826404.2			
OG0037754										rna-XM_015828284.1			
OG0037755										rna-XM_015824501.1			
OG0037756										rna-XM_015823915.1			
OG0037757										rna-XM_029287051.1			
OG0037758										rna-XM_029286422.1			
OG0037759										rna-XM_015822147.1			
OG0037760										rna-XM_015827976.1			
OG0037761										rna-XM_015814002.1			
OG0037762										rna-XM_015831244.1			
OG0037763										rna-XM_015828468.1			
OG0037764										rna-XM_029286985.1			
OG0037765										rna-XM_015811732.1			
OG0037766										rna-XM_029286554.1			
OG0037767										rna-XM_015828929.1			
OG0037768										rna-XM_015825865.1			
OG0037769										rna-XM_015812680.1			
OG0037770										rna-XM_029286499.1			
OG0037771										rna-XM_015827184.1			
OG0037772										rna-XM_029284764.1			
OG0037773										rna-XM_015823797.1			
OG0037774										id-LOC107296525			
OG0037775										rna-XM_015815255.1			
OG0037776										rna-XM_015824393.1			
OG0037777										rna-XM_015831171.2			
OG0037778										rna-XM_015819496.1			
OG0037779										rna-XM_015821730.1			
OG0037780										rna-XM_015831350.1			
OG0037781										rna-XM_015830493.1			
OG0037782										rna-XM_029283945.1			
OG0037783										rna-XM_015829139.1			
OG0037784										rna-XM_015814418.1			
OG0037785										rna-XM_015811602.1			
OG0037786										rna-XM_015819565.1			
OG0037787										rna-XM_015824096.1			
OG0037788										rna-XM_015815927.1			
OG0037789										rna-XM_029287000.1			
OG0037790										rna-XM_015830678.1			
OG0037791										rna-XM_015816887.1			
OG0037792										rna-XM_015826209.1			
OG0037793										rna-XM_015818467.1			
OG0037794										rna-XM_015828005.2			
OG0037795										rna-XM_029287166.1			
OG0037796										rna-XM_015830884.1			
OG0037797										rna-XM_015830552.1			
OG0037798										rna-XM_015829273.1			
OG0037799										rna-XM_015822750.1			
OG0037800										rna-XM_015817210.2			
OG0037801										rna-XM_015820453.1			
OG0037802										rna-XM_029286981.1			
OG0037803										rna-XM_015815346.1			
OG0037804										rna-XM_015831109.1			
OG0037805										rna-XM_015831258.2			
OG0037806										rna-XM_015829723.1			
OG0037807										rna-XM_015828839.1			
OG0037808										rna-XM_015824071.1			
OG0037809										rna-XM_015811938.1			
OG0037810										rna-XM_015830855.1			
OG0037811										rna-XM_015824859.1			
OG0037812										rna-XM_015830157.1			
OG0037813										rna-XM_015830234.1			
OG0037814										rna-XM_029284063.1			
OG0037815										rna-XM_015810503.1			
OG0037816										rna-XM_015830992.1			
OG0037817										rna-XM_015816286.1			
OG0037818										rna-XM_015820503.1			
OG0037819										rna-XM_015822845.1			
OG0037820										rna-XM_015826397.1			
OG0037821										rna-XM_015826671.1			
OG0037822										rna-XM_015829295.1			
OG0037823										rna-XM_015832243.1			
OG0037824										rna-XM_029285525.1			
OG0037825										rna-XM_015814323.1			
OG0037826										id-LOC107298729			
OG0037827										rna-XM_015818559.1			
OG0037828										rna-XM_015831200.1			
OG0037829										rna-XM_015829271.1			
OG0037830										rna-XM_015827674.1			
OG0037831										rna-XM_015816646.1			
OG0037832										rna-XM_015826328.2			
OG0037833										rna-XM_015824449.1			
OG0037834										rna-XM_015824807.1			
OG0037835										rna-XM_015830816.1			
OG0037836										rna-XM_029285785.1			
OG0037837										rna-XM_015827880.1			
OG0037838										rna-XM_015830584.1			
OG0037839										rna-XM_029287187.1			
OG0037840										rna-XM_029284352.1			
OG0037841										rna-XM_015830958.1			
OG0037842										rna-XM_015826649.1			
OG0037843										rna-XM_015831131.1			
OG0037844										rna-XM_015825240.1			
OG0037845										rna-XM_015831421.1			
OG0037846										rna-XM_015822456.1			
OG0037847										rna-XM_015823483.1			
OG0037848										rna-XM_015829364.1			
OG0037849										rna-XM_029287307.1			
OG0037850										rna-XM_015827059.1			
OG0037851										rna-XM_015819467.1			
OG0037852										rna-XM_015814968.1			
OG0037853										rna-XM_015813813.1			
OG0037854										rna-XM_015822854.1			
OG0037855										rna-XM_015822855.1			
OG0037856										rna-XM_015825323.1			
OG0037857										rna-XM_015828626.1			
OG0037858										rna-XM_015830343.1			
OG0037859										rna-XM_015830351.1			
OG0037860										rna-XM_015830637.1			
OG0037861										rna-XM_029286595.1			
OG0037862										rna-XM_015831117.1			
OG0037863										rna-XM_015832495.1			
OG0037864										rna-XM_015823684.1			
OG0037865										rna-XM_015828007.1			
OG0037866										rna-XM_015819934.1			
OG0037867										rna-XM_015815861.1			
OG0037868										rna-XM_015829386.1			
OG0037869										rna-XM_015831287.1			
OG0037870										rna-XM_029287116.1			
OG0037871										rna-XM_015827179.1			
OG0037872										rna-XM_015817246.1			
OG0037873										rna-XM_015829077.1			
OG0037874										rna-XM_015829730.1			
OG0037875										rna-XM_015828513.1			
OG0037876										rna-XM_015824416.1			
OG0037877										rna-XM_015829787.1			
OG0037878										rna-XM_015826401.1			
OG0037879										rna-XM_029285345.1			
OG0037880										id-LOC107295547			
OG0037881										id-LOC107295552			
OG0037882										rna-XM_015830817.1			
OG0037883										rna-XM_015830274.2			
OG0037884										rna-XM_015813052.1			
OG0037885										rna-XM_015830457.1			
OG0037886										rna-XM_015829727.2			
OG0037887										rna-XM_029284591.1			
OG0037888										rna-XM_015822829.1			
OG0037889										rna-XM_015822828.1			
OG0037890										rna-XM_015816481.2			
OG0037891										rna-XM_015831325.2			
OG0037892										gene-ATP8			
OG0037893										rna-XM_015830835.1			
OG0037894										rna-XM_029284693.1			
OG0037895										rna-XM_015824081.1			
OG0037896										rna-XM_015821055.1			
OG0037897										rna-XM_015831559.1			
OG0037898										rna-XM_015828058.1			
OG0037899										rna-XM_015831164.1			
OG0037900										rna-XM_015821944.1			
OG0037901										rna-XM_029284481.1			
OG0037902										rna-XM_015830415.1			
OG0037903										rna-XM_029284985.1			
OG0037904										rna-XM_029286513.1			
OG0037905										rna-XM_015830339.2			
OG0037906										rna-XM_029286403.1			
OG0037907										rna-XM_015831045.1			
OG0037908										rna-XM_015831173.1			
OG0037909										rna-XM_015829649.1			
OG0037910										rna-XM_015822885.1			
OG0037911										rna-XM_015811916.1			
OG0037912										rna-XM_015810819.1			
OG0037913										rna-XM_015811205.1			
OG0037914										rna-XM_015830841.1			
OG0037915										rna-XM_015819768.1			
OG0037916										rna-XM_015819787.1			
OG0037917										rna-XM_015830680.1			
OG0037918										rna-XM_015830712.1			
OG0037919										rna-XM_015812945.2			
OG0037920										rna-XM_015822585.1			
OG0037921										rna-XM_029287179.1			
OG0037922										rna-XM_015826738.1			
OG0037923										rna-XM_015829198.1			
OG0037924										rna-XM_015819399.1			
OG0037925										rna-XM_015818962.1			
OG0037926										rna-XM_015830435.1			
OG0037927										rna-XM_015815974.1			
OG0037928										rna-XM_015829442.2			
OG0037929										rna-XM_015813942.1			
OG0037930										rna-XM_015816703.1			
OG0037931										rna-XM_015824279.1			
OG0037932										rna-XM_015830783.1			
OG0037933										rna-XM_015830494.1			
OG0037934										rna-XM_015831220.1			
OG0037935										rna-XM_015813733.1			
OG0037936										rna-XM_015810785.1			
OG0037937										rna-XM_015814836.1			
OG0037938										rna-XM_015810778.1			
OG0037939										rna-XM_015830296.1			
OG0037940										rna-XM_029285282.1			
OG0037941										rna-XM_015817785.1			
OG0037942										rna-XM_015817808.1			
OG0037943										rna-XM_015825637.1			
OG0037944										rna-XM_015820902.1			
OG0037945										rna-XM_015828566.1			
OG0037946										rna-XM_015831580.1			
OG0037947										rna-XM_015828197.1			
OG0037948										rna-XM_015827251.1			
OG0037949										rna-XM_015830437.1			
OG0037950										rna-XM_015829060.1			
OG0037951										rna-XM_015828527.1			
OG0037952										rna-XM_015821892.1			
OG0037953										rna-XM_015830623.1			
OG0037954										rna-XM_015822944.1			
OG0037955										rna-XM_015826934.1			
OG0037956										rna-XM_029287089.1			
OG0037957										rna-XM_015829789.1			
OG0037958										rna-XM_015829791.1			
OG0037959										rna-XM_015828537.1			
OG0037960										rna-XM_015831236.1			
OG0037961										rna-XM_015823470.1			
OG0037962										rna-XM_015831253.1			
OG0037963										rna-XM_015828034.1			
OG0037964										rna-XM_015827429.1			
OG0037965										rna-XM_015829827.1			
OG0037966										rna-XM_015824494.1			
OG0037967										rna-XM_015829919.1			
OG0037968										rna-XM_015818131.1			
OG0037969										rna-XM_015814572.1			
OG0037970										rna-XM_015830796.1			
OG0037971										rna-XM_015817221.1			
OG0037972										rna-XM_015830975.1			
OG0037973										rna-XM_015829656.1			
OG0037974										rna-XM_015815154.1			
OG0037975										rna-XM_015818134.1			
OG0037976										rna-XM_029283092.1			
OG0037977										rna-XM_015830259.1			
OG0037978										rna-XM_015830883.1			
OG0037979										rna-XM_015831111.1			
OG0037980											rna-XM_026714549.1		
OG0037981											rna-XM_026714509.1		
OG0037982											rna-XM_026725278.1		
OG0037983											rna-XM_026724821.1		
OG0037984											rna-XM_026725512.1		
OG0037985											rna-XM_026726113.1		
OG0037986											rna-XM_026709950.1		
OG0037987											rna-XM_026723063.1		
OG0037988											rna-XM_026725707.1		
OG0037989											rna-XM_026713122.1		
OG0037990											rna-XM_026713132.1		
OG0037991											rna-XM_026712403.1		
OG0037992											rna-XM_026722400.1		
OG0037993											rna-XM_026724868.1		
OG0037994											rna-XM_026703681.1		
OG0037995											rna-XM_026705110.1		
OG0037996											rna-XM_026721334.1		
OG0037997											rna-XM_026725353.1		
OG0037998											rna-XM_026724909.1		
OG0037999											rna-XM_026724616.1		
OG0038000											rna-XM_026719354.1		
OG0038001											rna-XM_026724926.1		
OG0038002											rna-XM_026726401.1		
OG0038003											rna-XM_026725525.1		
OG0038004											rna-XM_026725825.1		
OG0038005											rna-XM_026724969.1		
OG0038006											rna-XM_026726266.1		
OG0038007											rna-XM_026725027.1		
OG0038008											rna-XM_026723390.1		
OG0038009											rna-XM_026726342.1		
OG0038010											rna-XM_026726150.1		
OG0038011											rna-XM_026725380.1		
OG0038012											rna-XM_026726115.1		
OG0038013											rna-XM_026710213.1		
OG0038014											rna-XM_026725909.1		
OG0038015											rna-XM_026725995.1		
OG0038016											id-LOC113451509		
OG0038017											id-LOC113451513		
OG0038018											rna-XM_026715343.1		
OG0038019											rna-XM_026715413.1		
OG0038020											rna-XM_026715390.1		
OG0038021											rna-XM_026725412.1		
OG0038022											rna-XM_026726148.1		
OG0038023											rna-XM_026716481.1		
OG0038024											rna-XM_026716320.1		
OG0038025											rna-XM_026724727.1		
OG0038026											rna-XM_026725714.1		
OG0038027											rna-XM_026726271.1		
OG0038028											id-LOC113448757		
OG0038029											rna-XM_026722010.1		
OG0038030											rna-XM_026726174.1		
OG0038031											rna-XM_026725757.1		
OG0038032											rna-XM_026724713.1		
OG0038033											rna-XM_026725070.1		
OG0038034											rna-XM_026703473.1		
OG0038035											rna-XM_026726412.1		
OG0038036											id-LOC113453033		
OG0038037											rna-XM_026725124.1		
OG0038038											rna-XM_026719150.1		
OG0038039											rna-XM_026722184.1		
OG0038040											rna-XM_026725057.1		
OG0038041											rna-XM_026725938.1		
OG0038042											rna-XM_026707735.1		
OG0038043											rna-XM_026725498.1		
OG0038044											rna-XM_026725883.1		
OG0038045											rna-XM_026725594.1		
OG0038046											rna-XM_026725413.1		
OG0038047											rna-XM_026718725.1		
OG0038048											rna-XM_026723801.1		
OG0038049											rna-XM_026726091.1		
OG0038050											rna-XM_026710365.1		
OG0038051											rna-XM_026725804.1		
OG0038052											rna-XM_026725497.1		
OG0038053											rna-XM_026725126.1		
OG0038054											rna-XM_026702890.1		
OG0038055											rna-XM_026703168.1		
OG0038056											rna-XM_026703108.1		
OG0038057											rna-XM_026695157.1		
OG0038058											rna-XM_026725967.1		
OG0038059											rna-XM_026699611.1		
OG0038060											rna-XM_026699612.1		
OG0038061											rna-XM_026725397.1		
OG0038062											rna-XM_026706762.1		
OG0038063											rna-XM_026726244.1		
OG0038064											rna-XM_026724567.1		
OG0038065											rna-XM_026716237.1		
OG0038066											rna-XM_026716241.1		
OG0038067											rna-XM_026722226.1		
OG0038068											rna-XM_026724704.1		
OG0038069											rna-XM_026726360.1		
OG0038070											rna-XM_026723129.1		
OG0038071											rna-XM_026704565.1		
OG0038072											rna-XM_026704636.1		
OG0038073											rna-XM_026704600.1		
OG0038074											rna-XM_026704604.1		
OG0038075											rna-XM_026704606.1		
OG0038076											rna-XM_026704622.1		
OG0038077											rna-XM_026723987.1		
OG0038078											rna-XM_026726191.1		
OG0038079											rna-XM_026726413.1		
OG0038080											rna-XM_026724723.1		
OG0038081											rna-XM_026724962.1		
OG0038082											rna-XM_026726046.1		
OG0038083											rna-XM_026725860.1		
OG0038084											rna-XM_026714116.1		
OG0038085											rna-XM_026725257.1		
OG0038086											rna-XM_026721962.1		
OG0038087											rna-XM_026698492.1		
OG0038088											rna-XM_026698547.1		
OG0038089											rna-XM_026698831.1		
OG0038090											rna-XM_026700475.1		
OG0038091											rna-XM_026717696.1		
OG0038092											rna-XM_026726012.1		
OG0038093											rna-XM_026725917.1		
OG0038094											rna-XM_026705665.1		
OG0038095											rna-XM_026722934.1		
OG0038096											rna-XM_026726249.1		
OG0038097											rna-XM_026713738.1		
OG0038098											rna-XM_026726469.1		
OG0038099											rna-XM_026725717.1		
OG0038100											rna-XM_026724462.1		
OG0038101											rna-XM_026725034.1		
OG0038102											rna-XM_026726272.1		
OG0038103											rna-XM_026724298.1		
OG0038104											rna-XM_026720274.1		
OG0038105											rna-XM_026702823.1		
OG0038106											rna-XM_026725289.1		
OG0038107											rna-XM_026726124.1		
OG0038108											rna-XM_026718489.1		
OG0038109											rna-XM_026725138.1		
OG0038110											rna-XM_026726380.1		
OG0038111											rna-XM_026725969.1		
OG0038112											rna-XM_026725551.1		
OG0038113											rna-XM_026726201.1		
OG0038114											rna-XM_026725899.1		
OG0038115											rna-XM_026711666.1		
OG0038116											rna-XM_026726362.1		
OG0038117											rna-XM_026725599.1		
OG0038118											rna-XM_026724984.1		
OG0038119											rna-XM_026725767.1		
OG0038120											rna-XM_026726259.1		
OG0038121											rna-XM_026725506.1		
OG0038122											rna-XM_026724022.1		
OG0038123											rna-XM_026725405.1		
OG0038124											rna-XM_026724185.1		
OG0038125											rna-XM_026709004.1		
OG0038126											rna-XM_026725988.1		
OG0038127											rna-XM_026726044.1		
OG0038128											rna-XM_026725598.1		
OG0038129											rna-XM_026724826.1		
OG0038130											rna-XM_026726462.1		
OG0038131											rna-XM_026713910.1		
OG0038132											rna-XM_026710985.1		
OG0038133											rna-XM_026710987.1		
OG0038134											rna-XM_026705367.1		
OG0038135											rna-XM_026721129.1		
OG0038136											rna-XM_026725338.1		
OG0038137											rna-XM_026724696.1		
OG0038138											rna-XM_026722412.1		
OG0038139											rna-XM_026725265.1		
