species,qaccver,saccver
protobothrops_mucrosquamatus,rna-XM_015814760.1,P35227
protobothrops_mucrosquamatus,rna-XM_015814761.1,P33672
protobothrops_mucrosquamatus,rna-XM_015814762.2,P78356
protobothrops_mucrosquamatus,rna-XM_015814766.1,P62832
protobothrops_mucrosquamatus,rna-XM_015814768.1,Q2HJB9
protobothrops_mucrosquamatus,rna-XM_015814776.2,Q8IWV8
protobothrops_mucrosquamatus,rna-XM_015814792.1,A0JNN3
protobothrops_mucrosquamatus,rna-XM_015814799.1,Q9NWD8
protobothrops_mucrosquamatus,rna-XM_015814805.1,Q6VH22
protobothrops_mucrosquamatus,rna-XM_015814806.1,Q4R8X0
protobothrops_mucrosquamatus,rna-XM_015814811.1,Q15036
protobothrops_mucrosquamatus,rna-XM_015814814.1,Q91YL3
protobothrops_mucrosquamatus,rna-XM_015814817.1,Q5REJ9
protobothrops_mucrosquamatus,rna-XM_015814819.1,P27708
protobothrops_mucrosquamatus,rna-XM_015814829.1,Q5XIT1
protobothrops_mucrosquamatus,rna-XM_015814857.1,B0BLS0
protobothrops_mucrosquamatus,rna-XM_015814858.1,Q64392
protobothrops_mucrosquamatus,rna-XM_015814861.1,Q3KR37
protobothrops_mucrosquamatus,rna-XM_015814862.1,E1BWM5
protobothrops_mucrosquamatus,rna-XM_015814863.2,O15550
protobothrops_mucrosquamatus,rna-XM_015814872.1,Q2KI78
protobothrops_mucrosquamatus,rna-XM_015814876.1,Q7Z5A9
protobothrops_mucrosquamatus,rna-XM_015814879.1,P31371
protobothrops_mucrosquamatus,rna-XM_015814880.1,Q9JLC8
protobothrops_mucrosquamatus,rna-XM_015814887.1,Q9NRD0
protobothrops_mucrosquamatus,rna-XM_015814890.1,O75446
protobothrops_mucrosquamatus,rna-XM_015814891.1,P57695
protobothrops_mucrosquamatus,rna-XM_015814893.1,Q4KLK8
protobothrops_mucrosquamatus,rna-XM_015814895.1,P61295
protobothrops_mucrosquamatus,rna-XM_015814896.2,P84175
protobothrops_mucrosquamatus,rna-XM_015814898.1,O95677
protobothrops_mucrosquamatus,rna-XM_015814899.1,O14936
protobothrops_mucrosquamatus,rna-XM_015814901.2,P24346
protobothrops_mucrosquamatus,rna-XM_015814905.2,P62919
protobothrops_mucrosquamatus,rna-XM_015814906.1,Q93008
protobothrops_mucrosquamatus,rna-XM_015814907.1,O60244
protobothrops_mucrosquamatus,rna-XM_015814916.2,Q62283
protobothrops_mucrosquamatus,rna-XM_015814917.1,O14925
protobothrops_mucrosquamatus,rna-XM_015814926.1,O93327
protobothrops_mucrosquamatus,rna-XM_015814928.1,P56673
protobothrops_mucrosquamatus,rna-XM_015814951.1,A8WIP6
protobothrops_mucrosquamatus,rna-XM_015814954.2,O60830
protobothrops_mucrosquamatus,rna-XM_015814970.1,Q2L969
protobothrops_mucrosquamatus,rna-XM_015814982.1,P28358
protobothrops_mucrosquamatus,rna-XM_015814998.1,Q920B9
protobothrops_mucrosquamatus,rna-XM_015815006.2,Q13523
protobothrops_mucrosquamatus,rna-XM_015815027.1,P54646
protobothrops_mucrosquamatus,rna-XM_015815038.1,O75553
protobothrops_mucrosquamatus,rna-XM_015815040.1,P61959
protobothrops_mucrosquamatus,rna-XM_015815050.1,Q8R1F6
protobothrops_mucrosquamatus,rna-XM_015815067.2,Q2M389
protobothrops_mucrosquamatus,rna-XM_015815069.1,Q3SY69
protobothrops_mucrosquamatus,rna-XM_015815072.1,Q5ZHX6
protobothrops_mucrosquamatus,rna-XM_015815075.1,Q9NPF2
protobothrops_mucrosquamatus,rna-XM_015815077.1,Q96A44
protobothrops_mucrosquamatus,rna-XM_015815086.1,Q8K4Q0
protobothrops_mucrosquamatus,rna-XM_015815096.1,Q5FYB0
protobothrops_mucrosquamatus,rna-XM_015815098.1,Q9WV03
protobothrops_mucrosquamatus,rna-XM_015815104.1,Q6PDV7
protobothrops_mucrosquamatus,rna-XM_015815105.1,P41565
protobothrops_mucrosquamatus,rna-XM_015815106.1,Q5ZL55
protobothrops_mucrosquamatus,rna-XM_015815111.1,O18875
protobothrops_mucrosquamatus,rna-XM_015815114.1,P21810
protobothrops_mucrosquamatus,rna-XM_015815116.1,P21333
protobothrops_mucrosquamatus,rna-XM_015815118.1,Q6GMN2
protobothrops_mucrosquamatus,rna-XM_015815124.1,P50398
protobothrops_mucrosquamatus,rna-XM_015815126.1,O70150
protobothrops_mucrosquamatus,rna-XM_015815128.1,Q64568
protobothrops_mucrosquamatus,rna-XM_015815141.1,Q9R012
protobothrops_mucrosquamatus,rna-XM_015815144.1,P10949
protobothrops_mucrosquamatus,rna-XM_015815156.1,E9Q5K9
protobothrops_mucrosquamatus,rna-XM_015815172.1,Q02977
protobothrops_mucrosquamatus,rna-XM_015815175.1,Q90844
protobothrops_mucrosquamatus,rna-XM_015815176.1,A2BDB0
protobothrops_mucrosquamatus,rna-XM_015815188.1,O00170
protobothrops_mucrosquamatus,rna-XM_015815196.1,P60670
protobothrops_mucrosquamatus,rna-XM_015815199.1,Q2HXW4
protobothrops_mucrosquamatus,rna-XM_015815224.1,P63159
protobothrops_mucrosquamatus,rna-XM_015815234.1,Q5F3U9
protobothrops_mucrosquamatus,rna-XM_015815237.1,Q8R323
protobothrops_mucrosquamatus,rna-XM_015815239.1,Q14192
protobothrops_mucrosquamatus,rna-XM_015815247.1,Q5TBA9
protobothrops_mucrosquamatus,rna-XM_015815250.1,P63174
protobothrops_mucrosquamatus,rna-XM_015815254.1,P79745
protobothrops_mucrosquamatus,rna-XM_015815256.2,Q96CN7
protobothrops_mucrosquamatus,rna-XM_015815263.1,Q9BT67
protobothrops_mucrosquamatus,rna-XM_015815265.1,A4FV08
protobothrops_mucrosquamatus,rna-XM_015815267.1,Q5RDM4
protobothrops_mucrosquamatus,rna-XM_015815272.1,O94921
protobothrops_mucrosquamatus,rna-XM_015815273.1,O57328
protobothrops_mucrosquamatus,rna-XM_015815275.1,O46420
protobothrops_mucrosquamatus,rna-XM_015815279.1,Q9QXM0
protobothrops_mucrosquamatus,rna-XM_015815286.2,Q5ZJX1
protobothrops_mucrosquamatus,rna-XM_015815287.1,E1C1U1
protobothrops_mucrosquamatus,rna-XM_015815288.2,Q6XL41
protobothrops_mucrosquamatus,rna-XM_015815301.1,Q9HBZ2
protobothrops_mucrosquamatus,rna-XM_015815302.2,Q32L63
protobothrops_mucrosquamatus,rna-XM_015815306.1,Q9JJK4
protobothrops_mucrosquamatus,rna-XM_015815311.1,Q7Z6V5
protobothrops_mucrosquamatus,rna-XM_015815312.1,Q8BHJ9
protobothrops_mucrosquamatus,rna-XM_015815324.2,O43681
protobothrops_mucrosquamatus,rna-XM_015815327.1,Q99LG2
protobothrops_mucrosquamatus,rna-XM_015815329.2,Q9BRX9
protobothrops_mucrosquamatus,rna-XM_015815330.1,F8RT80
protobothrops_mucrosquamatus,rna-XM_015815331.1,Q9EQQ8
protobothrops_mucrosquamatus,rna-XM_015815347.2,Q96RE7
protobothrops_mucrosquamatus,rna-XM_015815351.1,Q07497
protobothrops_mucrosquamatus,rna-XM_015815360.1,P30876
protobothrops_mucrosquamatus,rna-XM_015815374.1,Q08289
protobothrops_mucrosquamatus,rna-XM_015815379.1,Q9D4P0
protobothrops_mucrosquamatus,rna-XM_015815382.1,Q5F425
protobothrops_mucrosquamatus,rna-XM_015815390.1,Q8QG74
protobothrops_mucrosquamatus,rna-XM_015815391.2,Q08013
protobothrops_mucrosquamatus,rna-XM_015815396.1,Q9R1Q2
protobothrops_mucrosquamatus,rna-XM_015815402.1,P11884
protobothrops_mucrosquamatus,rna-XM_015815403.2,Q8IW41
protobothrops_mucrosquamatus,rna-XM_015815405.1,Q6NVU2
protobothrops_mucrosquamatus,rna-XM_015815408.1,Q3T0M0
protobothrops_mucrosquamatus,rna-XM_015815410.1,Q5PQR4
protobothrops_mucrosquamatus,rna-XM_015815427.1,Q8NI37
protobothrops_mucrosquamatus,rna-XM_015815438.1,Q90687
protobothrops_mucrosquamatus,rna-XM_015815439.2,P21533
protobothrops_mucrosquamatus,rna-XM_015815440.1,Q32M00
protobothrops_mucrosquamatus,rna-XM_015815441.2,Q9Y4D8
protobothrops_mucrosquamatus,rna-XM_015815444.1,Q7Z569
protobothrops_mucrosquamatus,rna-XM_015815445.1,Q99700
protobothrops_mucrosquamatus,rna-XM_015815447.1,P02610
protobothrops_mucrosquamatus,rna-XM_015815450.1,Q96AX1
protobothrops_mucrosquamatus,rna-XM_015815453.1,Q9CXE2
protobothrops_mucrosquamatus,rna-XM_015815459.2,Q5ZKK3
protobothrops_mucrosquamatus,rna-XM_015815465.1,Q3L254
protobothrops_mucrosquamatus,rna-XM_015815474.1,Q08DP2
protobothrops_mucrosquamatus,rna-XM_015815477.1,Q8CAA7
protobothrops_mucrosquamatus,rna-XM_015815483.1,P49407
protobothrops_mucrosquamatus,rna-XM_015815485.1,Q9H098
protobothrops_mucrosquamatus,rna-XM_015815490.1,Q28250
protobothrops_mucrosquamatus,rna-XM_015815496.1,Q8BVQ5
protobothrops_mucrosquamatus,rna-XM_015815497.1,Q5ZJ54
protobothrops_mucrosquamatus,rna-XM_015815499.1,O97562
protobothrops_mucrosquamatus,rna-XM_015815506.1,O93361
protobothrops_mucrosquamatus,rna-XM_015815507.2,P53488
protobothrops_mucrosquamatus,rna-XM_015815508.1,Q7Z698
protobothrops_mucrosquamatus,rna-XM_015815512.1,P84104
protobothrops_mucrosquamatus,rna-XM_015815513.2,Q5R8M1
protobothrops_mucrosquamatus,rna-XM_015815515.2,Q7Z5Y7
protobothrops_mucrosquamatus,rna-XM_015815516.1,P23511
protobothrops_mucrosquamatus,rna-XM_015815519.1,P70227
protobothrops_mucrosquamatus,rna-XM_015815535.1,P36871
protobothrops_mucrosquamatus,rna-XM_015815537.1,Q01973
protobothrops_mucrosquamatus,rna-XM_015815538.1,Q8N0U8
protobothrops_mucrosquamatus,rna-XM_015815549.1,O70281
protobothrops_mucrosquamatus,rna-XM_015815550.1,Q9NRE2
protobothrops_mucrosquamatus,rna-XM_015815556.1,Q5RC80
protobothrops_mucrosquamatus,rna-XM_015815559.1,Q9Y697
protobothrops_mucrosquamatus,rna-XM_015815560.1,A4QNF3
protobothrops_mucrosquamatus,rna-XM_015815561.1,O18973
protobothrops_mucrosquamatus,rna-XM_015815567.1,Q803I2
protobothrops_mucrosquamatus,rna-XM_015815574.1,Q5ZJP7
protobothrops_mucrosquamatus,rna-XM_015815576.1,Q9TU47
protobothrops_mucrosquamatus,rna-XM_015815577.1,Q8N653
protobothrops_mucrosquamatus,rna-XM_015815578.1,Q5F3R2
protobothrops_mucrosquamatus,rna-XM_015815579.1,Q9BQE3
protobothrops_mucrosquamatus,rna-XM_015815581.1,Q53G59
protobothrops_mucrosquamatus,rna-XM_015815586.1,Q91YE6
protobothrops_mucrosquamatus,rna-XM_015815587.2,Q9Y5R2
protobothrops_mucrosquamatus,rna-XM_015815601.1,Q9BS18
protobothrops_mucrosquamatus,rna-XM_015815618.1,O13113
protobothrops_mucrosquamatus,rna-XM_015815620.1,Q8R001
protobothrops_mucrosquamatus,rna-XM_015815624.1,A0JN61
protobothrops_mucrosquamatus,rna-XM_015815631.1,Q9UJT0
protobothrops_mucrosquamatus,rna-XM_015815632.1,Q05876
protobothrops_mucrosquamatus,rna-XM_015815637.1,Q9JJ80
protobothrops_mucrosquamatus,rna-XM_015815639.1,P79888
protobothrops_mucrosquamatus,rna-XM_015815650.2,Q58A45
protobothrops_mucrosquamatus,rna-XM_015815654.1,Q8N448
protobothrops_mucrosquamatus,rna-XM_015815657.1,Q7TT50
protobothrops_mucrosquamatus,rna-XM_015815659.1,Q13114
protobothrops_mucrosquamatus,rna-XM_015815663.1,O15397
protobothrops_mucrosquamatus,rna-XM_015815671.2,Q5ZLH0
protobothrops_mucrosquamatus,rna-XM_015815672.2,O00429
protobothrops_mucrosquamatus,rna-XM_015815677.2,Q5ZJV7
protobothrops_mucrosquamatus,rna-XM_015815680.1,Q5RCK6
protobothrops_mucrosquamatus,rna-XM_015815683.2,A6H7F7
protobothrops_mucrosquamatus,rna-XM_015815696.1,Q9P203
protobothrops_mucrosquamatus,rna-XM_015815702.2,P50616
protobothrops_mucrosquamatus,rna-XM_015815704.1,Q58A65
protobothrops_mucrosquamatus,rna-XM_015815709.1,Q5BIN5
protobothrops_mucrosquamatus,rna-XM_015815712.1,Q791B0
protobothrops_mucrosquamatus,rna-XM_015815725.1,A5PK45
protobothrops_mucrosquamatus,rna-XM_015815739.1,Q4G2S9
protobothrops_mucrosquamatus,rna-XM_015815741.1,F1PCT7
protobothrops_mucrosquamatus,rna-XM_015815745.1,P00523
protobothrops_mucrosquamatus,rna-XM_015815749.1,P11387
protobothrops_mucrosquamatus,rna-XM_015815750.1,A4K2W1
protobothrops_mucrosquamatus,rna-XM_015815754.1,P05408
protobothrops_mucrosquamatus,rna-XM_015815755.2,Q5R6F0
protobothrops_mucrosquamatus,rna-XM_015815766.1,O73754
protobothrops_mucrosquamatus,rna-XM_015815780.1,Q9D7P6
protobothrops_mucrosquamatus,rna-XM_015815784.1,Q1JP63
protobothrops_mucrosquamatus,rna-XM_015815791.1,Q9H3F6
protobothrops_mucrosquamatus,rna-XM_015815793.1,Q08CZ0
protobothrops_mucrosquamatus,rna-XM_015815796.1,Q9HBA0
protobothrops_mucrosquamatus,rna-XM_015815805.1,Q91318
protobothrops_mucrosquamatus,rna-XM_015815806.1,Q6ICH7
protobothrops_mucrosquamatus,rna-XM_015815807.1,Q5ZJI0
protobothrops_mucrosquamatus,rna-XM_015815811.1,Q8C031
protobothrops_mucrosquamatus,rna-XM_015815816.1,Q5VV63
protobothrops_mucrosquamatus,rna-XM_015815817.1,Q5W0V3
protobothrops_mucrosquamatus,rna-XM_015815819.1,O14639
protobothrops_mucrosquamatus,rna-XM_015815824.2,O13156
protobothrops_mucrosquamatus,rna-XM_015815829.1,P19352
protobothrops_mucrosquamatus,rna-XM_015815850.1,Q91Z46
protobothrops_mucrosquamatus,rna-XM_015815853.1,Q9H857
protobothrops_mucrosquamatus,rna-XM_015815860.2,Q3T134
protobothrops_mucrosquamatus,rna-XM_015815866.1,P02591
protobothrops_mucrosquamatus,rna-XM_015815889.1,Q13191
protobothrops_mucrosquamatus,rna-XM_015815893.1,Q17QN0
protobothrops_mucrosquamatus,rna-XM_015815894.1,P09479
protobothrops_mucrosquamatus,rna-XM_015815900.1,Q5ZM25
protobothrops_mucrosquamatus,rna-XM_015815901.1,Q6IN36
protobothrops_mucrosquamatus,rna-XM_015815902.1,Q64HY3
protobothrops_mucrosquamatus,rna-XM_015815903.1,Q90WR8
protobothrops_mucrosquamatus,rna-XM_015815904.1,Q5VWX1
protobothrops_mucrosquamatus,rna-XM_015815906.1,Q78EG7
protobothrops_mucrosquamatus,rna-XM_015815910.1,Q9CPX6
protobothrops_mucrosquamatus,rna-XM_015815912.2,Q5F3N1
protobothrops_mucrosquamatus,rna-XM_015815915.1,O95835
protobothrops_mucrosquamatus,rna-XM_015815916.1,Q1HGK7
protobothrops_mucrosquamatus,rna-XM_015815919.1,Q99K90
protobothrops_mucrosquamatus,rna-XM_015815920.1,Q9Y2C2
protobothrops_mucrosquamatus,rna-XM_015815923.1,D4ABB8
protobothrops_mucrosquamatus,rna-XM_015815924.1,O88942
protobothrops_mucrosquamatus,rna-XM_015815926.1,O73606
protobothrops_mucrosquamatus,rna-XM_015815932.1,Q9EQP2
protobothrops_mucrosquamatus,rna-XM_015815962.1,P18847
protobothrops_mucrosquamatus,rna-XM_015815963.1,O93319
protobothrops_mucrosquamatus,rna-XM_015815965.1,Q5ZJ65
protobothrops_mucrosquamatus,rna-XM_015815970.1,Q9CZ82
protobothrops_mucrosquamatus,rna-XM_015815973.1,P81126
protobothrops_mucrosquamatus,rna-XM_015815982.1,O55144
protobothrops_mucrosquamatus,rna-XM_015815983.2,Q5ZJD7
protobothrops_mucrosquamatus,rna-XM_015815994.2,Q9NR09
protobothrops_mucrosquamatus,rna-XM_015815995.2,Q9P2D3
protobothrops_mucrosquamatus,rna-XM_015816006.1,Q13136
protobothrops_mucrosquamatus,rna-XM_015816009.1,Q01406
protobothrops_mucrosquamatus,rna-XM_015816011.1,P63269
protobothrops_mucrosquamatus,rna-XM_015816012.1,Q9QZZ6
protobothrops_mucrosquamatus,rna-XM_015816016.1,A6H7H7
protobothrops_mucrosquamatus,rna-XM_015816017.1,P25791
protobothrops_mucrosquamatus,rna-XM_015816018.1,Q9H0A0
protobothrops_mucrosquamatus,rna-XM_015816020.1,Q60865
protobothrops_mucrosquamatus,rna-XM_015816030.1,A2VCX1
protobothrops_mucrosquamatus,rna-XM_015816035.1,Q5ZJQ7
protobothrops_mucrosquamatus,rna-XM_015816044.1,Q2TA03
protobothrops_mucrosquamatus,rna-XM_015816050.1,Q96P50
protobothrops_mucrosquamatus,rna-XM_015816056.1,Q5ZIJ9
protobothrops_mucrosquamatus,rna-XM_015816058.2,Q6NVR9
protobothrops_mucrosquamatus,rna-XM_015816064.1,Q6TPH0
protobothrops_mucrosquamatus,rna-XM_015816067.1,Q4R7L3
protobothrops_mucrosquamatus,rna-XM_015816069.1,Q9YGJ8
protobothrops_mucrosquamatus,rna-XM_015816070.1,J3SDW9
protobothrops_mucrosquamatus,rna-XM_015816071.2,J3S832
protobothrops_mucrosquamatus,rna-XM_015816072.2,J3S832
protobothrops_mucrosquamatus,rna-XM_015816073.1,Q91509
protobothrops_mucrosquamatus,rna-XM_015816074.1,Q9DG84
protobothrops_mucrosquamatus,rna-XM_015816075.1,Q5FZI5
protobothrops_mucrosquamatus,rna-XM_015816076.2,O13058
protobothrops_mucrosquamatus,rna-XM_015816078.1,Q9DG83
protobothrops_mucrosquamatus,rna-XM_015816085.1,P23806
protobothrops_mucrosquamatus,rna-XM_015816119.1,Q8TDX7
protobothrops_mucrosquamatus,rna-XM_015816136.1,Q8C2L6
protobothrops_mucrosquamatus,rna-XM_015816137.1,Q5R444
protobothrops_mucrosquamatus,rna-XM_015816138.2,Q15139
protobothrops_mucrosquamatus,rna-XM_015816139.1,Q8WVM8
protobothrops_mucrosquamatus,rna-XM_015816145.1,Q9Y587
protobothrops_mucrosquamatus,rna-XM_015816147.1,Q9ULT8
protobothrops_mucrosquamatus,rna-XM_015816152.1,Q90881
protobothrops_mucrosquamatus,rna-XM_015816153.1,Q9UKF6
protobothrops_mucrosquamatus,rna-XM_015816154.1,O43150
protobothrops_mucrosquamatus,rna-XM_015816156.1,Q5ZKL6
protobothrops_mucrosquamatus,rna-XM_015816157.1,Q9ULH0
protobothrops_mucrosquamatus,rna-XM_015816158.1,Q5RCH7
protobothrops_mucrosquamatus,rna-XM_015816165.1,Q9Z204
protobothrops_mucrosquamatus,rna-XM_015816170.2,O42410
protobothrops_mucrosquamatus,rna-XM_015816173.1,O70299
protobothrops_mucrosquamatus,rna-XM_015816179.1,O15198
protobothrops_mucrosquamatus,rna-XM_015816184.1,O15075
protobothrops_mucrosquamatus,rna-XM_015816189.1,A2A2V5
protobothrops_mucrosquamatus,rna-XM_015816195.1,Q5F3U0
protobothrops_mucrosquamatus,rna-XM_015816196.1,Q5RDQ3
protobothrops_mucrosquamatus,rna-XM_015816197.1,Q9D7M8
protobothrops_mucrosquamatus,rna-XM_015816199.1,Q9C0J8
protobothrops_mucrosquamatus,rna-XM_015816206.1,O73700
protobothrops_mucrosquamatus,rna-XM_015816208.1,Q8NFY4
protobothrops_mucrosquamatus,rna-XM_015816212.1,P61203
protobothrops_mucrosquamatus,rna-XM_015816218.1,Q13423
protobothrops_mucrosquamatus,rna-XM_015816226.1,P0C2S0
protobothrops_mucrosquamatus,rna-XM_015816233.1,Q3T139
protobothrops_mucrosquamatus,rna-XM_015816247.1,P15880
protobothrops_mucrosquamatus,rna-XM_015816249.1,Q3SZ10
protobothrops_mucrosquamatus,rna-XM_015816254.1,Q6TFL4
protobothrops_mucrosquamatus,rna-XM_015816259.1,Q5R4M8
protobothrops_mucrosquamatus,rna-XM_015816264.1,Q9NTM9
protobothrops_mucrosquamatus,rna-XM_015816267.1,Q8NHE4
protobothrops_mucrosquamatus,rna-XM_015816269.1,P00504
protobothrops_mucrosquamatus,rna-XM_015816289.1,Q2TAP0
protobothrops_mucrosquamatus,rna-XM_015816290.1,Q15283
protobothrops_mucrosquamatus,rna-XM_015816291.1,G5E870
protobothrops_mucrosquamatus,rna-XM_015816293.1,Q7Z2X4
protobothrops_mucrosquamatus,rna-XM_015816294.2,Q0P593
protobothrops_mucrosquamatus,rna-XM_015816297.2,Q5ZJH5
protobothrops_mucrosquamatus,rna-XM_015816298.1,Q2TA45
protobothrops_mucrosquamatus,rna-XM_015816308.1,Q9WTZ1
protobothrops_mucrosquamatus,rna-XM_015816312.1,Q9H2S9
protobothrops_mucrosquamatus,rna-XM_015816315.2,Q5ZHW4
protobothrops_mucrosquamatus,rna-XM_015816319.1,O55076
protobothrops_mucrosquamatus,rna-XM_015816321.1,P62856
protobothrops_mucrosquamatus,rna-XM_015816326.1,P21551
protobothrops_mucrosquamatus,rna-XM_015816328.1,Q3URD3
protobothrops_mucrosquamatus,rna-XM_015816329.2,O75369
protobothrops_mucrosquamatus,rna-XM_015816334.1,Q9JMC3
protobothrops_mucrosquamatus,rna-XM_015816344.1,Q60520
protobothrops_mucrosquamatus,rna-XM_015816348.1,Q92643
protobothrops_mucrosquamatus,rna-XM_015816352.1,Q80TM6
protobothrops_mucrosquamatus,rna-XM_015816355.1,P40220
protobothrops_mucrosquamatus,rna-XM_015816356.1,Q5ZI04
protobothrops_mucrosquamatus,rna-XM_015816357.1,Q90WU3
protobothrops_mucrosquamatus,rna-XM_015816360.1,Q5ZLQ6
protobothrops_mucrosquamatus,rna-XM_015816362.1,Q5ZJK4
protobothrops_mucrosquamatus,rna-XM_015816367.1,O95071
protobothrops_mucrosquamatus,rna-XM_015816372.1,Q5PQN0
protobothrops_mucrosquamatus,rna-XM_015816377.2,Q5R8U3
protobothrops_mucrosquamatus,rna-XM_015816388.2,Q99JB0
protobothrops_mucrosquamatus,rna-XM_015816399.2,Q9MYM7
protobothrops_mucrosquamatus,rna-XM_015816403.2,P0DP35
protobothrops_mucrosquamatus,rna-XM_015816408.1,O75159
protobothrops_mucrosquamatus,rna-XM_015816410.1,Q5ZKB6
protobothrops_mucrosquamatus,rna-XM_015816412.1,P17081
protobothrops_mucrosquamatus,rna-XM_015816415.1,P16054
protobothrops_mucrosquamatus,rna-XM_015816416.1,Q90718
protobothrops_mucrosquamatus,rna-XM_015816421.1,Q6DN90
protobothrops_mucrosquamatus,rna-XM_015816427.1,Q2KJ56
protobothrops_mucrosquamatus,rna-XM_015816433.1,Q9UI17
protobothrops_mucrosquamatus,rna-XM_015816434.1,Q5XGM3
protobothrops_mucrosquamatus,rna-XM_015816435.1,Q90YH9
protobothrops_mucrosquamatus,rna-XM_015816437.1,P35431
protobothrops_mucrosquamatus,rna-XM_015816442.1,Q98TX2
protobothrops_mucrosquamatus,rna-XM_015816444.1,Q8BPP1
protobothrops_mucrosquamatus,rna-XM_015816446.1,D2I3C6
protobothrops_mucrosquamatus,rna-XM_015816450.1,Q5ZMP3
protobothrops_mucrosquamatus,rna-XM_015816453.1,P0C598
protobothrops_mucrosquamatus,rna-XM_015816455.1,Q8WYB5
protobothrops_mucrosquamatus,rna-XM_015816457.1,Q5R478
protobothrops_mucrosquamatus,rna-XM_015816460.1,P55263
protobothrops_mucrosquamatus,rna-XM_015816461.1,P12003
protobothrops_mucrosquamatus,rna-XM_015816470.1,Q14644
protobothrops_mucrosquamatus,rna-XM_015816473.1,Q13042
protobothrops_mucrosquamatus,rna-XM_015816483.1,P08642
protobothrops_mucrosquamatus,rna-XM_015816489.1,Q8BTV1
protobothrops_mucrosquamatus,rna-XM_015816497.1,Q5ZIH3
protobothrops_mucrosquamatus,rna-XM_015816499.1,Q5XI29
protobothrops_mucrosquamatus,rna-XM_015816504.1,O94806
protobothrops_mucrosquamatus,rna-XM_015816505.1,Q5ZK92
protobothrops_mucrosquamatus,rna-XM_015816508.2,Q5BJ65
protobothrops_mucrosquamatus,rna-XM_015816509.1,Q5R5H1
protobothrops_mucrosquamatus,rna-XM_015816510.1,Q5R7V4
protobothrops_mucrosquamatus,rna-XM_015816517.1,Q8K2C8
protobothrops_mucrosquamatus,rna-XM_015816523.2,Q9Y4D2
protobothrops_mucrosquamatus,rna-XM_015816534.1,P61166
protobothrops_mucrosquamatus,rna-XM_015816538.1,Q8R5C5
protobothrops_mucrosquamatus,rna-XM_015816540.1,P53677
protobothrops_mucrosquamatus,rna-XM_015816543.2,Q4ZHR9
protobothrops_mucrosquamatus,rna-XM_015816554.1,Q5ZJK5
protobothrops_mucrosquamatus,rna-XM_015816557.1,Q5ZLN4
protobothrops_mucrosquamatus,rna-XM_015816560.1,Q5EBG2
protobothrops_mucrosquamatus,rna-XM_015816561.1,P86049
protobothrops_mucrosquamatus,rna-XM_015816563.2,Q5BJN9
protobothrops_mucrosquamatus,rna-XM_015816564.1,J3S836
protobothrops_mucrosquamatus,rna-XM_015816576.1,Q9PSW9
protobothrops_mucrosquamatus,rna-XM_015816579.1,O75844
protobothrops_mucrosquamatus,rna-XM_015816581.1,O43390
protobothrops_mucrosquamatus,rna-XM_015816582.1,Q642C0
protobothrops_mucrosquamatus,rna-XM_015816583.1,Q99504
protobothrops_mucrosquamatus,rna-XM_015816591.1,Q8R3G1
protobothrops_mucrosquamatus,rna-XM_015816593.2,Q86Y82
protobothrops_mucrosquamatus,rna-XM_015816594.1,Q9I8K7
protobothrops_mucrosquamatus,rna-XM_015816596.1,P17812
protobothrops_mucrosquamatus,rna-XM_015816604.1,O60341
protobothrops_mucrosquamatus,rna-XM_015816607.1,Q6QI68
protobothrops_mucrosquamatus,rna-XM_015816610.1,J3RYX9
protobothrops_mucrosquamatus,rna-XM_015816616.1,Q8R3T5
protobothrops_mucrosquamatus,rna-XM_015816617.1,Q866T7
protobothrops_mucrosquamatus,rna-XM_015816620.1,P49915
protobothrops_mucrosquamatus,rna-XM_015816621.1,P80318
protobothrops_mucrosquamatus,rna-XM_015816625.2,Q4KWH8
protobothrops_mucrosquamatus,rna-XM_015816631.2,Q5E9E4
protobothrops_mucrosquamatus,rna-XM_015816635.2,Q9NZL6
protobothrops_mucrosquamatus,rna-XM_015816636.2,Q6NVG7
protobothrops_mucrosquamatus,rna-XM_015816638.1,Q9H246
protobothrops_mucrosquamatus,rna-XM_015816639.1,Q9BZQ6
protobothrops_mucrosquamatus,rna-XM_015816647.1,Q9CZV5
protobothrops_mucrosquamatus,rna-XM_015816652.1,Q62441
protobothrops_mucrosquamatus,rna-XM_015816656.1,Q5PQN1
protobothrops_mucrosquamatus,rna-XM_015816657.1,P31942
protobothrops_mucrosquamatus,rna-XM_015816661.1,Q8WXA3
protobothrops_mucrosquamatus,rna-XM_015816662.1,P16260
protobothrops_mucrosquamatus,rna-XM_015816663.1,Q8IX12
protobothrops_mucrosquamatus,rna-XM_015816667.1,Q5REH8
protobothrops_mucrosquamatus,rna-XM_015816675.1,Q5ZIL9
protobothrops_mucrosquamatus,rna-XM_015816680.1,P49802
protobothrops_mucrosquamatus,rna-XM_015816685.1,Q9H772
protobothrops_mucrosquamatus,rna-XM_015816688.1,Q9PSW9
protobothrops_mucrosquamatus,rna-XM_015816693.1,Q5RCS0
protobothrops_mucrosquamatus,rna-XM_015816696.1,Q28IX8
protobothrops_mucrosquamatus,rna-XM_015816698.1,Q2HJ86
protobothrops_mucrosquamatus,rna-XM_015816702.1,P02542
protobothrops_mucrosquamatus,rna-XM_015816710.2,Q6ZN30
protobothrops_mucrosquamatus,rna-XM_015816711.1,O76080
protobothrops_mucrosquamatus,rna-XM_015816717.1,Q52MA5
