GO,Genes
GO:0010468,RNF168
GO:0010468,TOX2
GO:0010468,HNRNPH1
GO:0010468,IL1B
GO:0010468,MTF1
GO:0010468,MED20
GO:0010468,STRAP
GO:0010468,MAPRE3
GO:0010468,HNRNPH3
GO:0010468,PABPC1
GO:0010468,PPARA
GO:0010468,VGLL2
GO:0010468,TKT
GO:0010468,DCP2
GO:0010468,FOXC2
GO:0010468,ASAH1
GO:0010468,WNT8A
GO:0010468,XIAP
GO:0010468,HOXD11
GO:0010468,SERTAD2
GO:0010468,CXCR3
GO:0010468,CREG1
GO:0010468,METTL5
GO:0010468,GPBP1L1
GO:0010468,ZNF469
GO:0010468,EXOSC3
GO:0010468,RXRG
GO:0010468,SUZ12
GO:0010468,TRMT10C
GO:0010468,UTP4
GO:0010468,USP9X
GO:0010468,F12
GO:0010468,CAVIN4
GO:0010468,ERBIN
GO:0010468,ELP1
GO:0010468,RRP1B
GO:0010468,GTF2H3
GO:0010468,HINFP
GO:0010468,GATAD2A
GO:0010468,PHF5A
GO:0010468,PSMC6
GO:0010468,LPCAT3
GO:0010468,PLP1
GO:0010468,F2RL1
GO:0010468,ZNF217
GO:0010468,CAMK1
GO:0010468,TARDBP
GO:0010468,IL17B
GO:0010468,ZNF574
GO:0010468,NDUFA13
GO:0010468,CCNT2
GO:0010468,ZBTB25
GO:0010468,CRTC1
GO:0010468,ICE2
GO:0010468,KDM1B
GO:0010468,TUSC2
GO:0010468,GMNN
GO:0010468,WWC2
GO:0010468,YEATS4
GO:0010468,BZW1
GO:0010468,TNF
GO:0010468,HOXA11
GO:0010468,EDC3
GO:0010468,EFEMP1
GO:0010468,PLAU
GO:0010468,SCMH1
GO:0010468,CHP1
GO:0010468,ENPP1
GO:0010468,CIR1
GO:0010468,KMT5B
GO:0010468,NUDT16
GO:0010468,PITX2
GO:0010468,ZBTB39
GO:0010468,GHSR
GO:0010468,OSR2
GO:0010468,USP7
GO:0010468,PCID2
GO:0010468,MAP2K1
GO:0010468,LMO4
GO:0010468,OSR1
GO:0010468,AIP
GO:0010468,DYRK1A
GO:0010468,CASK
GO:0010468,ATP1B4
GO:0010468,MUL1
GO:0010468,ZBTB33
GO:0010468,POU3F3
GO:0010468,MORF4L1
GO:0010468,PSPC1
GO:0010468,MAK
GO:0010468,TIMELESS
GO:0010468,FKBP8
GO:0010468,PHIP
GO:0010468,MAPKAPK5
GO:0010468,MATR3
GO:0010468,GLYR1
GO:0010468,GCM2
GO:0010468,CPB2
GO:0010468,TSG101
GO:0010468,DDX1
GO:0010468,IREB2
GO:0010468,DTX4
GO:0010468,NPAS2
GO:0010468,HMBOX1
GO:0010468,STK36
GO:0010468,DHRS7B
GO:0010468,G3BP1
GO:0010468,TASOR
GO:0010468,MBIP
GO:0010468,TASP1
GO:0010468,USP50
GO:0010468,SMYD1
GO:0010468,SUDS3
GO:0010468,DMAP1
GO:0010468,SMYD3
GO:0010468,NKX6-1
GO:0010468,SMAD4
GO:0010468,DR1
GO:0010468,PTCH1
GO:0010468,ALYREF
GO:0010468,GLMN
GO:0010468,FANCA
GO:0010468,CNOT10
GO:0010468,EVX2
GO:0010468,EIF2S1
GO:0010468,TDRD3
GO:0010468,HOPX
GO:0010468,LSM7
GO:0010468,DAB2
GO:0010468,SON
GO:0010468,COPS5
GO:0010468,YEATS2
GO:0010468,GDNF
GO:0010468,CCPG1
GO:0010468,TADA3
GO:0010468,JMY
GO:0010468,PHF14
GO:0010468,UBE2N
GO:0010468,SP5
GO:0010468,MDM4
GO:0010468,HPSE
GO:0010468,GRSF1
GO:0010468,FGFR4
GO:0010468,ZNF654
GO:0010468,ZNF410
GO:0010468,MYF5
GO:0010468,BMPR1A
GO:0010468,LHX8
GO:0010468,BMPR2
GO:0010468,BNC1
GO:0010468,MIDEAS
GO:0010468,ITGB2
GO:0010468,TENT4A
GO:0010468,LMNB2
GO:0010468,HEBP1
GO:0010468,SDR16C5
GO:0010468,METTL14
GO:0010468,HHEX
GO:0010468,ZC3H7B
GO:0010468,MDK
GO:0010468,SIX2
GO:0010468,ZNF646
GO:0010468,LRRFIP2
GO:0010468,AMH
GO:0010468,ZNF385A
GO:0010468,PSTK
GO:0010468,KLF11
GO:0010468,POU1F1
GO:0010468,ABCC2
GO:0010468,DNMT3A
GO:0010468,ETV2
GO:0010468,AXIN2
GO:0010468,TIRAP
GO:0010468,ETV6
GO:0010468,PATL2
GO:0010468,GIP
GO:0010468,ELF1
GO:0010468,ELF2
GO:0010468,THRAP3
GO:0010468,TRAF3
GO:0010468,HAND2
GO:0010468,IRF1
GO:0010468,ITGA8
GO:0010468,IRF8
GO:0010468,BIRC2
GO:0010468,TNFRSF21
GO:0010468,SASH3
GO:0010468,HDAC4
GO:0010468,PRKAA2
GO:0010468,UHRF1
GO:0010468,POLDIP3
GO:0010468,SRF
GO:0010468,FURIN
GO:0010468,MTIF2
GO:0010468,NOD1
GO:0010468,NLRC3
GO:0010468,SRI
GO:0010468,PPM1D
GO:0010468,PPM1F
GO:0010468,HSPD1
GO:0010468,STRN3
GO:0010468,DLL4
GO:0010468,DNAJB6
GO:0010468,TBX21
GO:0010468,MXI1
GO:0010468,E2F2
GO:0010468,FNIP1
GO:0010468,MTA3
GO:0010468,TCFL5
GO:0010468,E2F8
GO:0010468,SMARCE1
GO:0010468,NTRK2
GO:0010468,ARFGEF2
GO:0010468,RWDD3
GO:0010468,TAF15
GO:0010468,SSB
GO:0010468,PTCD2
GO:0010468,NOS2
GO:0010468,TAF13
GO:0010468,ASCC1
GO:0010468,IRX4
GO:0010468,DTNBP1
GO:0010468,EPOP
GO:0010468,KLF7
GO:0010468,TBX15
GO:0010468,TEN1
GO:0010468,KLF5
GO:0010468,ASXL3
GO:0010468,KANSL3
GO:0010468,CTH
GO:0010468,ASXL2
GO:0010468,POLR3F
GO:0010468,PDCD4
GO:0010468,ATP13A2
GO:0010468,CEBPZ
GO:0010468,PTPN6
GO:0010468,TAF5
GO:0010468,EIF3D
GO:0010468,RBMX
GO:0010468,CKLF
GO:0010468,RAN
GO:0010469,BTC
GO:0010469,TRAM1
GO:0010469,TSG101
GO:0010469,DAPK1
GO:0010469,PLAU
GO:0010469,CNRIP1
GO:0010469,NCOA3
GO:0010469,PPARA
GO:0010469,CBL
GO:0010469,SOCS7
GO:0010469,ADRA2B
GO:0010469,TNF
GO:0010470,HNF4A
GO:0010470,OSR1
GO:0010470,DAG1
GO:0010476,
GO:0010481,
GO:0010482,
GO:0010484,MCM3AP
GO:0010485,NAA50
GO:0010485,NAA60
GO:0010494,DAZAP2
GO:0010494,MBNL1
GO:0010494,PRKAA2
GO:0010494,DDX1
GO:0010494,RC3H1
GO:0010494,PRRC2C
GO:0010494,LARP4
GO:0010494,EIF2S1
GO:0010494,GIGYF2
GO:0010494,PQBP1
GO:0010494,OGFOD1
GO:0010494,G3BP1
GO:0010494,PABPC1
GO:0010494,TARDBP
GO:0010494,EIF2A
GO:0010496,MIP
GO:0010498,RNF34
GO:0010498,UBXN2B
GO:0010498,CCDC47
GO:0010498,UBE2J2
GO:0010498,RNF5
GO:0010498,USP19
GO:0010498,HERPUD1
GO:0010498,MTM1
GO:0010498,HEBP1
GO:0010498,BAG6
GO:0010498,RMND5A
GO:0010498,HERC2
GO:0010498,PSMB3
GO:0010498,TBX21
GO:0010498,CDC26
GO:0010498,PCBP2
GO:0010498,PSMB1
GO:0010498,RFFL
GO:0010498,DCAF12
GO:0010498,USP44
GO:0010498,DNAJB12
GO:0010498,DNAJB14
GO:0010498,NR1D1
GO:0010498,UBE2G2
GO:0010498,AXIN2
GO:0010498,RAD23B
GO:0010498,DNAJC18
GO:0010498,SPSB3
GO:0010498,PSMA3
GO:0010498,PSMC6
GO:0010498,JKAMP
GO:0010498,MAN1B1
GO:0010498,ASB2
GO:0010498,UBE2K
GO:0010498,BIRC2
GO:0010499,HEBP1
GO:0010501,
GO:0010506,PRKAA2
GO:0010506,PIK3R4
GO:0010506,NOD1
GO:0010506,MTMR4
GO:0010506,RNF5
GO:0010506,MTM1
GO:0010506,SPTLC2
GO:0010506,SESN3
GO:0010506,ATG101
GO:0010506,SESN1
GO:0010506,MLST8
GO:0010506,TOM1
GO:0010506,USP30
GO:0010506,IKBKG
GO:0010506,SNX7
GO:0010506,DCAF12
GO:0010506,ATP6V1C2
GO:0010506,PLK3
GO:0010506,DAPK1
GO:0010506,GPR137B
GO:0010506,CCNY
GO:0010506,TAB3
GO:0010506,ATP13A2
GO:0010506,TAB2
GO:0010506,TMEM39A
GO:0010506,HPSE
GO:0010506,SEC22B
GO:0010506,CERS1
GO:0010507,MLST8
GO:0010507,TAB3
GO:0010507,TAB2
GO:0010507,TMEM39A
GO:0010507,USP30
GO:0010507,SEC22B
GO:0010507,RNF5
GO:0010507,MTM1
GO:0010508,PLK3
GO:0010508,PRKAA2
GO:0010508,DAPK1
GO:0010508,NOD1
GO:0010508,CCNY
GO:0010508,SPTLC2
GO:0010508,SESN3
GO:0010508,ATG101
GO:0010508,SESN1
GO:0010508,TOM1
GO:0010508,IKBKG
GO:0010508,HPSE
GO:0010508,SNX7
GO:0010508,CERS1
GO:0010509,
GO:0010510,PDK2
GO:0010511,
GO:0010512,
GO:0010513,
GO:0010517,PRKCZ
GO:0010518,PRKCZ
GO:0010519,
GO:0010520,
GO:0010521,TEN1
GO:0010522,BAX
GO:0010523,
GO:0010524,BAX
GO:0010525,
GO:0010526,
GO:0010528,
GO:0010529,
GO:0010533,
GO:0010536,
GO:0010543,SERPINE2
GO:0010543,MMRN1
GO:0010543,GP1BB
GO:0010543,ABAT
GO:0010543,GIP
GO:0010544,SERPINE2
GO:0010544,ABAT
GO:0010544,GIP
GO:0010556,SMARCAL1
GO:0010556,JMJD1C
GO:0010556,IKZF1
GO:0010556,BACH1
GO:0010556,ABRA
GO:0010556,ELK3
GO:0010556,BHMG1
GO:0010556,MEIOSIN
GO:0010556,MSANTD1
GO:0010556,SOX17
GO:0010556,TRIM29
GO:0010556,ZMIZ2
GO:0010556,OGFOD1
GO:0010556,GPBP1
GO:0010556,DPF1
GO:0010556,EIF2A
GO:0010556,ABT1
GO:0010556,ACOT8
GO:0010556,SMARCC2
GO:0010556,MUSK
GO:0010556,DAPK1
GO:0010556,PIH1D1
GO:0010556,NFKBIL1
GO:0010556,MRTFB
GO:0010556,RC3H1
GO:0010556,SOAT1
GO:0010556,WDR82
GO:0010556,PPP1R3E
GO:0010556,SARNP
GO:0010556,RFX5
GO:0010556,PPP1R3D
GO:0010556,L3MBTL1
GO:0010556,NECAB3
GO:0010556,PAXIP1
GO:0010556,BAZ2A
GO:0010556,PPP1R3A
GO:0010556,PRDM13
GO:0010556,RTF1
GO:0010556,HTATSF1
GO:0010556,PRKCZ
GO:0010556,PRDM10
GO:0010556,GIGYF2
GO:0010556,DHX33
GO:0010556,NHLH1
GO:0010556,DPH3
GO:0010556,PCBP2
GO:0010556,ZNF821
GO:0010556,DPH7
GO:0010556,RBM10
GO:0010556,TRAP1
GO:0010556,CDK18
GO:0010556,WNT10B
GO:0010556,PLK3
GO:0010556,JUN
GO:0010556,EGR3
GO:0010556,YES1
GO:0010556,GADD45A
GO:0010556,IGF2
GO:0010556,POU6F2
GO:0010556,UPF3B
GO:0010556,NFATC1
GO:0010556,NR1D1
GO:0010556,LARP4
GO:0010556,TRERF1
GO:0010556,NFATC4
GO:0010556,MLLT11
GO:0010556,CPEB1
GO:0010556,ZBTB6
GO:0010556,EIF5
GO:0010556,TADA2A
GO:0010556,EIF6
GO:0010556,NOSTRIN
GO:0010556,MMS19
GO:0010556,LRRN1
GO:0010556,DHX29
GO:0010556,RCOR3
GO:0010556,RCOR1
GO:0010556,CC2D1A
GO:0010556,DCP1B
GO:0010556,CPEB4
GO:0010556,CDKN1C
GO:0010556,BARHL1
GO:0010556,CSRNP2
GO:0010556,TRAM1
GO:0010556,INTS14
GO:0010556,PTPRN
GO:0010556,SETD7
GO:0010556,NAT10
GO:0010556,SRA1
GO:0010556,LIMD1
GO:0010556,MEOX2
GO:0010556,PHF8
GO:0010556,PQBP1
GO:0010556,SYNCRIP
GO:0010556,HNF4A
GO:0010556,SUFU
GO:0010556,ELOA
GO:0010556,CD38
GO:0010556,ANKRD2
GO:0010556,IKBKG
GO:0010556,FEZF2
GO:0010556,BRD3
GO:0010556,UPF1
GO:0010556,PRMT5
GO:0010556,ZHX3
GO:0010556,ATMIN
GO:0010556,ANXA3
GO:0010556,NCOA6
GO:0010556,NCOA3
GO:0010556,NCOA4
GO:0010556,PROX1
GO:0010556,COMMD6
GO:0010556,BAZ1B
GO:0010556,PARP9
GO:0010556,CBFA2T3
GO:0010556,ZHX1
GO:0010556,MLF1
GO:0010556,RNF168
GO:0010556,BACE2
GO:0010556,TOX2
GO:0010556,IL1B
GO:0010556,MTF1
GO:0010556,MED20
GO:0010556,TCP1
GO:0010556,STRAP
GO:0010556,MAPRE3
GO:0010556,PABPC1
GO:0010556,PPARA
GO:0010556,VGLL2
GO:0010556,TKT
GO:0010556,DCP2
GO:0010556,FOXC2
GO:0010556,ASAH1
GO:0010556,WNT8A
GO:0010556,HOXD11
GO:0010556,SERTAD2
GO:0010556,CXCR3
GO:0010556,CREG1
GO:0010556,METTL5
GO:0010556,GPBP1L1
GO:0010556,ZNF469
GO:0010556,EXOSC3
GO:0010556,RXRG
GO:0010556,GINS1
GO:0010556,SUZ12
GO:0010556,TRMT10C
GO:0010556,UTP4
GO:0010556,USP9X
GO:0010556,PTGES3
GO:0010556,CAVIN4
GO:0010556,ERBIN
GO:0010556,ELP1
GO:0010556,RRP1B
GO:0010556,GTF2H3
GO:0010556,HINFP
GO:0010556,GATAD2A
GO:0010556,PHF5A
GO:0010556,PSMC6
GO:0010556,F2RL1
GO:0010556,ZNF217
GO:0010556,CAMK1
GO:0010556,TARDBP
GO:0010556,ZNF574
GO:0010556,NDUFA13
GO:0010556,CCNT2
GO:0010556,ZBTB25
GO:0010556,CRTC1
GO:0010556,ICE2
GO:0010556,KDM1B
GO:0010556,GMNN
GO:0010556,WWC2
GO:0010556,YEATS4
GO:0010556,BZW1
GO:0010556,TNF
GO:0010556,HOXA11
GO:0010556,EFEMP1
GO:0010556,SCMH1
GO:0010556,CHP1
GO:0010556,ENPP1
GO:0010556,CIR1
GO:0010556,PITX2
GO:0010556,ZBTB39
GO:0010556,OSR2
GO:0010556,USP7
GO:0010556,PCID2
GO:0010556,MAP2K1
GO:0010556,LMO4
GO:0010556,OSR1
GO:0010556,AIP
GO:0010556,DYRK1A
GO:0010556,CASK
GO:0010556,ATP1B4
GO:0010556,ZBTB33
GO:0010556,POU3F3
GO:0010556,MORF4L1
GO:0010556,PSPC1
GO:0010556,MAK
GO:0010556,TIMELESS
GO:0010556,PHIP
GO:0010556,MAPKAPK5
GO:0010556,GLYR1
GO:0010556,GCM2
GO:0010556,TSG101
GO:0010556,DDX1
GO:0010556,IREB2
GO:0010556,NPAS2
GO:0010556,HMBOX1
GO:0010556,ATG101
GO:0010556,STK36
GO:0010556,DHRS7B
GO:0010556,MBIP
GO:0010556,TASP1
GO:0010556,SMYD1
GO:0010556,SUDS3
GO:0010556,DMAP1
GO:0010556,SMYD3
GO:0010556,NKX6-1
GO:0010556,SMAD4
GO:0010556,DR1
GO:0010556,PTCH1
GO:0010556,ALYREF
GO:0010556,FANCA
GO:0010556,CNOT10
GO:0010556,EVX2
GO:0010556,EIF2S1
GO:0010556,TDRD3
GO:0010556,HOPX
GO:0010556,DAB2
GO:0010556,COPS5
GO:0010556,YEATS2
GO:0010556,GDNF
GO:0010556,CCPG1
GO:0010556,TADA3
GO:0010556,JMY
GO:0010556,PHF14
GO:0010556,UBE2N
GO:0010556,SP5
GO:0010556,MDM4
GO:0010556,FGFR4
GO:0010556,ZNF654
GO:0010556,ZNF410
GO:0010556,MYF5
GO:0010556,BMPR1A
GO:0010556,LHX8
GO:0010556,BMPR2
GO:0010556,BNC1
GO:0010556,MIDEAS
GO:0010556,ITGB2
GO:0010556,TENT4A
GO:0010556,HEBP1
GO:0010556,SDR16C5
GO:0010556,METTL14
GO:0010556,HHEX
GO:0010556,MDK
GO:0010556,SIX2
GO:0010556,ZNF646
GO:0010556,LRRFIP2
GO:0010556,AMH
GO:0010556,ZNF385A
GO:0010556,PSTK
GO:0010556,KLF11
GO:0010556,POU1F1
GO:0010556,DNMT3A
GO:0010556,ETV2
GO:0010556,TIRAP
GO:0010556,ETV6
GO:0010556,PATL2
GO:0010556,ELF1
GO:0010556,ELF2
GO:0010556,THRAP3
GO:0010556,TRAF3
GO:0010556,HAND2
GO:0010556,IRF1
GO:0010556,ITGA8
GO:0010556,IRF8
GO:0010556,CERS1
GO:0010556,BIRC2
GO:0010556,HDAC4
GO:0010556,UHRF1
GO:0010556,POLDIP3
GO:0010556,SRF
GO:0010556,MTIF2
GO:0010556,NOD1
GO:0010556,NLRC3
GO:0010556,SRI
GO:0010556,PPM1D
GO:0010556,PPM1F
GO:0010556,STRN3
GO:0010556,DLL4
GO:0010556,DNAJB6
GO:0010556,TBX21
GO:0010556,MXI1
GO:0010556,E2F2
GO:0010556,FNIP1
GO:0010556,MTA3
GO:0010556,TCFL5
GO:0010556,E2F8
GO:0010556,FKTN
GO:0010556,SMARCE1
GO:0010556,RWDD3
GO:0010556,TAF15
GO:0010556,NOS2
GO:0010556,TAF13
GO:0010556,ASCC1
GO:0010556,IRX4
GO:0010556,EPOP
GO:0010556,KLF7
GO:0010556,TBX15
GO:0010556,TEN1
GO:0010556,KLF5
GO:0010556,ASXL3
GO:0010556,KANSL3
GO:0010556,CTH
GO:0010556,ASXL2
GO:0010556,POLR3F
GO:0010556,PDCD4
GO:0010556,CEBPZ
GO:0010556,TAF5
GO:0010556,EIF3D
GO:0010556,RBMX
GO:0010556,CKLF
GO:0010557,CCNT2
GO:0010557,CRTC1
GO:0010557,ICE2
GO:0010557,KDM1B
GO:0010557,YEATS4
GO:0010557,BACH1
GO:0010557,TNF
GO:0010557,ABRA
GO:0010557,HOXA11
GO:0010557,ELK3
GO:0010557,MSANTD1
GO:0010557,SOX17
GO:0010557,ZMIZ2
GO:0010557,GPBP1
GO:0010557,DPF1
GO:0010557,CHP1
GO:0010557,PITX2
GO:0010557,ABT1
GO:0010557,OSR2
GO:0010557,PCID2
GO:0010557,MAP2K1
GO:0010557,SMARCC2
GO:0010557,LMO4
GO:0010557,PIH1D1
GO:0010557,OSR1
GO:0010557,MRTFB
GO:0010557,AIP
GO:0010557,DYRK1A
GO:0010557,CASK
GO:0010557,POU3F3
GO:0010557,MORF4L1
GO:0010557,SOAT1
GO:0010557,PPP1R3E
GO:0010557,MAK
GO:0010557,RFX5
GO:0010557,PHIP
GO:0010557,MAPKAPK5
GO:0010557,GLYR1
GO:0010557,GCM2
GO:0010557,TSG101
GO:0010557,PAXIP1
GO:0010557,PRDM10
GO:0010557,NPAS2
GO:0010557,HMBOX1
GO:0010557,DHX33
GO:0010557,NHLH1
GO:0010557,PCBP2
GO:0010557,TASP1
GO:0010557,DMAP1
GO:0010557,SMYD3
GO:0010557,NKX6-1
GO:0010557,WNT10B
GO:0010557,SMAD4
GO:0010557,JUN
GO:0010557,DR1
GO:0010557,EGR3
GO:0010557,YES1
GO:0010557,PTCH1
GO:0010557,ALYREF
GO:0010557,IGF2
GO:0010557,UPF3B
GO:0010557,NFATC1
GO:0010557,NR1D1
GO:0010557,LARP4
GO:0010557,TRERF1
GO:0010557,TDRD3
GO:0010557,NFATC4
GO:0010557,MLLT11
GO:0010557,DAB2
GO:0010557,COPS5
GO:0010557,TADA2A
GO:0010557,EIF6
GO:0010557,GDNF
GO:0010557,CCPG1
GO:0010557,TADA3
GO:0010557,JMY
GO:0010557,MMS19
GO:0010557,DHX29
GO:0010557,FGFR4
GO:0010557,ZNF410
GO:0010557,MYF5
GO:0010557,BMPR1A
GO:0010557,CDKN1C
GO:0010557,BARHL1
GO:0010557,CSRNP2
GO:0010557,TRAM1
GO:0010557,BMPR2
GO:0010557,BNC1
GO:0010557,PTPRN
GO:0010557,NAT10
GO:0010557,SRA1
GO:0010557,TENT4A
GO:0010557,MEOX2
GO:0010557,PHF8
GO:0010557,PQBP1
GO:0010557,HEBP1
GO:0010557,SYNCRIP
GO:0010557,METTL14
GO:0010557,HHEX
GO:0010557,MDK
GO:0010557,HNF4A
GO:0010557,SIX2
GO:0010557,CD38
GO:0010557,IKBKG
GO:0010557,FEZF2
GO:0010557,POU1F1
GO:0010557,ATMIN
GO:0010557,NCOA6
GO:0010557,NCOA3
GO:0010557,NCOA4
GO:0010557,ETV2
GO:0010557,PROX1
GO:0010557,BAZ1B
GO:0010557,PARP9
GO:0010557,ETV6
GO:0010557,ELF1
GO:0010557,TOX2
GO:0010557,ELF2
GO:0010557,THRAP3
GO:0010557,IL1B
GO:0010557,MTF1
GO:0010557,HAND2
GO:0010557,IRF1
GO:0010557,MED20
GO:0010557,TCP1
GO:0010557,ITGA8
GO:0010557,IRF8
GO:0010557,STRAP
GO:0010557,MAPRE3
GO:0010557,PABPC1
GO:0010557,PPARA
GO:0010557,VGLL2
GO:0010557,BIRC2
GO:0010557,HDAC4
GO:0010557,FOXC2
GO:0010557,UHRF1
GO:0010557,POLDIP3
GO:0010557,SRF
GO:0010557,WNT8A
GO:0010557,STRN3
GO:0010557,SERTAD2
GO:0010557,CXCR3
GO:0010557,TBX21
GO:0010557,E2F2
GO:0010557,METTL5
GO:0010557,GPBP1L1
GO:0010557,MTA3
GO:0010557,RXRG
GO:0010557,E2F8
GO:0010557,GINS1
GO:0010557,SMARCE1
GO:0010557,TAF15
GO:0010557,TRMT10C
GO:0010557,TAF13
GO:0010557,PTGES3
GO:0010557,CAVIN4
GO:0010557,RRP1B
GO:0010557,HINFP
GO:0010557,GATAD2A
GO:0010557,KLF7
GO:0010557,TBX15
GO:0010557,PHF5A
GO:0010557,KLF5
GO:0010557,PSMC6
GO:0010557,ASXL3
GO:0010557,KANSL3
GO:0010557,ASXL2
GO:0010557,F2RL1
GO:0010557,CEBPZ
GO:0010557,TAF5
GO:0010557,CAMK1
GO:0010557,EIF3D
GO:0010557,RBMX
GO:0010557,CKLF
GO:0010557,ZNF574
GO:0010558,NDUFA13
GO:0010558,ZBTB25
GO:0010558,KDM1B
GO:0010558,GMNN
GO:0010558,WWC2
GO:0010558,IKZF1
GO:0010558,BACH1
GO:0010558,TNF
GO:0010558,ELK3
GO:0010558,TRIM29
GO:0010558,SCMH1
GO:0010558,DPF1
GO:0010558,ENPP1
GO:0010558,CIR1
GO:0010558,PITX2
GO:0010558,EIF2A
GO:0010558,ZBTB39
GO:0010558,OSR2
GO:0010558,ACOT8
GO:0010558,SMARCC2
GO:0010558,DAPK1
GO:0010558,OSR1
GO:0010558,RC3H1
GO:0010558,ZBTB33
GO:0010558,POU3F3
GO:0010558,PSPC1
GO:0010558,WDR82
GO:0010558,SARNP
GO:0010558,RFX5
GO:0010558,TIMELESS
GO:0010558,L3MBTL1
GO:0010558,TSG101
GO:0010558,IREB2
GO:0010558,PRDM13
GO:0010558,RTF1
GO:0010558,GIGYF2
GO:0010558,HMBOX1
GO:0010558,DHRS7B
GO:0010558,SMYD1
GO:0010558,SUDS3
GO:0010558,DMAP1
GO:0010558,NKX6-1
GO:0010558,RBM10
GO:0010558,WNT10B
GO:0010558,PLK3
GO:0010558,SMAD4
GO:0010558,JUN
GO:0010558,DR1
GO:0010558,GADD45A
GO:0010558,PTCH1
GO:0010558,IGF2
GO:0010558,CNOT10
GO:0010558,NR1D1
GO:0010558,TRERF1
GO:0010558,EIF2S1
GO:0010558,HOPX
GO:0010558,NFATC4
GO:0010558,CPEB1
GO:0010558,DAB2
GO:0010558,ZBTB6
GO:0010558,EIF6
GO:0010558,YEATS2
GO:0010558,PHF14
GO:0010558,NOSTRIN
GO:0010558,SP5
GO:0010558,LRRN1
GO:0010558,MDM4
GO:0010558,RCOR3
GO:0010558,RCOR1
GO:0010558,CC2D1A
GO:0010558,DCP1B
GO:0010558,CPEB4
GO:0010558,CDKN1C
GO:0010558,BMPR2
GO:0010558,MIDEAS
GO:0010558,NAT10
GO:0010558,LIMD1
GO:0010558,SYNCRIP
GO:0010558,SDR16C5
GO:0010558,METTL14
GO:0010558,HHEX
GO:0010558,HNF4A
GO:0010558,SUFU
GO:0010558,CD38
GO:0010558,ANKRD2
GO:0010558,FEZF2
GO:0010558,UPF1
GO:0010558,PRMT5
GO:0010558,KLF11
GO:0010558,POU1F1
GO:0010558,ZHX3
GO:0010558,DNMT3A
GO:0010558,PROX1
GO:0010558,PARP9
GO:0010558,CBFA2T3
GO:0010558,ZHX1
GO:0010558,ETV6
GO:0010558,PATL2
GO:0010558,RNF168
GO:0010558,BACE2
GO:0010558,ELF2
GO:0010558,IRF1
GO:0010558,IRF8
GO:0010558,STRAP
GO:0010558,PPARA
GO:0010558,CERS1
GO:0010558,DCP2
GO:0010558,HDAC4
GO:0010558,FOXC2
GO:0010558,ASAH1
GO:0010558,UHRF1
GO:0010558,SRF
GO:0010558,PPM1F
GO:0010558,STRN3
GO:0010558,DLL4
GO:0010558,DNAJB6
GO:0010558,TBX21
GO:0010558,CREG1
GO:0010558,MXI1
GO:0010558,ZNF469
GO:0010558,EXOSC3
GO:0010558,FNIP1
GO:0010558,MTA3
GO:0010558,TCFL5
GO:0010558,E2F8
GO:0010558,SMARCE1
GO:0010558,SUZ12
GO:0010558,NOS2
GO:0010558,USP9X
GO:0010558,HINFP
GO:0010558,GATAD2A
GO:0010558,KLF7
GO:0010558,TBX15
GO:0010558,KLF5
GO:0010558,TEN1
GO:0010558,PDCD4
GO:0010558,ZNF217
GO:0010558,TARDBP
GO:0010558,CKLF
GO:0010559,BACE2
GO:0010559,ACOT8
GO:0010559,NECAB3
GO:0010559,SOAT1
GO:0010559,CHP1
GO:0010559,FKTN
GO:0010560,SOAT1
GO:0010560,CHP1
GO:0010561,BACE2
GO:0010561,ACOT8
GO:0010562,DAZAP2
GO:0010562,BMPR2
GO:0010562,CCNT2
GO:0010562,VLDLR
GO:0010562,TNF
GO:0010562,DUSP12
GO:0010562,RASSF2
GO:0010562,DAG1
GO:0010562,MLST8
GO:0010562,CHP1
GO:0010562,CARD10
GO:0010562,EPHA4
GO:0010562,MAP2K1
GO:0010562,LRRC46
GO:0010562,MUSK
GO:0010562,LMO4
GO:0010562,ACSL1
GO:0010562,PIH1D1
GO:0010562,SH2D3C
GO:0010562,EMP2
GO:0010562,GFRA1
GO:0010562,PROX1
GO:0010562,AXIN2
GO:0010562,PARP9
GO:0010562,DGKZ
GO:0010562,ADRA2B
GO:0010562,TIRAP
GO:0010562,LATS1
GO:0010562,BTC
GO:0010562,CCNY
GO:0010562,ALS2
GO:0010562,IL1B
GO:0010562,CNEP1R1
GO:0010562,PPP1R42
GO:0010562,MAPRE3
GO:0010562,PPARA
GO:0010562,EPHA1
GO:0010562,TKT
GO:0010562,SLC25A12
GO:0010562,PFKFB1
GO:0010562,PRKAA2
GO:0010562,PIK3R4
GO:0010562,PRKCZ
GO:0010562,PIK3R6
GO:0010562,HPX
GO:0010562,BAG4
GO:0010562,SYMPK
GO:0010562,ALKAL2
GO:0010562,SMYD3
GO:0010562,ZNF622
GO:0010562,FNIP1
GO:0010562,PTPN1
GO:0010562,NTRK2
GO:0010562,SMAD4
GO:0010562,YES1
GO:0010562,NOS2
GO:0010562,PTGES3
GO:0010562,GLMN
GO:0010562,IGF2
GO:0010562,DTNBP1
GO:0010562,DAB2
GO:0010562,TEN1
GO:0010562,TAB2
GO:0010562,CAMK1
GO:0010562,COPS8
GO:0010562,FGFR4
GO:0010562,UBE2K
GO:0010562,BMPR1A
GO:0010563,RD3
GO:0010563,HDAC4
GO:0010563,CDKN1C
