Orthogroup,Gene,Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (S),P-value (S),Adj. P-value (S),Signal
OG0010694,CLTA,bsA1/bsA,0,1,1,M1/M2,0.97,0.616,1,no_PS
OG0010164,SYNJ2,bsA1/bsA,183.173,0,0,M1/M2,4.014,0.134,0.464,PS_fg
OG0006781,ANKZF1,bsA1/bsA,96.259,0,0,M1/M2,1.587,0.452,1,PS_fg
OG0013111,CFAP20,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010570,RHAG,bsA1/bsA,0,1,1,M1/M2,19.289,0,0.001,PS_bg
OG0008481,GXYLT2,bsA1/bsA,0,1,1,M1/M2,1.207,0.547,1,no_PS
OG0012345,DENND2A,bsA1/bsA,105.037,0,0,M1/M2,93.29,0,0,PS_fg_bg
OG0010771,MDK,bsA1/bsA,77.473,0,0,M1/M2,0.009,0.996,1,PS_fg
OG0013680,MRPS7,bsA1/bsA,0,1,1,M1/M2,1.333,0.513,1,no_PS
OG0009550,RAVER1,bsA1/bsA,72.827,0,0,M1/M2,0,1,1,PS_fg
OG0006176,RBMS2,bsA1/bsA,,,,M1/M2,15.39,0,0.003,poor_fit
OG0007347,LINGO4,bsA1/bsA,144.138,0,0,M1/M2,0,1,1,PS_fg
OG0013773,REEP4,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013210,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009431,CCNA1,bsA1/bsA,0,1,1,M1/M2,39.692,0,0,PS_bg
OG0014232,SLC25A38,bsA1/bsA,0,1,1,M1/M2,119.613,0,0,PS_bg
OG0008365,MRPS22,bsA1/bsA,3.13,0.077,0.156,M1/M2,2.717,0.257,0.768,no_PS
OG0006619,EYA4,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0010739,TNFAIP8,bsA1/bsA,0.499,0.48,0.827,M1/M2,0.485,0.785,1,no_PS
OG0005762,GPX3,bsA1/bsA,9.895,0.002,0.004,M1/M2,1.79,0.409,1,PS_fg
OG0009731,LRIT1,bsA1/bsA,6.515,0.011,0.025,M1/M2,0,1,1,no_PS
OG0007510,ASF1B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006941,CNOT6L,bsA1/bsA,0,1,1,M1/M2,12.93,0.002,0.01,no_PS
OG0009292,SFN,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013862,WWP2,bsA1/bsA,0,0.998,1,M1/M2,31.028,0,0,PS_bg
OG0010920,PPP1R15B,bsA1/bsA,0,1,1,M1/M2,0.411,0.814,1,no_PS
OG0008375,FAXC,bsA1/bsA,5.214,0.022,0.05,M1/M2,0,1,1,no_PS
OG0006907,SNRNP48,bsA1/bsA,0,1,1,M1/M2,1.396,0.498,1,no_PS
OG0008586,LPCAT4,bsA1/bsA,5.715,0.017,0.038,M1/M2,0,1,1,no_PS
OG0011326,SKIDA1,bsA1/bsA,0,0.997,1,M1/M2,1.652,0.438,1,no_PS
OG0011240,CLN8,bsA1/bsA,0,1,1,M1/M2,1.181,0.554,1,no_PS
OG0011295,USO1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0009371,ALDOB,bsA1/bsA,18.223,0,0,M1/M2,0,1,1,PS_fg
OG0010533,FTCD,bsA1/bsA,101.81,0,0,M1/M2,0,1,1,PS_fg
OG0012922,FASTKD2,bsA1/bsA,0.374,0.541,0.924,M1/M2,4.086,0.13,0.453,no_PS
OG0005299,TMPRSS15,bsA1/bsA,0.059,0.808,1,M1/M2,52.082,0,0,PS_bg
OG0007576,SMU1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013077,CUNH16ORF46 C14H16ORF46,bsA1/bsA,19.926,0,0,M1/M2,2.247,0.325,0.912,PS_fg
OG0011163,GPR182,bsA1/bsA,0,0.999,1,M1/M2,7.088,0.029,0.134,no_PS
OG0014248,RIC8A,bsA1/bsA,269.842,0,0,M1/M2,0,1,1,PS_fg
OG0008789,LHPP,bsA1/bsA,13.773,0,0.001,M1/M2,0,1,1,PS_fg
OG0010393,HINFP,bsA1/bsA,13.424,0,0.001,M1/M2,0,1,1,PS_fg
OG0012165,ATP7A,bsA1/bsA,79.837,0,0,M1/M2,0,1,1,PS_fg
OG0007075,RTN4IP1,bsA1/bsA,1.972,0.16,0.304,M1/M2,0.168,0.919,1,no_PS
OG0006496,NCAPH,bsA1/bsA,1.619,0.203,0.377,M1/M2,0,1,1,no_PS
OG0009191,TRPC4AP,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0008420,SLC33A1,bsA1/bsA,1.666,0.197,0.366,M1/M2,0.236,0.889,1,no_PS
OG0009370,RNF20,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012025,RSPH10B RSPH10B2,bsA1/bsA,6.298,0.012,0.028,M1/M2,65.354,0,0,PS_bg
OG0012867,LGALS3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009170,USP5,bsA1/bsA,0,0.998,1,M1/M2,10.988,0.004,0.025,no_PS
OG0013413,LGR5,bsA1/bsA,0.489,0.484,0.833,M1/M2,3.007,0.222,0.689,no_PS
OG0007031,TSEN2,bsA1/bsA,9.909,0.002,0.004,M1/M2,1.823,0.402,1,PS_fg
OG0006082,SVIL,bsA1/bsA,280.338,0,0,M1/M2,65.674,0,0,PS_fg_bg
OG0010196,UGP2,bsA1/bsA,0,1,1,M1/M2,16.653,0,0.002,PS_bg
OG0006464,CENPI,bsA1/bsA,0,0.997,1,M1/M2,8.569,0.014,0.071,no_PS
OG0008216,OTULINL,bsA1/bsA,26.806,0,0,M1/M2,0,1,1,PS_fg
OG0012123,UBE2G1,bsA1/bsA,0,1,1,M1/M2,70.459,0,0,PS_bg
OG0011868,,bsA1/bsA,69.566,0,0,M1/M2,0,1,1,PS_fg
OG0011846,SLC25A39,bsA1/bsA,9.029,0.003,0.007,M1/M2,0.054,0.974,1,PS_fg
OG0008190,SHF,bsA1/bsA,4.911,0.027,0.059,M1/M2,0,1,1,no_PS
OG0009309,SESN2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012320,AGMO,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007936,CENPF,bsA1/bsA,85.281,0,0,M1/M2,28.061,0,0,PS_fg_bg
OG0007767,ADCY3,bsA1/bsA,,,,M1/M2,0.239,0.887,1,poor_fit
OG0009245,CLBA1,bsA1/bsA,0,1,1,M1/M2,5.98,0.05,0.21,no_PS
OG0009790,,bsA1/bsA,,,,M1/M2,0.191,0.909,1,poor_fit
OG0009011,PCYOX1L,bsA1/bsA,73.841,0,0,M1/M2,0,1,1,PS_fg
OG0011881,NUCB1,bsA1/bsA,0,1,1,M1/M2,0.825,0.662,1,no_PS
OG0007651,MAP2K1,bsA1/bsA,15.324,0,0,M1/M2,0,1,1,PS_fg
OG0006882,LNPK,bsA1/bsA,58.071,0,0,M1/M2,12.126,0.002,0.015,PS_fg
OG0008895,SSU72,bsA1/bsA,0,1,1,M1/M2,0.155,0.926,1,no_PS
OG0006469,PIN4,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013330,TMEM129,bsA1/bsA,8.236,0.004,0.01,M1/M2,0,1,1,no_PS
OG0011468,,bsA1/bsA,,,,M1/M2,28.917,0,0,poor_fit
OG0010814,POLR1C,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013130,CFDP1,bsA1/bsA,186.082,0,0,M1/M2,0,1,1,PS_fg
OG0011511,CUNH1ORF21 C11H1ORF21,bsA1/bsA,0,1,1,M1/M2,67.373,0,0,PS_bg
OG0008149,TUT4,bsA1/bsA,11.784,0.001,0.002,M1/M2,1.558,0.459,1,PS_fg
OG0008238,NETO2,bsA1/bsA,8.053,0.005,0.011,M1/M2,0,1,1,no_PS
OG0009420,CLDND1,bsA1/bsA,0,1,1,M1/M2,5.093,0.078,0.303,no_PS
OG0005658,RRP1B,bsA1/bsA,10.589,0.001,0.003,M1/M2,2.649,0.266,0.786,PS_fg
OG0010839,GABARAPL2,bsA1/bsA,0,1,1,M1/M2,0.001,0.999,1,no_PS
OG0009324,TMEM200B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010967,,bsA1/bsA,1.524,0.217,0.4,M1/M2,0.008,0.996,1,no_PS
OG0013968,,bsA1/bsA,43.692,0,0,M1/M2,34.882,0,0,PS_fg_bg
OG0007293,GPR161,bsA1/bsA,86.41,0,0,M1/M2,18.368,0,0.001,PS_fg_bg
OG0007761,TECTA,bsA1/bsA,43.354,0,0,M1/M2,0,1,1,PS_fg
OG0006635,ECHDC1,bsA1/bsA,151.937,0,0,M1/M2,8.543,0.014,0.072,PS_fg
OG0006599,ABRACL,bsA1/bsA,7.858,0.005,0.012,M1/M2,16.852,0,0.002,PS_bg
OG0012380,CUNH14ORF93 CZH14ORF93,bsA1/bsA,50.357,0,0,M1/M2,0,1,1,PS_fg
OG0008225,SALL1,bsA1/bsA,4.187,0.041,0.087,M1/M2,58.202,0,0,PS_bg
OG0006016,GJD4,bsA1/bsA,170.051,0,0,M1/M2,1.415,0.493,1,PS_fg
OG0013729,CDS1,bsA1/bsA,49.321,0,0,M1/M2,1.739,0.419,1,PS_fg
OG0008864,SPEN,bsA1/bsA,408.481,0,0,M1/M2,0,1,1,PS_fg
OG0011107,CCKAR,bsA1/bsA,7.14,0.008,0.018,M1/M2,0,1,1,no_PS
OG0006981,MED16,bsA1/bsA,70.374,0,0,M1/M2,0,1,1,PS_fg
OG0014244,,bsA1/bsA,3.481,0.062,0.129,M1/M2,3.022,0.221,0.685,no_PS
OG0008461,ETV6,bsA1/bsA,32.755,0,0,M1/M2,0,1,1,PS_fg
OG0008381,PDE5A,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013094,SETD6,bsA1/bsA,0,0.999,1,M1/M2,5.5,0.064,0.258,no_PS
OG0007758,GUCA1B,bsA1/bsA,0,1,1,M1/M2,0.614,0.736,1,no_PS
OG0012415,PRDM8,bsA1/bsA,8.103,0.004,0.011,M1/M2,,,,poor_fit
OG0010076,LYPD6B,bsA1/bsA,0,0.996,1,M1/M2,5.518,0.063,0.256,no_PS
OG0009157,NOP2,bsA1/bsA,51.222,0,0,M1/M2,1.123,0.57,1,PS_fg
OG0012244,DNAJC3,bsA1/bsA,2.906,0.088,0.178,M1/M2,0.112,0.945,1,no_PS
OG0005951,FBL,bsA1/bsA,0,1,1,M1/M2,12.058,0.002,0.016,no_PS
OG0007165,SAP18,bsA1/bsA,0,1,1,M1/M2,0.002,0.999,1,no_PS
OG0008499,,bsA1/bsA,19.801,0,0,M1/M2,16.205,0,0.002,PS_fg_bg
OG0008709,TXLNG,bsA1/bsA,12.199,0,0.001,M1/M2,0.036,0.982,1,PS_fg
OG0006087,PEMT,bsA1/bsA,0,1,1,M1/M2,2.062,0.357,0.973,no_PS
OG0012603,AIMP1,bsA1/bsA,0.124,0.725,1,M1/M2,3.533,0.171,0.558,no_PS
OG0007502,FSD1L,bsA1/bsA,143.187,0,0,M1/M2,0,1,1,PS_fg
OG0005562,FAM163B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008351,INSC,bsA1/bsA,5.861,0.015,0.035,M1/M2,69.229,0,0,PS_bg
OG0010546,KMO,bsA1/bsA,27.371,0,0,M1/M2,10.616,0.005,0.029,PS_fg
OG0008969,SHROOM1,bsA1/bsA,51.764,0,0,M1/M2,4.075,0.13,0.454,PS_fg
OG0007547,MADCAM1,bsA1/bsA,10.954,0.001,0.002,M1/M2,6.863,0.032,0.148,PS_fg
OG0012312,AGR3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008422,,bsA1/bsA,0.001,0.973,1,M1/M2,33.445,0,0,PS_bg
OG0010982,PCYT2,bsA1/bsA,2.626,0.105,0.208,M1/M2,0.01,0.995,1,no_PS
OG0014301,TMX1,bsA1/bsA,33.935,0,0,M1/M2,3.663,0.16,0.532,PS_fg
OG0007691,MED7,bsA1/bsA,0.012,0.911,1,M1/M2,1.281,0.527,1,no_PS
OG0005513,YTHDF1,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0006728,ACOT9,bsA1/bsA,9.315,0.002,0.006,M1/M2,63.211,0,0,PS_fg_bg
OG0010457,ADNP2,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0011894,APOBR,bsA1/bsA,0.639,0.424,0.736,M1/M2,10.164,0.006,0.036,no_PS
OG0008531,DLX1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006715,,bsA1/bsA,180.071,0,0,M1/M2,0,1,1,PS_fg
OG0009472,ABCF2,bsA1/bsA,0,1,1,M1/M2,,,,poor_fit
OG0009710,BEAN1,bsA1/bsA,25.155,0,0,M1/M2,0.714,0.7,1,PS_fg
OG0007244,NFKBIA,bsA1/bsA,1.662,0.197,0.367,M1/M2,2.12,0.346,0.953,no_PS
OG0009107,FKBP11,bsA1/bsA,0,0.989,1,M1/M2,0,1,1,no_PS
OG0010250,UBN1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0006408,NOCT,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008250,,bsA1/bsA,0,1,1,M1/M2,0.028,0.986,1,no_PS
OG0010868,HOXC13,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007289,,bsA1/bsA,10.411,0.001,0.003,M1/M2,,,,poor_fit
OG0006144,SH2D3A,bsA1/bsA,0.055,0.815,1,M1/M2,1.918,0.383,1,no_PS
OG0009919,BPGM,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012334,REEP5,bsA1/bsA,103.343,0,0,M1/M2,0,1,1,PS_fg
OG0013866,DNM1L,bsA1/bsA,9.066,0.003,0.007,M1/M2,43.307,0,0,PS_fg_bg
OG0006428,RAPGEF3,bsA1/bsA,504.889,0,0,M1/M2,3.29,0.193,0.615,PS_fg
OG0012473,BARHL1,bsA1/bsA,54.578,0,0,M1/M2,0,1,1,PS_fg
OG0013668,OTOP3,bsA1/bsA,40.905,0,0,M1/M2,0.374,0.83,1,PS_fg
OG0010333,MBD6,bsA1/bsA,5.833,0.016,0.036,M1/M2,0.023,0.988,1,no_PS
OG0008434,CERT1 COL4A3BP,bsA1/bsA,233.774,0,0,M1/M2,0.173,0.917,1,PS_fg
OG0009925,PEBP1,bsA1/bsA,0,1,1,M1/M2,1.173,0.556,1,no_PS
OG0009529,NOL7,bsA1/bsA,7.973,0.005,0.011,M1/M2,2.816,0.245,0.74,no_PS
OG0009910,IL17RA,bsA1/bsA,28.637,0,0,M1/M2,16.261,0,0.002,PS_fg_bg
OG0011154,BCDIN3D,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013465,FAM83F,bsA1/bsA,2.957,0.086,0.173,M1/M2,5.922,0.052,0.215,no_PS
OG0012285,TMEM106A,bsA1/bsA,0.937,0.333,0.59,M1/M2,9.783,0.008,0.042,no_PS
OG0007304,TXNL4B,bsA1/bsA,,,,M1/M2,2.983,0.225,0.695,poor_fit
OG0008269,TNNC2,bsA1/bsA,0,1,1,M1/M2,12.03,0.002,0.016,no_PS
OG0006289,KRR1,bsA1/bsA,0,1,1,M1/M2,6.322,0.042,0.184,no_PS
OG0010725,SYT3,bsA1/bsA,40.455,0,0,M1/M2,0,1,1,PS_fg
OG0007241,MBIP,bsA1/bsA,101.505,0,0,M1/M2,0,1,1,PS_fg
OG0011023,TSPAN10,bsA1/bsA,0,1,1,M1/M2,15.21,0,0.004,PS_bg
OG0005589,GREB1,bsA1/bsA,0.001,0.978,1,M1/M2,2.267,0.322,0.904,no_PS
OG0005626,CNPY1,bsA1/bsA,0,1,1,M1/M2,13.675,0.001,0.007,PS_bg
OG0008803,PCMTD2,bsA1/bsA,28.972,0,0,M1/M2,0,1,1,PS_fg
OG0006088,TOM1L2,bsA1/bsA,248.653,0,0,M1/M2,0,1,1,PS_fg
OG0005650,NDP,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011126,ATP7B,bsA1/bsA,0,0.998,1,M1/M2,0.113,0.945,1,no_PS
OG0013588,,bsA1/bsA,0,0.997,1,M1/M2,1.312,0.519,1,no_PS
OG0005566,EIPR1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010221,AQP8,bsA1/bsA,3.656,0.056,0.117,M1/M2,0,1,1,no_PS
OG0012982,PRICKLE3,bsA1/bsA,37.655,0,0,M1/M2,0.156,0.925,1,PS_fg
OG0010712,PANX1,bsA1/bsA,1.732,0.188,0.352,M1/M2,0,1,1,no_PS
OG0007899,MELTF,bsA1/bsA,2.319,0.128,0.248,M1/M2,1.151,0.562,1,no_PS
OG0006062,FAM13B,bsA1/bsA,,,,M1/M2,0.001,1,1,poor_fit
OG0011726,ITGB1BP2,bsA1/bsA,0,1,1,M1/M2,5.026,0.081,0.311,no_PS
OG0009057,CARMIL3,bsA1/bsA,0.558,0.455,0.787,M1/M2,0,1,1,no_PS
OG0006349,PPP1R3B,bsA1/bsA,23.311,0,0,M1/M2,1.321,0.517,1,PS_fg
OG0007982,MIER1,bsA1/bsA,105.471,0,0,M1/M2,2.713,0.258,0.768,PS_fg
OG0007221,ABCD4,bsA1/bsA,167.687,0,0,M1/M2,3.375,0.185,0.593,PS_fg
OG0009616,RTN4RL1,bsA1/bsA,102.501,0,0,M1/M2,26.874,0,0,PS_fg_bg
OG0006982,R3HDM4,bsA1/bsA,0,1,1,M1/M2,0.628,0.73,1,no_PS
OG0007478,TCHP,bsA1/bsA,11.979,0.001,0.001,M1/M2,0.816,0.665,1,PS_fg
OG0013854,UTP4,bsA1/bsA,297.391,0,0,M1/M2,0,1,1,PS_fg
OG0009192,GSS,bsA1/bsA,2.394,0.122,0.238,M1/M2,0.321,0.852,1,no_PS
OG0009535,BCL2,bsA1/bsA,0,1,1,M1/M2,0.034,0.983,1,no_PS
OG0011335,RSU1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012767,STX8,bsA1/bsA,22.006,0,0,M1/M2,0,1,1,PS_fg
OG0011283,FAM187A,bsA1/bsA,0.375,0.54,0.923,M1/M2,0,1,1,no_PS
OG0008390,BBS7,bsA1/bsA,0.164,0.685,1,M1/M2,0,1,1,no_PS
OG0009164,PTMS,bsA1/bsA,0,1,1,M1/M2,7.549,0.023,0.11,no_PS
OG0009205,,bsA1/bsA,0.092,0.762,1,M1/M2,73.487,0,0,PS_bg
OG0010449,ALDH5A1,bsA1/bsA,10.058,0.002,0.004,M1/M2,4.566,0.102,0.374,PS_fg
OG0012327,PKD2L1,bsA1/bsA,5.12,0.024,0.053,M1/M2,0,1,1,no_PS
OG0007965,TEFM,bsA1/bsA,16.173,0,0,M1/M2,6.42,0.04,0.177,PS_fg
OG0013689,,bsA1/bsA,4.761,0.029,0.064,M1/M2,6.441,0.04,0.176,no_PS
OG0011195,MAPK9,bsA1/bsA,0,0.998,1,M1/M2,0.139,0.933,1,no_PS
OG0009096,CBX5,bsA1/bsA,0,1,1,M1/M2,6.746,0.034,0.155,no_PS
OG0010143,PFN2,bsA1/bsA,2.386,0.122,0.239,M1/M2,0,1,1,no_PS
OG0006322,PARD6B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007560,THBS4,bsA1/bsA,0,0.997,1,M1/M2,1.221,0.543,1,no_PS
OG0013273,LYAR,bsA1/bsA,1.674,0.196,0.365,M1/M2,5.087,0.079,0.304,no_PS
OG0013156,SLC7A6,bsA1/bsA,4.112,0.043,0.091,M1/M2,2.175,0.337,0.931,no_PS
OG0014004,RHEBL1,bsA1/bsA,186.99,0,0,M1/M2,0.204,0.903,1,PS_fg
OG0005568,ADI1,bsA1/bsA,0,1,1,M1/M2,6.446,0.04,0.175,no_PS
OG0006285,DCN,bsA1/bsA,0,0.999,1,M1/M2,1.248,0.536,1,no_PS
OG0006248,SGO1,bsA1/bsA,0.572,0.449,0.778,M1/M2,13.79,0.001,0.007,PS_bg
OG0006604,,bsA1/bsA,261.845,0,0,M1/M2,18.703,0,0.001,PS_fg_bg
OG0009158,LPAR5,bsA1/bsA,0,1,1,M1/M2,10.168,0.006,0.035,no_PS
OG0010617,ANPEP,bsA1/bsA,15.502,0,0,M1/M2,54.649,0,0,PS_fg_bg
OG0011345,SLC25A40,bsA1/bsA,8.682,0.003,0.008,M1/M2,2.911,0.233,0.713,PS_fg
OG0008442,F2RL1,bsA1/bsA,26.068,0,0,M1/M2,0,1,1,PS_fg
OG0009419,,bsA1/bsA,0.093,0.761,1,M1/M2,4.721,0.094,0.353,no_PS
OG0011132,SLC25A15,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007143,ZHX3,bsA1/bsA,65.57,0,0,M1/M2,2.68,0.262,0.777,PS_fg
OG0013083,DUS2,bsA1/bsA,8.718,0.003,0.008,M1/M2,0,1,1,PS_fg
OG0011973,SHROOM3,bsA1/bsA,12.908,0,0.001,M1/M2,0,1,1,PS_fg
OG0008540,RBKS,bsA1/bsA,0,1,1,M1/M2,1.779,0.411,1,no_PS
OG0012093,TMEM35B,bsA1/bsA,0,0.986,1,M1/M2,0,1,1,no_PS
OG0008169,DMBX1,bsA1/bsA,0,0.996,1,M1/M2,0,1,1,no_PS
OG0009023,FOXI1,bsA1/bsA,0,0.994,1,M1/M2,0,1,1,no_PS
OG0006483,BRCC3,bsA1/bsA,4.749,0.029,0.064,M1/M2,0.001,1,1,no_PS
OG0009314,ASAP3,bsA1/bsA,58.335,0,0,M1/M2,0.319,0.852,1,PS_fg
OG0007343,,bsA1/bsA,0,1,1,M1/M2,4.826,0.09,0.337,no_PS
OG0007012,FUT10,bsA1/bsA,5.806,0.016,0.036,M1/M2,0,1,1,no_PS
OG0007655,AAGAB,bsA1/bsA,21.336,0,0,M1/M2,0,1,1,PS_fg
OG0010369,UNC93A,bsA1/bsA,87.897,0,0,M1/M2,3.48,0.176,0.569,PS_fg
OG0011112,OLFM3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013022,,bsA1/bsA,77.638,0,0,M1/M2,0,1,1,PS_fg
OG0007044,LPAR4,bsA1/bsA,0,1,1,M1/M2,5.33,0.07,0.277,no_PS
OG0008650,OTX2,bsA1/bsA,0,1,1,M1/M2,8.97,0.011,0.06,no_PS
OG0012895,C2CD2L,bsA1/bsA,5.171,0.023,0.051,M1/M2,0,1,1,no_PS
OG0009578,AAAS,bsA1/bsA,0,1,1,M1/M2,1.015,0.602,1,no_PS
OG0011241,KBTBD11,bsA1/bsA,69.394,0,0,M1/M2,0.43,0.806,1,PS_fg
OG0012214,NCF2,bsA1/bsA,0,1,1,M1/M2,0.551,0.759,1,no_PS
OG0010477,,bsA1/bsA,1.774,0.183,0.343,M1/M2,0,1,1,no_PS
OG0011495,BAP1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0008761,PRLHR,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0009183,CASR,bsA1/bsA,0,0.998,1,M1/M2,1.147,0.564,1,no_PS
OG0009122,PIM2,bsA1/bsA,343.792,0,0,M1/M2,0,1,1,PS_fg
OG0009200,,bsA1/bsA,1.501,0.221,0.406,M1/M2,4.679,0.096,0.358,no_PS
OG0008482,PPP4R2,bsA1/bsA,0,1,1,M1/M2,2.807,0.246,0.742,no_PS
OG0012927,PLEKHM3,bsA1/bsA,12.15,0,0.001,M1/M2,0.775,0.679,1,PS_fg
OG0010014,LCK,bsA1/bsA,0,1,1,M1/M2,1.751,0.417,1,no_PS
OG0009230,LRATD2 FAM84B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010132,MBNL1,bsA1/bsA,16.665,0,0,M1/M2,5.46,0.065,0.262,PS_fg
OG0013431,MIER3,bsA1/bsA,221.947,0,0,M1/M2,85.943,0,0,PS_fg_bg
OG0012199,ARMT1,bsA1/bsA,0,0.999,1,M1/M2,0.929,0.629,1,no_PS
OG0011549,ATL2,bsA1/bsA,13.391,0,0.001,M1/M2,223.065,0,0,PS_fg_bg
OG0008637,,bsA1/bsA,0,1,1,M1/M2,14.032,0.001,0.006,PS_bg
OG0011105,CBLN4,bsA1/bsA,38.777,0,0,M1/M2,1.02,0.6,1,PS_fg
OG0007392,SS18,bsA1/bsA,44.408,0,0,M1/M2,30.387,0,0,PS_fg_bg
OG0011655,PPP4R3A,bsA1/bsA,,,,M1/M2,0.009,0.995,1,poor_fit
OG0008270,SNX21,bsA1/bsA,0.07,0.791,1,M1/M2,0,1,1,no_PS
OG0014058,CHCHD5,bsA1/bsA,100.155,0,0,M1/M2,1.126,0.57,1,PS_fg
OG0006125,MDGA1,bsA1/bsA,0,0.999,1,M1/M2,0.871,0.647,1,no_PS
OG0009238,NECAB3,bsA1/bsA,94.78,0,0,M1/M2,0.2,0.905,1,PS_fg
OG0012823,SLC35F2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009315,E2F2,bsA1/bsA,522.321,0,0,M1/M2,0,1,1,PS_fg
OG0011899,RPS3A,bsA1/bsA,0,1,1,M1/M2,0.001,0.999,1,no_PS
OG0012599,INTS12,bsA1/bsA,8.276,0.004,0.01,M1/M2,0,1,1,PS_fg
OG0009883,KYNU,bsA1/bsA,0,1,1,M1/M2,0.473,0.789,1,no_PS
OG0010514,,bsA1/bsA,13.182,0,0.001,M1/M2,17.706,0,0.001,PS_fg_bg
OG0006023,ATP5F1A,bsA1/bsA,21.696,0,0,M1/M2,5.392,0.067,0.269,PS_fg
OG0005985,EOGT,bsA1/bsA,3.568,0.059,0.123,M1/M2,0,1,1,no_PS
OG0005806,KLF2,bsA1/bsA,0,1,1,M1/M2,2.324,0.313,0.885,no_PS
OG0009268,ZNF750,bsA1/bsA,5.141,0.023,0.052,M1/M2,0,1,1,no_PS
OG0010172,WTAP,bsA1/bsA,4.584,0.032,0.07,M1/M2,0,1,1,no_PS
OG0010575,HCN1,bsA1/bsA,1.066,0.302,0.54,M1/M2,0.587,0.745,1,no_PS
OG0012998,FAM50A,bsA1/bsA,,,,M1/M2,0.55,0.76,1,poor_fit
OG0005534,NAB1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012288,PSMB3,bsA1/bsA,86.422,0,0,M1/M2,0,1,1,PS_fg
OG0008889,,bsA1/bsA,4.96,0.026,0.057,M1/M2,0,1,1,no_PS
OG0009707,CMTM3,bsA1/bsA,48.79,0,0,M1/M2,0,1,1,PS_fg
OG0011533,CUNH4ORF19 C9H4ORF19,bsA1/bsA,31.235,0,0,M1/M2,0,1,1,PS_fg
OG0010819,ABCC10,bsA1/bsA,1.824,0.177,0.333,M1/M2,0.957,0.62,1,no_PS
OG0010721,POLD1,bsA1/bsA,2.16,0.142,0.273,M1/M2,0,1,1,no_PS
OG0013792,DGUOK,bsA1/bsA,0,1,1,M1/M2,0.021,0.99,1,no_PS
OG0011395,MRPL43,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013648,MFSD2B,bsA1/bsA,,,,M1/M2,9.489,0.009,0.048,poor_fit
OG0007467,USP30,bsA1/bsA,247.074,0,0,M1/M2,0,1,1,PS_fg
OG0005497,PLXNC1,bsA1/bsA,15.951,0,0,M1/M2,142.461,0,0,PS_fg_bg
OG0005492,EEA1,bsA1/bsA,467.042,0,0,M1/M2,13.188,0.001,0.009,PS_fg_bg
OG0005503,METAP2,bsA1/bsA,2.313,0.128,0.249,M1/M2,8.049,0.018,0.089,no_PS
OG0010849,STXBP2,bsA1/bsA,,,,M1/M2,1.568,0.457,1,poor_fit
