Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1
OG0013210,THUMPD3,M1,0.59301,-3559.138961,15,2.86417,NearlyNeutral,0.76814,0.07606,0.23186,1
OG0009431,SWT1,M1,0.67839,-6118.930975,15,3.32035,NearlyNeutral,0.63792,0.12103,0.36208,1
OG0008365,GCAT,M1,0.41958,-2547.643078,15,3.78725,NearlyNeutral,0.87279,0,0.12721,1
OG0006619,PKP3,M1,0.80533,-6323.5126,15,2.09103,NearlyNeutral,0.80886,0.04177,0.19114,1
OG0010739,RGS22,M1,0.89985,-10795.056666,15,2.36217,NearlyNeutral,0.54268,0,0.45732,1
OG0005762,STARD8,M1,1.11111,-8697.259652,15,3.34144,NearlyNeutral,0.72966,0.16283,0.27034,1
OG0009731,KIF18A,M1,0.70341,-6480.259938,15,3.05976,NearlyNeutral,0.72689,0.09616,0.27311,1
OG0007510,RAMP1,M1,0.9972,-1265.985835,15,2.69788,NearlyNeutral,0.62841,0.09739,0.37159,1
OG0009292,TEAD2,M1,0.95614,-3564.396728,15,3.74399,NearlyNeutral,0.48271,0,0.51729,1
OG0013862,FBXL22,M1,1.18248,-1891.798143,15,3.7264,NearlyNeutral,0.79203,0.03915,0.20797,1
OG0010920,UPK1B,M1,0.59115,-1813.736838,15,2.22878,NearlyNeutral,0.73576,0,0.26424,1
OG0008375,BAIAP2L2,M1,0.87109,-3749.176275,15,3.47612,NearlyNeutral,0.57011,0.07244,0.42989,1
OG0008586,LIFR,M1,1.07084,-9432.006272,15,2.87074,NearlyNeutral,0.48191,0.02026,0.51809,1
OG0011326,RAP1GAP2,M1,1.03448,-6049.961373,15,1.3555,NearlyNeutral,0.83456,0.0122,0.16544,1
OG0005199,SH3GL1,M1,1.0442,-2776.476929,15,2.11595,NearlyNeutral,0.88483,0.01058,0.11517,1
OG0007333,CTNS,M1,1.83418,-3760.974615,15,1.80637,NearlyNeutral,0.70612,0.03347,0.29388,1
OG0011295,,M1,1.00426,-3291.960386,15,2.14945,NearlyNeutral,0.59713,0.02234,0.40287,1
OG0009371,PRRC2B,M1,1.2754,-20077.719247,15,2.77078,NearlyNeutral,0.82999,0.08339,0.17001,1
OG0010533,LRRN1,M1,0.2793,-3805.933198,15,4.66774,NearlyNeutral,0.99999,0.052,1e-5,1
OG0012922,BCAP31,M1,0.5873,-1647.799655,15,3.00256,NearlyNeutral,0.85889,0.00856,0.14111,1
OG0005299,GINS2,M1,0.73463,-1349.011896,15,2.45226,NearlyNeutral,0.83842,0.05519,0.16158,1
OG0007576,TREX2,M1,1.1963,-1989.250646,15,3.25191,NearlyNeutral,0.57383,0.00251,0.42617,1
OG0006521,CAPN9,M1,0.84806,-5341.984443,15,2.166,NearlyNeutral,0.631,0.0042,0.369,1
OG0013077,MRPL11,M1,1.35017,-1882.154066,15,2.37791,NearlyNeutral,0.84748,0.09544,0.15252,1
OG0011163,GPR1,M1,0.76545,-2682.168699,15,3.89918,NearlyNeutral,0.63111,0.12842,0.36889,1
OG0008789,DNAL4,M1,0.35472,-573.078239,15,3.19211,NearlyNeutral,0.99999,0,1e-5,1
OG0012165,GATAD2A,M1,0.40502,-3782.181835,15,3.33294,NearlyNeutral,0.97535,0.06793,0.02465,1
OG0007075,SNX20,M1,0.98605,-2675.263597,15,2.68408,NearlyNeutral,0.82419,0.11313,0.17581,1
OG0006496,TPD52L2,M1,0.99918,-1561.267644,15,2.65485,NearlyNeutral,0.89986,0.04544,0.10014,1
OG0009191,MYLK4,M1,1.08376,-6058.52054,15,2.77752,NearlyNeutral,0.54935,0.07704,0.45065,1
OG0008420,NPC1,M1,0.61975,-9048.452283,15,2.86193,NearlyNeutral,0.68299,0.02375,0.31701,1
OG0009370,PLPP7,M1,0.94178,-2075.175004,15,3.97462,NearlyNeutral,0.98261,0.0817,0.01739,1
OG0012025,MEF2C,M1,0.30091,-2710.934266,15,1.72919,NearlyNeutral,0.86959,0,0.13041,1
OG0012867,PPM1A,M1,0.31761,-2149.070097,15,2.03304,NearlyNeutral,0.91577,0,0.08423,1
OG0009170,CARNMT1,M1,0.433,-2816.061392,15,2.3923,NearlyNeutral,0.73061,0,0.26939,1
OG0013413,TMEM26,M1,1.4914,-3164.181765,15,2.95463,NearlyNeutral,0.77501,0.07964,0.22499,1
OG0007031,NEURL2,M1,2.12751,-2593.778837,15,3.25622,NearlyNeutral,0.82394,0.04305,0.17606,1
OG0006082,GXYLT1,M1,1.079,-3328.052645,15,1.60813,NearlyNeutral,0.69196,0,0.30804,1
OG0010196,RADX CUNHXORF57,M1,1.52327,-8651.59748,15,2.64246,NearlyNeutral,0.5606,0.13684,0.4394,1
OG0006464,POLR3H,M1,0.40108,-1291.883399,15,2.74625,NearlyNeutral,0.91875,0.02172,0.08125,1
OG0008216,DIP2B,M1,0.30444,-8765.746041,15,4.31669,NearlyNeutral,0.97254,0.01456,0.02746,1
OG0012123,TNRC6B,M1,0.2312,-9601.258209,15,4.91771,NearlyNeutral,0.7851,0.0261,0.2149,1
OG0011868,PCOLCE2,M1,0.51253,-2776.430916,15,3.12112,NearlyNeutral,0.90555,0.12023,0.09445,1
OG0011846,HMGCS1,M1,0.4223,-3297.194626,15,5.0952,NearlyNeutral,0.89284,0.04048,0.10716,1
OG0008190,SCFD1,M1,0.27623,-3319.749014,15,3.2064,NearlyNeutral,0.95801,0.02651,0.04199,1
OG0009309,TRIM66,M1,0.72886,-9039.527477,15,2.65134,NearlyNeutral,0.75417,0.07049,0.24583,1
OG0005265,NPHS2,M1,0.59836,-2667.254975,15,4.69653,NearlyNeutral,0.7317,0.11547,0.2683,1
OG0012320,ZNF330,M1,0.73251,-2118.105576,15,1.20498,NearlyNeutral,0.78052,0,0.21948,1
OG0007936,,M1,1.24841,-3067.67102,15,3.37503,NearlyNeutral,0.85573,0.10352,0.14427,1
OG0009245,CHODL,M1,0.95069,-2256.12115,15,1.68853,NearlyNeutral,0.86319,0.02576,0.13681,1
OG0009790,CACNA1B,M1,0.89348,-16616.315481,15,2.44064,NearlyNeutral,0.92805,0.03586,0.07195,1
OG0009011,TSHZ1,M1,0.3168,-6115.999007,15,3.11296,NearlyNeutral,0.85588,0,0.14412,1
OG0011881,IGSF3,M1,0.41829,-7162.935477,15,4.02692,NearlyNeutral,0.94004,0.05068,0.05996,1
OG0007651,POLE2,M1,0.47896,-3174.602945,15,3.89645,NearlyNeutral,0.79559,0,0.20441,1
OG0006882,IMMP1L,M1,0.28762,-925.367541,15,2.87822,NearlyNeutral,0.93017,0.09498,0.06983,1
OG0008895,TAF5,M1,0.46527,-5199.419032,15,3.08748,NearlyNeutral,0.93823,0.07137,0.06177,1
OG0006469,TMEM140,M1,1.07146,-1847.008791,15,2.82177,NearlyNeutral,0.42754,0,0.57246,1
OG0013330,PVALB,M1,0.7091,-1262.933043,15,2.23525,NearlyNeutral,0.65165,0,0.34835,1
OG0011468,AEBP1,M1,0.72076,-8473.266679,15,2.93838,NearlyNeutral,0.88448,0.09165,0.11552,1
OG0009374,CUNH4ORF48 C11H4ORF48,M1,1.10539,-945.092259,15,2.43393,NearlyNeutral,0.76397,0.03786,0.23603,1
OG0010814,,M1,1.87176,-1905.44853,15,2.05668,NearlyNeutral,0.82787,0.04285,0.17213,1
OG0013130,ALYREF,M1,0.31083,-1419.577145,15,3.13239,NearlyNeutral,0.99999,0.05978,1e-5,1
OG0011511,TP53BP2,M1,0.42937,-7098.597333,15,4.42933,NearlyNeutral,0.90952,0.08408,0.09048,1
OG0008149,ABCD4,M1,0.48461,-3895.601488,15,4.79086,NearlyNeutral,0.84843,0.10661,0.15157,1
OG0008238,PCMT1,M1,0.29677,-1617.867241,15,2.77226,NearlyNeutral,0.86548,0,0.13452,1
OG0009420,CLIP3,M1,0.85515,-3664.652896,15,3.54291,NearlyNeutral,0.98261,0.01214,0.01739,1
OG0005658,CLN5,M1,1.14826,-2815.595479,15,2.67634,NearlyNeutral,0.82763,0.04626,0.17237,1
OG0010839,CNOT1,M1,0.41854,-13680.289099,15,3.05083,NearlyNeutral,0.9169,0,0.0831,1
OG0009324,POLE3,M1,1.26052,-1344.223062,15,1.37007,NearlyNeutral,0.83387,0.04085,0.16613,1
OG0010967,GFAP,M1,0.40863,-2695.529309,15,4.22006,NearlyNeutral,0.8351,0.02616,0.1649,1
OG0013968,PCBP4,M1,0.39264,-2519.015134,15,2.53048,NearlyNeutral,0.87832,0,0.12168,1
OG0007293,NUDT15,M1,1.95861,-1785.149469,15,1.59551,NearlyNeutral,0.57232,0.0316,0.42768,1
OG0007761,OPA3,M1,0.92665,-1199.08327,15,3.14715,NearlyNeutral,0.89333,0.043,0.10667,1
OG0006635,AKT1,M1,0.2263,-2433.409348,15,2.85111,NearlyNeutral,0.98016,0,0.01984,1
OG0012380,ABCB9,M1,0.83373,-5763.299948,15,4.25222,NearlyNeutral,0.94323,0.06572,0.05677,1
OG0008225,FBXO30,M1,0.53094,-5096.76234,15,3.29467,NearlyNeutral,0.85589,0.05709,0.14411,1
OG0006016,ACAA2,M1,0.95683,-3211.409069,15,2.78616,NearlyNeutral,0.86507,0.06811,0.13493,1
OG0013729,F2,M1,1.01511,-5691.716951,15,2.331,NearlyNeutral,0.53435,0,0.46565,1
OG0013962,WDR82,M1,0.28484,-1668.257515,15,2.7162,NearlyNeutral,0.99999,0.00828,1e-5,1
OG0008864,TRIP10,M1,0.50905,-3883.410657,15,2.58649,NearlyNeutral,0.88398,0.04234,0.11602,1
OG0011107,ACCS,M1,0.73072,-6713.435828,15,2.8047,NearlyNeutral,0.64827,0.03017,0.35173,1
OG0006981,CD38,M1,1.11222,-2347.159721,15,2.84415,NearlyNeutral,0.53797,0.01347,0.46203,1
OG0005225,RNF135,M1,1.55327,-5318.387452,15,1.92446,NearlyNeutral,0.36857,0,0.63143,1
OG0008461,ANKIB1,M1,0.28693,-5860.741815,15,4.37044,NearlyNeutral,0.95157,0.05907,0.04843,1
OG0008381,MAPRE2,M1,0.42709,-1884.44297,15,2.22989,NearlyNeutral,0.81101,0,0.18899,1
OG0007758,PAK4,M1,0.8716,-4659.418014,15,3.47508,NearlyNeutral,0.94116,0.02852,0.05884,1
OG0012415,CMKLR1,M1,1.52904,-3401.587125,15,2.56759,NearlyNeutral,0.73728,0.05675,0.26272,1
OG0010076,TARBP2,M1,0.53943,-2597.523442,15,5.28002,NearlyNeutral,0.85216,0.04957,0.14784,1
OG0009157,KMT5B,M1,0.26562,-4669.369424,15,3.70214,NearlyNeutral,0.86657,0.01043,0.13343,1
OG0012244,POU6F2,M1,0.45053,-3943.3532,15,3.21904,NearlyNeutral,0.81652,0.08099,0.18348,1
OG0005951,LRPPRC,M1,0.72913,-10348.31548,15,3.30917,NearlyNeutral,0.48686,0,0.51314,1
OG0007425,SNRNP35,M1,1.52197,-2432.64655,15,2.29245,NearlyNeutral,0.91039,0.04088,0.08961,1
OG0007165,MEX3D,M1,0.64075,-4218.823577,15,4.31579,NearlyNeutral,0.97678,0.06418,0.02322,1
OG0008917,HSPBAP1,M1,0.59593,-3383.082643,15,4.94044,NearlyNeutral,0.68353,0.05721,0.31647,1
OG0008499,AP1S3,M1,0.58212,-1032.841342,15,2.15451,NearlyNeutral,0.79446,0.00987,0.20554,1
OG0008709,HRC,M1,1.4669,-3998.040679,15,2.36214,NearlyNeutral,0.42282,0.10749,0.57718,1
OG0006087,,M1,1.06168,-2110.732803,15,3.24434,NearlyNeutral,0.54346,0.00172,0.45654,1
OG0012603,,M1,0.57702,-4248.531099,15,2.27367,NearlyNeutral,0.76408,0.01037,0.23592,1
OG0007502,MGAT4C,M1,0.51143,-3183.741626,15,2.21994,NearlyNeutral,0.84762,0.00288,0.15238,1
OG0005562,ANKRD13D,M1,0.33264,-3611.715893,15,4.57704,NearlyNeutral,0.89435,0,0.10565,1
OG0008351,SMU1,M1,0.3807,-2957.031801,15,2.91492,NearlyNeutral,0.99165,0.01056,0.00835,1
OG0010546,GATD3A,M1,0.56557,-1655.514709,15,3.9988,NearlyNeutral,0.6597,0,0.3403,1
OG0008969,CXXC5,M1,0.26065,-1487.103708,15,12.12852,NearlyNeutral,0.84848,0,0.15152,1
OG0007547,DNAH11,M1,0.49844,-28503.454185,15,3.95421,NearlyNeutral,0.82671,0.08692,0.17329,1
OG0012312,APC2,M1,0.86117,-19207.400741,15,3.38459,NearlyNeutral,0.91059,0.08081,0.08941,1
OG0008422,CABYR,M1,0.54838,-4198.405443,15,3.42495,NearlyNeutral,0.58763,0,0.41237,1
OG0010982,PARM1,M1,1.4027,-2789.928746,15,3.64941,NearlyNeutral,0.2687,0,0.7313,1
OG0005513,IGFBP4,M1,0.50959,-1672.357558,15,4.74953,NearlyNeutral,0.73811,0,0.26189,1
OG0006728,KRI1,M1,0.79857,-5347.529113,15,4.27428,NearlyNeutral,0.52337,0.00979,0.47663,1
OG0010457,DKK1,M1,1.42494,-2339.170646,15,1.73371,NearlyNeutral,0.74885,0.10682,0.25115,1
OG0011894,VGLL3,M1,0.67387,-2288.598027,15,3.04467,NearlyNeutral,0.598,0.00163,0.402,1
OG0008531,MAP2K4,M1,0.43547,-2537.007838,15,1.37451,NearlyNeutral,0.88434,0,0.11566,1
OG0006715,PPDPF,M1,0.73759,-800.844399,15,1.46163,NearlyNeutral,0.84232,0.01798,0.15768,1
OG0009472,MLLT11,M1,1.35698,-1057.792413,15,2.13714,NearlyNeutral,0.94016,0.08924,0.05984,1
OG0009710,GOT1,M1,0.54478,-2771.949711,15,2.53122,NearlyNeutral,0.76738,0,0.23262,1
OG0009107,ZNF512,M1,0.48338,-3079.6090600000002,15,2.80885,NearlyNeutral,0.85475,0.05145,0.14525,1
OG0010250,BMP15,M1,1.4565,-3630.720255,15,4.70707,NearlyNeutral,0.78543,0.09515,0.21457,1
OG0006408,NR4A1,M1,0.65705,-4457.560712,15,1.84269,NearlyNeutral,0.80576,0,0.19424,1
OG0008250,ASB8,M1,0.44037,-1732.807897,15,4.31604,NearlyNeutral,0.99113,0.03862,0.00887,1
OG0006127,IHH,M1,0.46825,-2556.263078,15,3.94483,NearlyNeutral,0.873,0.02941,0.127,1
OG0010868,,M1,1.52584,-4103.402819,15,3.10023,NearlyNeutral,0.78043,0.08347,0.21957,1
OG0007289,TNFSF13B,M1,0.54902,-2026.207465,15,4.29404,NearlyNeutral,0.77147,0.12843,0.22853,1
OG0006144,ZIC2,M1,0.8659,-3253.974481,15,2.17564,NearlyNeutral,0.83002,0,0.16998,1
OG0009919,,M1,1.17669,-1741.863576,15,2.40673,NearlyNeutral,0.67173,0,0.32827,1
OG0012334,WNT5A,M1,0.33093,-2138.594333,15,3.87191,NearlyNeutral,0.9325,0,0.0675,1
OG0013866,,M1,1.29062,-3517.827909,15,3.98588,NearlyNeutral,0.92455,0.0689,0.07545,1
OG0006428,FEZF1,M1,1.22915,-3494.395435,15,2.45027,NearlyNeutral,0.85708,0.02613,0.14292,1
OG0005314,CDH13,M1,0.95434,-4901.290842,15,2.49784,NearlyNeutral,0.79615,0.01983,0.20385,1
OG0012473,GPBAR1,M1,1.14612,-2870.591876,15,2.74686,NearlyNeutral,0.49274,0,0.50726,1
OG0013668,ROGDI,M1,1.70823,-2575.773786,15,1.76227,NearlyNeutral,0.74169,0.03633,0.25831,1
OG0010333,CCDC59,M1,0.75686,-1520.647993,15,2.10781,NearlyNeutral,0.66778,0.05642,0.33222,1
OG0008434,PBX4,M1,0.1584,-2051.484879,15,2.40347,NearlyNeutral,0.99999,0.026,1e-5,1
OG0009925,EPB41,M1,0.44039,-6652.601115,15,3.38198,NearlyNeutral,0.79753,0.03134,0.20247,1
OG0009529,NHP2,M1,0.39071,-898.077635,15,3.67152,NearlyNeutral,0.96226,0.0439,0.03774,1
OG0009910,FAM76A,M1,0.57545,-2017.170399,15,2.69109,NearlyNeutral,0.81687,0,0.18313,1
OG0011154,PTAR1,M1,0.65434,-3063.008436,15,2.73834,NearlyNeutral,0.64994,0,0.35006,1
OG0013465,GOLT1B,M1,0.34293,-743.355343,15,2.30667,NearlyNeutral,0.97048,0,0.02952,1
OG0012285,LBX1,M1,0.27936,-1469.366861,15,2.64282,NearlyNeutral,0.95634,0.02058,0.04366,1
OG0007304,SPRYD7,M1,0.31565,-1138.236438,15,8.12255,NearlyNeutral,0.99999,0.08035,1e-5,1
OG0008269,SLC30A1,M1,0.46602,-3320.989367,15,2.40699,NearlyNeutral,0.71152,0.02123,0.28848,1
OG0006289,NARS1 NARS,M1,0.54249,-3631.061812,15,1.96419,NearlyNeutral,0.92011,0.03456,0.07989,1
OG0014111,LAMTOR2,M1,0.88587,-794.847705,15,5.92513,NearlyNeutral,0.99999,0.02064,1e-5,1
OG0007241,CNBD2,M1,1.49659,-5297.058917,15,1.99643,NearlyNeutral,0.55559,0.02883,0.44441,1
OG0011023,MINDY3,M1,0.72445,-3153.91179,15,2.32963,NearlyNeutral,0.77444,0.0317,0.22556,1
OG0005589,CELSR1,M1,0.60718,-20121.823067,15,3.11935,NearlyNeutral,0.91677,0.06066,0.08323,1
OG0005626,TMEM132C,M1,0.92262,-8401.440472,15,3.17137,NearlyNeutral,0.88582,0.10277,0.11418,1
OG0008803,IL12RB1,M1,1.17208,-6537.999049,15,3.25704,NearlyNeutral,0.3765,0.04417,0.6235,1
OG0006088,,M1,2.46907,-3089.934727,15,2.89273,NearlyNeutral,0.33146,0.12685,0.66854,1
OG0005650,CHTF18,M1,0.99015,-8385.82188,15,3.66441,NearlyNeutral,0.54051,0.02194,0.45949,1
OG0011126,,M1,1.76901,-2018.834498,15,2.36363,NearlyNeutral,0.59777,0.05994,0.40223,1
OG0013588,SOGA3,M1,0.62078,-6194.194261,15,3.56753,NearlyNeutral,0.81595,0.03624,0.18405,1
OG0005566,TNKS1BP1,M1,0.86735,-13740.406134,15,3.8359,NearlyNeutral,0.52751,0.17508,0.47249,1
OG0010221,AGTR2,M1,0.96458,-2972.379048,15,3.98777,NearlyNeutral,0.861,0.07339,0.139,1
OG0012982,,M1,1.00879,-4424.656813,15,2.44992,NearlyNeutral,0.96623,0.03253,0.03377,1
OG0010712,RWDD2B,M1,0.93541,-2419.33919,15,1.82334,NearlyNeutral,0.73409,0.03494,0.26591,1
OG0007899,CDC42EP3,M1,0.62907,-1693.835331,15,2.08665,NearlyNeutral,0.78369,0.01555,0.21631,1
OG0006062,MEOX2,M1,0.4339,-1860.741689,15,2.60308,NearlyNeutral,0.97798,0.05223,0.02202,1
OG0009057,ADCY3,M1,0.45299,-6903.654685,15,2.80912,NearlyNeutral,0.85123,0.00495,0.14877,1
OG0006349,COMP,M1,1.05683,-6005.339158,15,2.37127,NearlyNeutral,0.83075,0.0258,0.16925,1
OG0007982,CDK17,M1,0.24888,-2671.704304,15,4.8448,NearlyNeutral,0.99999,0.01555,1e-5,1
OG0007221,,M1,0.8952,-4597.402472,15,5.6234,NearlyNeutral,0.95927,0.05402,0.04073,1
OG0009616,GLMN,M1,0.74283,-4525.207452,15,3.30655,NearlyNeutral,0.58085,0.05087,0.41915,1
OG0006982,FGFBP1,M1,0.96466,-1756.130331,15,3.884,NearlyNeutral,0.4879,0,0.5121,1
OG0007478,NCKAP1L,M1,0.6352,-7976.36824,15,3.54529,NearlyNeutral,0.76563,0.05005,0.23437,1
OG0013854,MINDY2,M1,0.80048,-2884.110528,15,3.84453,NearlyNeutral,0.85397,0.07425,0.14603,1
OG0009192,GMDS,M1,0.74062,-2309.606929,15,2.33746,NearlyNeutral,0.78772,0,0.21228,1
OG0009535,F12,M1,0.75452,-4441.966406,15,3.98855,NearlyNeutral,0.679,0.0713,0.321,1
OG0011335,SLC19A3,M1,0.6119,-3448.577307,15,3.73488,NearlyNeutral,0.6416,0.02311,0.3584,1
OG0013272,FAM43A,M1,0.74874,-2946.498554,15,3.12488,NearlyNeutral,0.87616,0.06438,0.12384,1
OG0012767,LLPH,M1,0.4966,-760.123572,15,3.75375,NearlyNeutral,0.81927,0,0.18073,1
OG0011283,FOXP4,M1,0.35749,-3598.579015,15,1.73204,NearlyNeutral,0.88515,0,0.11485,1
OG0008390,CATSPERD,M1,1.15426,-6933.460123,15,2.7302,NearlyNeutral,0.38682,0,0.61318,1
OG0006439,SHFL CUNH19ORF66,M1,0.95156,-2504.86683,15,3.30655,NearlyNeutral,0.6079,0.02797,0.3921,1
OG0009164,CEP78,M1,0.5584,-5166.229063,15,3.22898,NearlyNeutral,0.83157,0.13197,0.16843,1
OG0009205,CXCR5,M1,1.36943,-3617.109838,15,4.62554,NearlyNeutral,0.78873,0.09187,0.21127,1
OG0010449,PCBD2,M1,0.82931,-1111.714321,15,2.21276,NearlyNeutral,0.69268,0,0.30732,1
OG0012327,MMAA,M1,0.55596,-2872.721291,15,3.44099,NearlyNeutral,0.87135,0.117,0.12865,1
OG0007965,UBE2N,M1,0.05504,-658.248039,15,7.39322,NearlyNeutral,0.99999,0,1e-5,1
OG0013689,MCRIP2,M1,1.25754,-1234.688353,15,2.17101,NearlyNeutral,0.77795,0.05565,0.22205,1
OG0011195,CD300LF,M1,1.93586,-2702.175007,15,3.07758,NearlyNeutral,0.29012,0,0.70988,1
OG0009096,DNAJC5G,M1,0.54059,-1376.98388,15,2.48643,NearlyNeutral,0.81777,0,0.18223,1
OG0010143,EXOC5,M1,0.3607,-4303.189519,15,1.71571,NearlyNeutral,0.84012,0,0.15988,1
OG0007560,IRF2BP2,M1,0.37514,-3295.956403,15,2.93894,NearlyNeutral,0.9564,0.02549,0.0436,1
OG0013273,XXYLT1,M1,2.80378,-3496.821991,15,1.94212,NearlyNeutral,0.73631,0.03722,0.26369,1
OG0013156,CARD14,M1,0.60801,-6734.296453,15,3.71305,NearlyNeutral,0.75151,0.02062,0.24849,1
OG0014004,FAM136A,M1,0.92073,-805.233116,15,2.00387,NearlyNeutral,0.97977,0.02121,0.02023,1
OG0005568,P2RX3,M1,0.42906,-2521.995938,15,2.79591,NearlyNeutral,0.8757,0.00675,0.1243,1
OG0006248,GCM1,M1,0.77376,-3332.153741,15,3.02423,NearlyNeutral,0.68177,0.07743,0.31823,1
OG0006604,MYRF,M1,0.55882,-7970.207864,15,3.33922,NearlyNeutral,0.7791,0.03546,0.2209,1
OG0009158,CHKA,M1,0.4227,-2729.893414,15,1.74158,NearlyNeutral,0.81735,0,0.18265,1
OG0010617,ENPP6,M1,0.5348,-2966.523472,15,2.79785,NearlyNeutral,0.80715,0.14169,0.19285,1
OG0011345,HRH1,M1,0.77497,-3618.827237,15,4.09331,NearlyNeutral,0.71581,0.08804,0.28419,1
OG0008442,ERMARD,M1,0.64141,-4841.433494,15,5.0814,NearlyNeutral,0.69528,0.09259,0.30472,1
OG0006361,CUNH14ORF132 C1H14ORF132,M1,0.5971,-1177.137783,15,2.94645,NearlyNeutral,0.68535,0,0.31465,1
OG0009419,THAP8,M1,1.52898,-4554.944331,15,3.46019,NearlyNeutral,0.83646,0.08789,0.16354,1
OG0011132,HSPB2,M1,0.81566,-1330.613934,15,2.91459,NearlyNeutral,0.8014,0.01062,0.1986,1
OG0007143,AP2M1,M1,0.4255,-2505.407051,15,3.60984,NearlyNeutral,0.99999,0,1e-5,1
OG0011973,IPO9,M1,0.28456,-6039.528537,15,3.06654,NearlyNeutral,0.95669,0.01557,0.04331,1
OG0008540,,M1,0.55906,-1792.538471,15,5.48453,NearlyNeutral,0.9738,0.04131,0.0262,1
OG0012093,TMEM255B,M1,0.56301,-2043.935755,15,3.01481,NearlyNeutral,0.88005,0.06084,0.11995,1
OG0008169,MBIP,M1,0.54539,-2442.61046,15,3.06507,NearlyNeutral,0.81393,0.16677,0.18607,1
OG0009023,HCN4,M1,0.84873,-8775.340204,15,2.61372,NearlyNeutral,0.90415,0.04695,0.09585,1
OG0006483,KCNS3,M1,0.60968,-3381.28243,15,2.61021,NearlyNeutral,0.88705,0.0224,0.11295,1
OG0007343,SLAIN2,M1,0.60357,-4186.338347,15,2.32345,NearlyNeutral,0.79705,0,0.20295,1
OG0007012,TECPR2,M1,0.5606,-9708.236205,15,4.09195,NearlyNeutral,0.80397,0.10631,0.19603,1
OG0007655,NUP54,M1,0.77172,-3396.013825,15,1.83177,NearlyNeutral,0.934,0.02355,0.066,1
OG0005615,,M1,0.69931,-4427.966089,15,3.48111,NearlyNeutral,0.87864,0.09667,0.12136,1
OG0010369,NOP16,M1,1.15014,-1397.820392,15,1.63465,NearlyNeutral,0.64782,0.02067,0.35218,1
OG0011112,SNTG2,M1,0.57613,-3488.153596,15,1.64619,NearlyNeutral,0.79494,0,0.20506,1
OG0013022,ACOT7,M1,2.52924,-3125.645847,15,2.09314,NearlyNeutral,0.82188,0.02971,0.17812,1
OG0007044,STAG3,M1,1.33178,-9773.690003,15,2.44604,NearlyNeutral,0.68797,0.05477,0.31203,1
OG0008650,SFSWAP,M1,1.07866,-7789.434066,15,2.69827,NearlyNeutral,0.90279,0.05282,0.09721,1
OG0012895,IARS1 IARS,M1,0.44738,-7613.223141,15,3.42684,NearlyNeutral,0.88842,0.03085,0.11158,1
OG0009578,ERFE,M1,0.61451,-2337.417416,15,4.64674,NearlyNeutral,0.72645,0.14413,0.27355,1
OG0011241,IWS1,M1,0.47605,-4615.285852,15,2.40123,NearlyNeutral,0.82326,0.00598,0.17674,1
OG0012214,RAB3D,M1,0.32982,-1240.941279,15,4.71201,NearlyNeutral,0.96609,0.10265,0.03391,1
OG0010477,PRPSAP2,M1,0.91388,-2658.85564,15,3.22001,NearlyNeutral,0.97519,0.02039,0.02481,1
OG0011495,AVEN,M1,1.02334,-2685.16666,15,2.42216,NearlyNeutral,0.56937,0.07013,0.43063,1
OG0008761,IDH3B,M1,1.51341,-3127.345805,15,1.97865,NearlyNeutral,0.8474,0.01772,0.1526,1
OG0009183,SDCBP,M1,0.43848,-1824.351887,15,4.38911,NearlyNeutral,0.93528,0.15889,0.06472,1
OG0009122,FKBP6,M1,0.82083,-2738.912743,15,2.74865,NearlyNeutral,0.58348,0.00381,0.41652,1
OG0012927,RPL4,M1,0.39122,-2232.390137,15,4.75557,NearlyNeutral,0.95187,0.0227,0.04813,1
OG0010014,BIN1,M1,0.58886,-3668.963312,15,1.49811,NearlyNeutral,0.79064,0,0.20936,1
OG0009230,USP43,M1,0.68308,-7968.50281,15,3.47217,NearlyNeutral,0.75224,0.03106,0.24776,1
OG0010132,SOCS4,M1,0.50635,-2845.043783,15,3.84823,NearlyNeutral,0.86105,0.09258,0.13895,1
OG0013431,SOX6,M1,0.3208,-4502.300683,15,3.37683,NearlyNeutral,0.87371,0,0.12629,1
OG0012199,,M1,0.83554,-3809.149257,15,3.93346,NearlyNeutral,0.72842,0.14775,0.27158,1
OG0011549,CAMK1G,M1,0.53379,-3148.058367,15,3.34335,NearlyNeutral,0.75433,0.10833,0.24567,1
OG0008637,DPM1,M1,2.29532,-1962.238442,15,1.92614,NearlyNeutral,0.5685,0.05061,0.4315,1
OG0011105,ALKBH3,M1,0.49659,-1802.298996,15,4.67404,NearlyNeutral,0.78184,0.06276,0.21816,1
OG0007392,CLSTN3,M1,0.4278,-5855.954441,15,3.1013,NearlyNeutral,0.96844,0.04452,0.03156,1
OG0011655,JMJD4,M1,1.62033,-3597.476801,15,1.87943,NearlyNeutral,0.84596,0.03445,0.15404,1
OG0008270,NEK2,M1,0.44696,-2801.873214,15,3.0572,NearlyNeutral,0.81558,0,0.18442,1
OG0014058,POMGNT2,M1,0.45793,-3690.118521,15,5.09392,NearlyNeutral,0.92782,0.09132,0.07218,1
OG0006125,SLC23A3,M1,0.65416,-4686.523467,15,3.70308,NearlyNeutral,0.7249,0.15427,0.2751,1
OG0009238,CCDC42,M1,0.46162,-2271.803676,15,2.24331,NearlyNeutral,0.89595,0.01773,0.10405,1
