Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0011037,OLFM4,M2,1.61045,-4701.008416,17,2.41982,PositiveSelection,0.72732,0.09758,0,1,0.27268,1.04315
OG0011185,MARS1 MARS,M2,0.49649,-6044.316084,17,4.02947,PositiveSelection,0.85899,0.08291,0,1,0.14101,1.09804
OG0011075,NDUFB5,M2,1.3792,-1848.287459,17,1.99105,PositiveSelection,0.55215,0.0683,0.39996,1,0.0479,3.37543
OG0008023,SLC16A10,M2,0.7628,-3897.592384,17,3.08333,PositiveSelection,0.73954,0.16803,0.1642,1,0.09626,3.51164
OG0012825,MTF1,M2,0.76696,-5430.796288,17,4.20372,PositiveSelection,0.79261,0.10114,0.1975,1,0.00989,2.76786
OG0009367,FIBCD1,M2,1.36687,-4108.502955,17,2.49454,PositiveSelection,0.88126,0.05106,0.06652,1,0.05222,1
OG0007749,MCOLN3,M2,0.49029,-3645.569906,17,4.64543,PositiveSelection,0.87603,0.04427,0.06755,1,0.05642,2.6709
OG0013282,CDC42EP4,M2,0.7066,-2457.456669,17,4.42666,PositiveSelection,0.8493,0.11399,0.05666,1,0.09404,1
OG0008793,CUNH19ORF44 C1H19ORF44,M2,1.05702,-5232.033431,17,3.66234,PositiveSelection,0.34944,0,0.61237,1,0.03819,2.48901
OG0011358,TRIP11,M2,0.58879,-12738.277285,17,3.13852,PositiveSelection,0.81193,0.1076,0.17342,1,0.01465,4.25877
OG0011484,DDX25,M2,1.20409,-4279.636536,17,2.3599,PositiveSelection,0.71012,0.09015,0.20898,1,0.0809,2.00379
OG0013216,PPAT,M2,0.65151,-3415.717125,17,2.60408,PositiveSelection,0.90118,0,0.09676,1,0.00206,15.11411
OG0010257,NUP62CL NUP62,M2,1.37006,-4722.032464,17,3.04955,PositiveSelection,0.67037,0.03837,0.13133,1,0.19831,1
OG0011403,TOX2,M2,0.20199,-2211.905072,17,2.35598,PositiveSelection,0.99677,0.04076,0,1,0.00323,5.86426
OG0010173,,M2,0.72577,-1473.75635,17,2.71352,PositiveSelection,0.74629,0.04871,0.24136,1,0.01234,3.70164
OG0006417,PAN2,M2,0.47811,-7450.045852,17,2.59264,PositiveSelection,0.95257,0.01869,0.02908,1,0.01835,1
OG0014091,POLR3GL,M2,1.2378,-1708.330941,17,2.41669,PositiveSelection,0.90969,0.02178,0.05407,1,0.03624,1
OG0012923,PNCK,M2,0.36735,-2007.220263,17,3.73837,PositiveSelection,0.97981,0.01654,0.00644,1,0.01375,1
OG0005508,APP,M2,0.37657,-4354.904015,17,2.83225,PositiveSelection,0.90396,0.03204,0,1,0.09604,1.72699
OG0012427,MMAB,M2,1.32341,-2068.837328,17,2.41985,PositiveSelection,0.63982000000000006,3.9e-4,0.33166,1,0.02852,3.4198
OG0010050,HOXC10,M2,0.48316,-2222.536608,17,2.33725,PositiveSelection,0.93954,0.15746,0.03209,1,0.02836,1
OG0013618,MLNR,M2,0.65571,-2659.110918,17,4.12808,PositiveSelection,0.61831,0.01298,0.37533,1,0.00636,7.01655
OG0012484,BMP7,M2,0.49001,-2713.2961,17,3.03709,PositiveSelection,0.95959,0.04992,0.01307,1,0.02733,1
OG0005093,,M2,1.01565,-4805.048401,17,2.915,PositiveSelection,0.50162,0.01212,0,1,0.49838,1.11307
OG0011518,EPHX1,M2,1.10508,-3756.510373,17,2.30464,PositiveSelection,0.73812,0.14094,0,1,0.26188,2.47262
OG0006889,DEPDC7,M2,0.55602,-3535.045978,17,4.82468,PositiveSelection,0.93435,0.14165,0,1,0.06565,1.5097
OG0011728,,M2,1.58844,-1810.181068,17,4.22199,PositiveSelection,0.59245,0.08254,0,1,0.40755,1.06947
OG0010877,DOK4,M2,0.66484,-2137.999645,17,2.32251,PositiveSelection,0.96322,0.01988,0,1,0.03678,1.2574
OG0006923,CUNH3ORF33 C10H3ORF33,M2,0.60552,-1719.405344,17,4.42214,PositiveSelection,0.79904,0.18672,0.17625,1,0.02471,3.44222
OG0009333,MAMDC4,M2,1.75705,-12406.19227,17,3.00751,PositiveSelection,0.61213,0.07978,0.24557,1,0.1423,1
OG0010852,GOT2,M2,0.87449,-3208.533596,17,2.43316,PositiveSelection,0.89407,0.03272,0.07614,1,0.02979,1.56396
OG0009087,,M2,0.43262,-4150.779794,17,4.76976,PositiveSelection,0.9243,0.06575,0,1,0.0757,1.71699
OG0005567,SSRP1,M2,0.46925,-4331.623462,17,2.51017,PositiveSelection,0.95958,0.03083,0.01497,1,0.02545,1
OG0013828,STXBP3,M2,1.09774,-3648.061745,17,3.21413,PositiveSelection,0.82034,0.0042,0.17112,1,0.00854,91.85473
OG0012815,IQCC,M2,2.01831,-2680.375536,17,2.30222,PositiveSelection,0.50302,0.14592,0,1,0.49698,1.04553
OG0008522,ARMT1,M2,0.40624,-2710.592971,17,2.38912,PositiveSelection,0.94682,0.12284,0,1,0.05318,1.82968
OG0012869,LRRC9,M2,0.57874,-10134.745372,17,2.94298,PositiveSelection,0.76272,0.10091,0.21872,1,0.01855,4.39543
OG0012225,AGPAT1,M2,0.89683,-2043.593554,17,3.97252,PositiveSelection,0.81284,0.02354,0.07249,1,0.11467,1
OG0006735,CLPX,M2,0.61231,-4145.73759,17,3.11839,PositiveSelection,0.91735,0.00916,0,1,0.08265,1.09201
OG0009588,TMEM41A,M2,0.75016,-1947.342658,17,2.26717,PositiveSelection,0.67302,0.03092,0,1,0.32698,1.31519
OG0011370,,M2,0.40691,-2206.758602,17,6.14789,PositiveSelection,0.89463,0.00218,0.03774,1,0.06764,1
OG0011017,HACD1,M2,0.79075,-1821.132124,17,1.60997,PositiveSelection,0.70842,0,0,1,0.29158,1.32072
OG0010208,,M2,0.78598,-4652.955045,17,2.49129,PositiveSelection,0.9615,0.02222,0.02173,1,0.01677,1
OG0008054,,M2,1.17303,-2923.298653,17,3.50966,PositiveSelection,0.78397,0.15434,0,1,0.21603,2.12104
OG0013319,LDAH,M2,1.8441,-3307.028898,17,2.36376,PositiveSelection,0.45605,0,0.47818,1,0.06577,6.54077
OG0010881,PLLP,M2,0.7787,-1301.683809,17,2.2038,PositiveSelection,0.9041,0.07992,0,1,0.0959,1.4758
OG0012432,TCHP,M2,1.25209,-3908.759628,17,2.32748,PositiveSelection,0.87281,0.10233,0.11845,1,0.00874,3.17179
OG0005808,DCP1A,M2,0.84919,-4298.167708,17,2.52808,PositiveSelection,0.63038,0.08524,0,1,0.36962,1.14595
OG0008839,CLDN11,M2,0.46451,-1261.611859,17,3.79883,PositiveSelection,0.97835,0.02819,0.00969,1,0.01196,1
OG0011040,GKAP1,M2,0.40073,-2173.1649,17,2.25272,PositiveSelection,0.92808,0.09794,0,1,0.07192,1.78531
OG0010360,FUZ,M2,0.57678,-3057.338452,17,3.80075,PositiveSelection,0.95131,0.19706,0,1,0.04869,1.53384
OG0012010,TRMT6,M2,3.25787,-3762.395958,17,2.78073,PositiveSelection,0.7802,0.07035,0.19551,1,0.02429,106.26939
OG0010144,BNIP3,M2,0.49806,-1285.235371,17,3.47081,PositiveSelection,0.92666,0.02429,0.05748,1,0.01586,1
OG0007828,PPP1R7,M2,0.43297,-2221.473391,17,5.34403,PositiveSelection,0.95064,0.105,0.03991,1,0.00944,4.73634
OG0012089,CDC16,M2,0.33168,-3447.966221,17,4.33576,PositiveSelection,0.9482,0.01877,0.0376,1,0.0142,1
OG0007907,NCKAP5,M2,0.79208,-13676.597648,17,3.24405,PositiveSelection,0.76668,0.12642,0.21717,1,0.01615,3.85835
OG0010557,TMPRSS3,M2,1.03546,-3643.19452,17,3.05725,PositiveSelection,0.79772,0.06139,0.1734,1,0.02888,10.69915
OG0009126,MKS1,M2,0.55374,-3876.291122,17,3.94503,PositiveSelection,0.81511,0.10159,0.15305,1,0.03185,2.33142
OG0005102,KDM1B,M2,0.51801,-5265.332804,17,3.09168,PositiveSelection,0.94086,0.06088,0.0203,1,0.03885,1
OG0014038,LARS2,M2,0.56536,-6137.815831,17,3.50892,PositiveSelection,0.73329,0.01761,0.10643,1,0.16029,1
OG0011412,DENND1B,M2,0.77945,-5262.092369,17,2.25911,PositiveSelection,0.72887,0.02893,0.2394,1,0.03173,3.86402
OG0009589,SENP2,M2,0.76152,-4271.368442,17,2.46621,PositiveSelection,0.58993,0.07153,0.25978,1,0.15029,1
OG0013384,HOXB6,M2,1.32986,-1583.863896,17,1.65255,PositiveSelection,0.74341,0,0,1,0.25659,1.92657
OG0010625,EIF4E3,M2,0.38886,-1377.373265,17,3.521,PositiveSelection,0.74109,0.01729,0.11381,1,0.1451,1
OG0012125,SGSM3,M2,0.40123,-4529.173424,17,4.14731,PositiveSelection,0.92527,0.02836,0.03955,1,0.03518,1
OG0011360,CPSF2,M2,0.28227,-4140.613292,17,4.52618,PositiveSelection,0.98904,0.01491,0.01072,1,2.4e-4,1
OG0013651,C1QTNF8,M2,2.40351,-2474.191502,17,2.74614,PositiveSelection,0.81527,0.06254,0.17503,1,0.0097,54.30775
OG0010337,LRRIQ1,M2,0.6976,-11042.677678,17,3.02129,PositiveSelection,0.71773,0.15564,0,1,0.28227,1.37464
OG0005613,SLC12A8,M2,0.56138,-5127.647375,17,3.96143,PositiveSelection,0.65961,0.02599,0.13892,1,0.20147,1
OG0006398,,M2,6.46916,-7233.642476,17,2.7301,PositiveSelection,0.68452,0.01823,0.23999,1,0.07549,71.45788
OG0008433,DSN1,M2,0.99087,-3149.043314,17,3.36326,PositiveSelection,0.39787,0.01959,0.58678,1,0.01536,8.9655
OG0012128,RBX1,M2,0.37691,-596.536664,17,2.09387,PositiveSelection,1,0,0,1,0,14.20777
OG0010604,SORBS2,M2,0.42275,-10621.896911,17,4.46038,PositiveSelection,0.68993,0.06238,0.30691,1,0.00316,19.97582
OG0010516,HCN2,M2,1.73339,-7981.137577,17,2.09886,PositiveSelection,0.75732,0.03006,0.18443,1,0.05825,1
OG0010018,DOK6,M2,0.80081,-1297.860842,17,2.14459,PositiveSelection,0.81219,0,0,1,0.18781,2.37097
OG0012013,COL8A2,M2,1.03618,-5331.274297,17,3.8781,PositiveSelection,0.80249,0.02377,0.07367,1,0.12384,1
OG0007875,ZBTB45,M2,0.62534,-4545.719488,17,4.52686,PositiveSelection,0.93797,0.06353,0.01421,1,0.04782,1
OG0005287,PDIK1L,M2,0.25313,-1810.130348,17,5.10799,PositiveSelection,0.9918,0.0378,0,1,0.0082,5.80337
OG0008344,FOXE1,M2,0.64115,-2404.854414,17,3.18295,PositiveSelection,0.91165,0.06132,0.02613,1,0.06222,1
OG0008006,OSTM1,M2,14.90901,-2848.166329,17,2.36512,PositiveSelection,0.51011,0.0205,0.47746,1,0.01244,999
OG0010398,KDM4A,M2,0.45048,-6643.972414,17,3.16313,PositiveSelection,0.87676,0.05393,0.05483,1,0.06841,1
OG0009991,TBXAS1,M2,0.62578,-3675.829715,17,3.90207,PositiveSelection,0.82173,0.15495,0,1,0.17827,1.18237
OG0009642,ADHFE1,M2,0.4414,-2856.208059,17,4.73132,PositiveSelection,0.94986,0.12695,0,1,0.05014,3.3896
OG0009627,PGR,M2,0.84629,-6510.707464,17,2.14268,PositiveSelection,0.74956,0.05566,0.24754,1,0.0029,12.30549
OG0011352,RPS6KA5,M2,0.35748,-4522.076305,17,3.46924,PositiveSelection,0.96833,0.07427,0,1,0.03167,2.10253
OG0013861,HERC1,M2,0.88204,-36064.854677,17,3.09587,PositiveSelection,0.96369,0.02803,0.01555,1,0.02076,1
OG0009124,BAZ1B,M2,0.43442,-9164.565575,17,2.95352,PositiveSelection,0.95172,0.05803,0,1,0.048280000000000003,1.49867
OG0010480,B9D1,M2,0.88512,-1558.04282,17,3.91812,PositiveSelection,0.95012,0.0743,0.01949,1,0.0304,1
OG0011275,UHRF1BP1,M2,0.59813,-10223.881711,17,3.30391,PositiveSelection,0.78483,0.09755,0.11405,1,0.10111,1
OG0012037,PTK7,M2,0.51259,-6861.69014,17,3.40927,PositiveSelection,0.86821,0.06202,0.12437,1,0.00742,6.75684
OG0009136,HSF5,M2,0.50284,-4156.764882,17,2.4376,PositiveSelection,0.84577,0,0,1,0.15423,1.69364
OG0006893,KIAA1549L,M2,0.82642,-14470.999476,17,3.44908,PositiveSelection,0.56271,0.02852,0.41733,1,0.01996,22.18543
OG0010751,CTHRC1,M2,0.69085,-1602.270865,17,3.85834,PositiveSelection,0.81324,0,0.12707,1,0.05969,4.36529
OG0013363,,M2,1.02726,-2094.77244,17,3.48751,PositiveSelection,0.59716,0.09034,0.21139,1,0.19146,1
OG0009758,WDR81,M2,1.32135,-15846.606491,17,5.75071,PositiveSelection,0.84874,0.06109,0.05826,1,0.09299,1
OG0013990,STAMBP,M2,0.86297,-3246.384878,17,2.97494,PositiveSelection,0.83579,0.0379,0.15972,1,0.0045,9.10149
OG0011783,LIMK2,M2,0.88943,-4730.349895,17,3.25646,PositiveSelection,0.91734,0.04523,0.06614,1,0.01652,3.5757
OG0012887,PRKCD,M2,0.48847,-4138.313005,17,3.22143,PositiveSelection,0.95836,0.04738,0.02523,1,0.01641,2.61336
OG0013127,PCYT2,M2,0.39594,-2339.873244,17,3.79277,PositiveSelection,0.84662,0.0037,0.07183,1,0.08155,1
OG0008687,NRAP,M2,0.49254,-10593.556282,17,3.26767,PositiveSelection,0.84819,0.07444,0.05509,1,0.09671,1
OG0006032,PIRT,M2,0.48549,-963.793675,17,4.29507,PositiveSelection,0.98479,0.14883,0,1,0.01521,1.96412
OG0014003,TGFA,M2,1.0774,-1371.528411,17,2.2778,PositiveSelection,0.84377,0.07552,0.11743,1,0.03881,2.37773
OG0011998,SNAP25,M2,0.74563,-1400.93642,17,1.40723,PositiveSelection,0.85293,0,0,1,0.14707,1.39219
OG0006178,NDUFS6,M2,0.89416,-1011.191278,17,2.33421,PositiveSelection,0.94214,0.20117,0.04264,1,0.01522,11.61864
OG0012765,PLA2G10,M2,1.69371,-1443.37899,17,3.42372,PositiveSelection,0.77369,0.07353,0.01547,1,0.21084,1.44091
OG0006257,NAA35,M2,0.36984,-4100.945961,17,2.68069,PositiveSelection,0.97653,0.02054,0,1,0.02347,1.6735
OG0013615,UGP2,M2,0.4978,-3087.916299,17,2.58315,PositiveSelection,0.88418,0,0.10343,1,0.01239,10.27273
OG0007196,ESF1,M2,0.71065,-6012.499248,17,3.25088,PositiveSelection,0.82988,0.19057,0,1,0.17012,1.90092
OG0007768,,M2,1.17357,-3962.840702,17,3.03785,PositiveSelection,0.89253,0.05596,0.06094,1,0.04653,1
OG0009478,RPRD2,M2,1.29432,-12542.591629,17,3.19215,PositiveSelection,0.92928,0.06334,0.03514,1,0.03557,1
OG0011090,IKZF4,M2,0.28561,-2982.497437,17,2.13923,PositiveSelection,0.92544,0.0413,0,1,0.07456,2.40195
OG0012510,,M2,1.2475,-7140.602365,17,2.86898,PositiveSelection,0.39727,0.01302,0.54851,1,0.05422,4.45249
OG0011861,RGS13,M2,0.72301,-1462.471367,17,2.00157,PositiveSelection,0.94457,0.12222,0.02299,1,0.03244,4.44465
OG0006364,AK7,M2,1.14672,-5321.114165,17,1.93788,PositiveSelection,0.61986,0,0.32813,1,0.05201,1.95825
OG0008635,BCAS4,M2,0.60181,-1322.109964,17,3.78299,PositiveSelection,0.65497,0,0,1,0.34503,1.31563
OG0010841,COG4,M2,8.35674,-5702.529859,17,3.20686,PositiveSelection,0.89045,0.04947,0.09666,1,0.01289,307.62408
OG0006261,BCAS1,M2,0.86353,-4771.773892,17,3.58198,PositiveSelection,0.77818,0.21555,0,1,0.22182,1.99038
OG0005522,,M2,0.80587,-3616.402691,17,2.73521,PositiveSelection,0.6872,0.02166,0,1,0.3128,1.12387
OG0012649,MAP1LC3C,M2,0.79862,-986.432251,17,2.34065,PositiveSelection,0.76059,0,0,1,0.23941,1.43424
OG0009855,CD79A,M2,1.77167,-2883.442304,17,3.29044,PositiveSelection,0.66773,0.23378,0.18934,1,0.14292,3.37538
OG0012296,TCF19,M2,0.80723,-2869.104516,17,4.04987,PositiveSelection,0.96194,0.08804,0,1,0.03806,1.39118
OG0010789,ZDHHC9,M2,0.82445,-2936.3464,17,2.44302,PositiveSelection,0.80794,0.04485,0.18695,1,0.00511,14.83146
OG0007473,CARS2,M2,0.67564,-4353.38601,17,3.38131,PositiveSelection,0.83417,0.1464,0.01749,1,0.14834,1.52433
OG0006164,NFX1,M2,0.69956,-7367.898046,17,2.93162,PositiveSelection,0.86127,0.05309,0.09737,1,0.04136,4.46256
OG0012173,DHX8,M2,0.44464,-6989.357557,17,3.17447,PositiveSelection,0.92744,0,0,1,0.07256,1.14752
OG0010423,SPATA13,M2,1.29358,-9366.817068,17,3.09713,PositiveSelection,0.73782,0.0476,0.25974,1,0.00244,279.63305
OG0008494,UPRT,M2,1.3883,-2287.798304,17,1.40784,PositiveSelection,0.7171,0,0.27626,1,0.00664,26.27092
OG0007619,SLC25A15,M2,0.51681,-1915.99037,17,3.48438,PositiveSelection,0.93719,0.05097,0.02822,1,0.03458,1
OG0011534,SCN2B,M2,0.65632,-1401.972688,17,2.41681,PositiveSelection,0.93842,0.05828,0.02567,1,0.03591,1
OG0010576,CHAF1B,M2,0.39926,-3248.881781,17,4.63027,PositiveSelection,0.91058,0.06505,0.07712,1,0.0123,4.08236
OG0013386,TTLL6,M2,0.7405,-6053.796174,17,3.55037,PositiveSelection,0.65205,0.11607,0.2705,1,0.07746,2.40696
OG0012448,CCDC117,M2,0.93446,-1851.454892,17,4.33866,PositiveSelection,0.77905,0.12857,0,1,0.22095,1.68757
OG0011863,UCHL5,M2,0.52759,-2199.268076,17,2.11973,PositiveSelection,0.95036,0.03297,0,1,0.04964,2.64267
OG0012408,MAPKAPK5,M2,0.59991,-3028.713735,17,1.98772,PositiveSelection,0.98225,0.0138,0,1,0.01775,1.10648
OG0011201,OTOP2,M2,0.71037,-4186.094885,17,3.35695,PositiveSelection,0.81931,0.01213,0,1,0.18069,1.28764
OG0012569,MAGOH,M2,0.35394,-840.202243,17,2.5111,PositiveSelection,1,0,0,1,0,40.96101
OG0006205,CTU1,M2,1.06596,-2575.284022,17,5.29139,PositiveSelection,0.91946,0.02198,0.07294,1,0.0076,8.60476
OG0007285,SPATC1L,M2,0.72265,-3045.554227,17,3.45812,PositiveSelection,0.60941,0.07544,0.38562,1,0.00497,8.13692
OG0006250,CUNH9ORF3 AOPEP,M2,0.48206,-5425.817806,17,3.63111,PositiveSelection,0.95354,0.21876,0,1,0.04646,2.73213
OG0007878,RC3H1,M2,0.30034,-6266.631556,17,4.5552,PositiveSelection,0.9568,0.05163,0.01823,1,0.02498,1
OG0009771,ATP6AP2,M2,0.4868,-2179.595229,17,2.99643,PositiveSelection,0.92475,0.08731,0.06969,1,0.00556,10.05083
OG0009847,,M2,1.06269,-2779.904618,17,2.67145,PositiveSelection,0.80861,0.02717,0.18289,1,0.0085,1.93621
OG0005137,PITHD1,M2,0.54464,-1509.965148,17,2.71088,PositiveSelection,0.89106,0.0415,0,1,0.10894,2.24864
OG0008349,APTX,M2,1.05666,-2877.175363,17,4.346,PositiveSelection,0.62516,0.03253,0.3284,1,0.04644,11.52307
OG0009053,TBC1D22A,M2,0.49547,-3306.761339,17,2.63019,PositiveSelection,0.88987,0.04169,0.05032,1,0.05981,1
OG0012052,MERTK,M2,0.79827,-7474.459909,17,2.76547,PositiveSelection,0.61706,0.05634,0.37019,1,0.01275,6.03956
OG0012384,RNF34,M2,1.04565,-3226.050162,17,3.36229,PositiveSelection,0.93281,0.06467,0.03422,1,0.03297,1
OG0010046,GATB,M2,0.60717,-3809.151639,17,3.40796,PositiveSelection,0.71486,0.01079,0.10265,1,0.18249,1
OG0007030,ACOT8,M2,2.92566,-2894.373159,17,3.26776,PositiveSelection,0.79635,0.05982,0.09401,1,0.10963,1
OG0012224,EGFL8,M2,1.3479,-2576.672543,17,2.4714,PositiveSelection,0.67445,0.03453,0.19013,1,0.13542,1
OG0011413,ASPM,M2,0.95128,-19641.884431,17,3.25506,PositiveSelection,0.69143,0.13208,0.28179,1,0.02678,2.64475
OG0014117,ACTR5,M2,0.44834,-3872.44115,17,2.68055,PositiveSelection,0.90707,0.07233,0.04397,1,0.04896,1
OG0012751,TFAP4,M2,2.00523,-2656.230781,17,2.6473,PositiveSelection,0.86417,0.01426,0.04402,1,0.09182,4.75152
OG0006007,OBSL1,M2,0.69965,-19608.909161,17,4.27175,PositiveSelection,0.7811,0.10113,0.21525,1,0.00366,4.56021
OG0008187,AP4S1,M2,1.45198,-1057.285174,17,2.39588,PositiveSelection,0.63786,0,0,1,0.36214,1.68167
OG0007700,IPO11,M2,0.29813,-5381.689963,17,3.28615,PositiveSelection,0.93585,0.05033,0.03554,1,0.02861,1
OG0005781,CMPK2,M2,1.82817,-4128.461399,17,1.97226,PositiveSelection,0.49795,0.0134,0.32443,1,0.17762,1
OG0012246,AMPH,M2,0.65208,-7474.131336,17,3.87031,PositiveSelection,0.65358,0.06718,1e-5,1,0.34641,1.14131
OG0008218,VTA1,M2,0.82664,-2315.348422,17,1.99492,PositiveSelection,0.71693,0.06154,0.16276,1,0.12031,1
OG0012028,FAM171B,M2,0.76895,-5884.227511,17,2.92081,PositiveSelection,0.76002,0.05451,0.20689,1,0.03309,1.31715
OG0005731,EFCAB9,M2,0.6515,-1427.360009,17,3.96261,PositiveSelection,0.66677,0.04801,0.3207,1,0.01252,8.66522
OG0011606,SRD5A2,M2,0.86158,-2102.385781,17,2.03377,PositiveSelection,0.61495,0,0,1,0.38505,1.28314
OG0005648,OTULINL,M2,0.58372,-2076.22872,17,3.6282,PositiveSelection,0.9023,0.10003,0.03588,1,0.06182,1
OG0009017,HSDL2,M2,0.46185,-2677.840593,17,4.53301,PositiveSelection,0.97724,0.06237,0,1,0.02276,1.20635
OG0009675,PUF60,M2,1.34437,-3827.597589,17,3.73332,PositiveSelection,0.89758,0,0.08118,1,0.02124,19.00724
OG0010892,FBXL8,M2,1.33525,-3420.684292,17,3.03827,PositiveSelection,0.84621,0.07407,0.06985,1,0.08394,1
OG0008327,RMDN3,M2,0.57588,-3285.98927,17,2.21936,PositiveSelection,0.89921,0.17726,0.0247,1,0.07609,1.97183
OG0010637,TBC1D25,M2,0.52384,-4501.194238,17,2.36506,PositiveSelection,0.86417,0.02004,0.13387,1,0.00196,6.73972
OG0006992,SH3RF1,M2,0.67756,-5881.499652,17,3.28372,PositiveSelection,0.80964,0.07566,0,1,0.19036,1.74776
OG0010788,UTP14A,M2,1.09581,-6179.825043,17,3.3487,PositiveSelection,0.8878,0.12989,0,1,0.1122,1.74055
OG0012680,NME3,M2,0.92879,-1245.133258,17,2.53157,PositiveSelection,0.91599,0.04538,0.03041,1,0.0536,1
OG0011457,TTI2,M2,0.84934,-4233.066652,17,5.05425,PositiveSelection,0.63942,0.20731,0,1,0.36058,1.08329
OG0006784,HDC,M2,1.03701,-5362.117233,17,2.55426,PositiveSelection,0.82583,0.07674,0.08813,1,0.08604,1
OG0005394,CACNB3,M2,0.51397,-3028.6823,17,2.48575,PositiveSelection,0.89231,0,0.08286,1,0.02483,4.23517
OG0012763,PTX4,M2,1.54748,-4695.319236,17,4.73688,PositiveSelection,0.75932,0.12611,0.06264,1,0.17804,1
OG0009435,RCOR2,M2,1.48492,-4188.911903,17,2.63967,PositiveSelection,0.91211,0.029,0.04198,1,0.04592,1
OG0010589,DNAJC28,M2,1.70208,-2787.735485,17,2.33959,PositiveSelection,0.69879,0.10409,0,1,0.30121,2.24026
OG0013961,PPM1M,M2,0.49688,-3077.706134,17,2.56799,PositiveSelection,0.97781,0.20525,0,1,0.02219,2.99323
OG0013859,TBC1D2B,M2,1.16522,-7404.703549,17,3.36443,PositiveSelection,0.92479,0.05771,0.04052,1,0.03469,1
OG0006283,ZNF704,M2,0.466,-3214.5278,17,2.33775,PositiveSelection,0.78287,0,6.5e-4,1,0.21649,1.02771
OG0011257,HYAL2,M2,0.61224,-3297.604141,17,3.59978,PositiveSelection,0.75098,0.04739,0.24307,1,0.00595,5.02034
OG0012740,RGS11,M2,0.98978,-3525.918069,17,3.45706,PositiveSelection,0.8476,0.12649,0.06982,1,0.08259,1
OG0008960,RIN2,M2,0.49809,-5707.905052,17,2.72224,PositiveSelection,0.91774,0.08317,0.06569,1,0.01657,7.29392
OG0009352,LRRC8A,M2,0.89383,-5448.374172,17,3.89893,PositiveSelection,0.97802,0.00533,0.02198,1,0,71.09999
OG0013211,VHL,M2,1.69041,-1550.838889,17,1.93151,PositiveSelection,0.55358,0,0,1,0.44642,1.21006
OG0006509,,M2,4.24553,-3537.925229,17,2.8009,PositiveSelection,0.69367,0.04868,0.25649,1,0.04984,2.00529
OG0010466,TOM1L2,M2,0.77601,-3799.933415,17,2.50499,PositiveSelection,0.89192,0.04454,0.04011,1,0.06797,1
OG0013883,ZNF292,M2,0.543,-17833.830689,17,4.17201,PositiveSelection,0.82403,0.08683,0.15446,1,0.02151,2.27697
OG0013379,SNX11,M2,1.01992,-1903.086586,17,2.42411,PositiveSelection,0.65284,0.04196,0,1,0.34716,1.13069
OG0005950,DYNC2LI1,M2,3.0993,-2245.110926,17,4.26184,PositiveSelection,0.75894,0.03637,0.20945,1,0.03161,119.53639
OG0010820,ATMIN,M2,1.06801,-6665.765903,17,3.13088,PositiveSelection,0.79242,0.09827,0.09272,1,0.11486,1
OG0007642,SAV1,M2,0.46161,-2324.103405,17,3.20686,PositiveSelection,0.94847,0.06598,0,1,0.05153,3.60939
OG0009209,SLC37A4,M2,0.94831,-3454.707949,17,3.06713,PositiveSelection,0.86676,0.07086,0.04801,1,0.08522,1
OG0012721,KCNJ12,M2,1.23085,-3417.51766,17,2.68883,PositiveSelection,0.97386,0.02453,0.01346,1,0.01268,1
OG0012768,TMBIM4,M2,0.49333,-1536.184243,17,3.58299,PositiveSelection,0.87612,0.12347,0,1,0.12388,1.16239
OG0013174,TMIGD1,M2,2.14147,-2627.095403,17,2.6742,PositiveSelection,0.75489,0.13719,0.23197,1,0.01314,3.52354
OG0009877,MARCHF3 MARCH3,M2,0.16096,-1269.235122,17,2.49427,PositiveSelection,1,0.0973,0,1,0,1
OG0008376,PLA2G6,M2,0.6924,-5786.316831,17,2.74075,PositiveSelection,0.76433,0.06108,0,1,0.23567,1.28387
OG0013129,ANAPC11,M2,0.22549,-413.921092,17,4.43305,PositiveSelection,1,0,0,1,0,1
OG0009345,,M2,1.27774,-5178.39367,17,3.68452,PositiveSelection,0.85,0.08674,0.06287,1,0.08712,1
OG0008656,DGCR8,M2,0.95403,-6043.608536,17,2.05512,PositiveSelection,0.77491,0.00276,0.13381,1,0.09128,1
OG0006516,PSMB1,M2,0.62238,-1368.739339,17,4.80936,PositiveSelection,0.80808,0.0264,0,1,0.19192,1.26883
OG0013708,SCD,M2,0.93384,-2899.981705,17,2.74055,PositiveSelection,0.75842,0.05997,0,1,0.24158,1.39253
OG0007792,,M2,232.40369,-5057.764268,17,4.36271,PositiveSelection,0.66718,0.04678,0.17404,1,0.15878,482.3424
OG0011900,ARHGEF28,M2,0.51889,-10218.231765,17,3.11859,PositiveSelection,0.881,0.13131,0.05909,1,0.05991,1
OG0005273,CALR,M2,0.45411,-2478.987955,17,2.19946,PositiveSelection,0.89966,0.0188,0.0476,1,0.05274,1
OG0008148,VRTN,M2,0.7975,-5255.05651,17,3.98887,PositiveSelection,0.56174,0.07553,0.42899,1,0.00927,4.42789
OG0008284,GRIA2,M2,0.29741,-5114.817424,17,2.12872,PositiveSelection,0.91894,0,0.04861,1,0.03245,2.63758
OG0008950,ABHD18,M2,0.38738,-2745.477964,17,5.10616,PositiveSelection,0.88135,0.07292,0,1,0.11865,1.4948
